,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,236.5822,0.7770,0.9089,0.0000,1.9656,0.0000,0.1035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0000,0.0000,0.0000,0.1035,0.0000,0.0000,0.1035,1.0000
2,2.0000,234.2458,1.2070,0.9060,0.1263,3.8598,0.0612,0.2279,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0000,0.0000,0.0000,0.2171,0.0000,0.0000,0.2079,0.9288
3,3.0000,231.8701,1.4509,0.9235,0.2447,5.7931,0.1596,0.4121,0.0696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0000,0.0000,0.0000,0.3581,0.0000,0.0000,0.3206,0.8810
4,4.0000,229.4116,1.5443,0.9325,0.3201,7.8242,0.3102,0.6750,0.1695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.0000,0.0000,0.0000,0.5377,0.0000,0.0000,0.4470,0.8801
5,5.0000,226.9193,1.3648,0.8739,0.3586,10.0065,0.4930,1.0944,0.3350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,0.0000,0.0000,0.7767,0.0000,0.0000,0.5933,0.8827
6,6.0000,226.9193,0.9966,1.1201,0.4864,10.0065,0.3611,1.0817,0.4812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,0.0000,0.0000,0.7767,0.0000,0.0000,0.5933,0.8993
7,7.0000,226.9193,0.7257,1.2378,0.6394,10.0065,0.2595,1.0380,0.6264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,0.0000,0.0000,0.7767,0.0000,0.0000,0.5933,0.9111
8,8.0000,225.2744,1.0045,0.9559,0.6458,11.1098,0.2967,1.2951,0.8897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,143.0886,0.0000,0.0000,0.9339,0.0000,0.0000,0.6746,0.9075
9,9.0000,223.8329,1.0366,0.8211,0.6221,12.1202,0.3725,1.5063,1.2043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166.1675,0.0000,0.0000,1.0935,0.0000,0.0000,0.7537,0.9070
10,10.0000,222.6243,0.9648,0.6874,0.5708,13.0155,0.4442,1.7238,1.5399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,189.1643,0.0000,0.0000,1.2539,0.0000,0.0000,0.8283,0.9172
11,11.0000,221.5035,0.7934,0.5475,0.5021,13.9258,0.5014,1.9306,1.9179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,212.0296,0.0000,0.0000,1.4118,0.0000,0.0000,0.9047,0.9162
12,12.0000,220.5327,0.6267,0.3993,0.4368,14.7682,0.5202,2.0887,2.3061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,234.7016,0.0000,0.0000,1.5551,0.0000,0.0000,0.9742,0.9180
13,13.0000,220.5327,0.4498,0.5279,0.4862,14.7682,0.3802,1.9425,2.5884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,234.7016,0.0000,0.0000,1.5551,0.0000,0.0000,0.9742,0.9180
14,14.0000,220.5327,0.3266,0.5858,0.5503,14.7682,0.2707,1.8008,2.8345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,234.7016,0.0000,0.0000,1.5551,0.0000,0.0000,0.9742,0.9104
15,15.0000,221.7910,0.4640,0.4703,0.6368,13.4141,0.2431,1.7380,3.0724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,257.8736,0.0000,0.0000,1.6225,0.0000,0.0000,0.9147,0.8669
16,16.0000,223.0606,0.4658,0.4050,0.7762,12.0792,0.2420,1.6988,3.2353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,281.0789,0.0000,0.0000,1.6975,0.0000,0.0000,0.8549,0.8143
17,17.0000,224.3753,0.4276,0.3417,1.0507,10.7058,0.2497,1.6381,3.2899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,304.3394,0.0000,0.0000,1.7747,0.0000,0.0000,0.7872,0.7516
18,18.0000,225.8814,0.3832,0.2847,1.5188,9.1613,0.2514,1.5437,3.1709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,327.5857,0.0000,0.0000,1.8378,0.0000,0.0000,0.7003,0.6758
19,19.0000,227.5106,0.3056,0.2155,2.2064,7.4924,0.2569,1.4596,2.8474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,350.9105,0.0000,0.0000,1.9130,0.0000,0.0000,0.5976,0.5933
20,20.0000,227.5106,0.2207,0.2692,2.2352,7.4924,0.1846,1.3335,3.0435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,350.9105,0.0000,0.0000,1.9130,0.0000,0.0000,0.5976,0.5827
21,21.0000,227.5106,0.1604,0.2970,2.2645,7.4924,0.1307,1.1998,3.2280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,350.9105,0.0000,0.0000,1.9130,0.0000,0.0000,0.5976,0.5664
22,22.0000,228.3291,0.2337,0.2460,2.8027,6.5151,0.1178,1.0553,2.9620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.5828,0.0000,0.0000,1.9407,0.0000,0.0000,0.5278,0.5044
23,23.0000,229.0409,0.2409,0.2146,3.3849,5.6707,0.1272,0.9384,2.6269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,398.2459,0.0000,0.0000,1.9744,0.0000,0.0000,0.4637,0.4452
24,24.0000,229.6485,0.2129,0.1633,3.9723,4.9515,0.1377,0.8607,2.2620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,421.9027,0.0000,0.0000,2.0160,0.0000,0.0000,0.4065,0.3802
25,25.0000,230.3018,0.1859,0.1338,4.5852,4.1827,0.1401,0.7728,1.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,445.6181,0.0000,0.0000,2.0490,0.0000,0.0000,0.3429,0.3254
26,26.0000,230.9052,0.1342,0.0991,5.1226,3.4880,0.1403,0.7082,1.4678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,469.2969,0.0000,0.0000,2.0836,0.0000,0.0000,0.2867,0.2785
27,27.0000,230.9052,0.0975,0.1234,5.1323,3.4880,0.0977,0.6445,1.5719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,469.2969,0.0000,0.0000,2.0836,0.0000,0.0000,0.2867,0.2701
28,28.0000,230.9052,0.0697,0.1354,5.1444,3.4880,0.0701,0.5826,1.6595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,469.2969,0.0000,0.0000,2.0836,0.0000,0.0000,0.2867,0.2642
29,29.0000,231.2193,0.1032,0.1167,5.3816,3.0557,0.0550,0.5255,1.5255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.1686,0.0000,0.0000,2.0938,0.0000,0.0000,0.2551,0.2389
30,30.0000,231.5025,0.1023,0.0846,5.6637,2.6803,0.0572,0.4831,1.3395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,517.0183,0.0000,0.0000,2.1133,0.0000,0.0000,0.2252,0.2107
31,31.0000,231.8052,0.0902,0.0749,5.9515,2.2984,0.0598,0.4196,1.1503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,540.8470,0.0000,0.0000,2.1264,0.0000,0.0000,0.1938,0.1835
32,32.0000,232.0320,0.0719,0.0574,6.1965,2.0113,0.0640,0.3774,0.9931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,564.7087,0.0000,0.0000,2.1442,0.0000,0.0000,0.1699,0.1596
33,33.0000,232.3189,0.0712,0.0530,6.4984,1.6325,0.0541,0.3282,0.7681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,588.5748,0.0000,0.0000,2.1528,0.0000,0.0000,0.1369,0.1342
34,34.0000,232.3189,0.0559,0.0628,6.5023,1.6325,0.0387,0.3011,0.8092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,588.5748,0.0000,0.0000,2.1528,0.0000,0.0000,0.1369,0.1294
35,35.0000,232.3189,0.0393,0.0721,6.5076,1.6325,0.0282,0.2745,0.8450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,588.5748,0.0000,0.0000,2.1528,0.0000,0.0000,0.1369,0.1263
