,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.09019999999998163,Total infected derivative,0%,Vaccine Efficacy 50%,Low
1,1.0,0.22145000000000437,Total infected derivative,0%,Vaccine Efficacy 50%,Low
2,2.0,0.6613500000000272,Total infected derivative,0%,Vaccine Efficacy 50%,Low
3,3.0,1.4147999999999854,Total infected derivative,0%,Vaccine Efficacy 50%,Low
4,4.0,2.4879499999999837,Total infected derivative,0%,Vaccine Efficacy 50%,Low
5,5.0,2.7786000000000115,Total infected derivative,0%,Vaccine Efficacy 50%,Low
6,6.0,2.069149999999979,Total infected derivative,0%,Vaccine Efficacy 50%,Low
7,7.0,3.480950000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
8,8.0,7.197350000000029,Total infected derivative,0%,Vaccine Efficacy 50%,Low
9,9.0,10.629249999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
10,10.0,13.628250000000008,Total infected derivative,0%,Vaccine Efficacy 50%,Low
11,11.0,16.356700000000018,Total infected derivative,0%,Vaccine Efficacy 50%,Low
12,12.0,15.185399999999987,Total infected derivative,0%,Vaccine Efficacy 50%,Low
13,13.0,10.990999999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
14,14.0,12.223449999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
15,15.0,16.403800000000018,Total infected derivative,0%,Vaccine Efficacy 50%,Low
16,16.0,17.976950000000016,Total infected derivative,0%,Vaccine Efficacy 50%,Low
17,17.0,18.243499999999983,Total infected derivative,0%,Vaccine Efficacy 50%,Low
18,18.0,17.512049999999988,Total infected derivative,0%,Vaccine Efficacy 50%,Low
19,19.0,14.44489999999999,Total infected derivative,0%,Vaccine Efficacy 50%,Low
20,20.0,10.305599999999998,Total infected derivative,0%,Vaccine Efficacy 50%,Low
21,21.0,9.521000000000015,Total infected derivative,0%,Vaccine Efficacy 50%,Low
22,22.0,10.161300000000011,Total infected derivative,0%,Vaccine Efficacy 50%,Low
23,23.0,9.477000000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
24,24.0,8.376800000000003,Total infected derivative,0%,Vaccine Efficacy 50%,Low
25,25.0,6.9719499999999925,Total infected derivative,0%,Vaccine Efficacy 50%,Low
26,26.0,5.32759999999999,Total infected derivative,0%,Vaccine Efficacy 50%,Low
27,27.0,3.8246500000000054,Total infected derivative,0%,Vaccine Efficacy 50%,Low
28,28.0,3.1182500000000033,Total infected derivative,0%,Vaccine Efficacy 50%,Low
29,29.0,2.7755499999999955,Total infected derivative,0%,Vaccine Efficacy 50%,Low
30,30.0,2.3366999999999933,Total infected derivative,0%,Vaccine Efficacy 50%,Low
31,31.0,1.8777499999999918,Total infected derivative,0%,Vaccine Efficacy 50%,Low
32,32.0,1.4879999999999995,Total infected derivative,0%,Vaccine Efficacy 50%,Low
33,33.0,1.1533000000000015,Total infected derivative,0%,Vaccine Efficacy 50%,Low
34,34.0,0.8165500000000065,Total infected derivative,0%,Vaccine Efficacy 50%,Low
35,35.0,0.630250000000018,Total infected derivative,0%,Vaccine Efficacy 50%,Low
36,36.0,0.525100000000009,Total infected derivative,0%,Vaccine Efficacy 50%,Low
37,37.0,0.4599499999999921,Total infected derivative,0%,Vaccine Efficacy 50%,Low
38,38.0,0.37369999999998527,Total infected derivative,0%,Vaccine Efficacy 50%,Low
39,39.0,0.28249999999999886,Total infected derivative,0%,Vaccine Efficacy 50%,Low
40,40.0,0.2094500000000039,Total infected derivative,0%,Vaccine Efficacy 50%,Low
41,41.0,0.13229999999998654,Total infected derivative,0%,Vaccine Efficacy 50%,Low
42,42.0,0.09120000000001482,Total infected derivative,0%,Vaccine Efficacy 50%,Low
43,43.0,0.09919999999999618,Total infected derivative,0%,Vaccine Efficacy 50%,Low
44,44.0,0.10119999999997731,Total infected derivative,0%,Vaccine Efficacy 50%,Low
45,45.0,0.0952000000000055,Total infected derivative,0%,Vaccine Efficacy 50%,Low
46,46.0,0.0861500000000035,Total infected derivative,0%,Vaccine Efficacy 50%,Low
47,47.0,0.06510000000000105,Total infected derivative,0%,Vaccine Efficacy 50%,Low
48,48.0,0.045100000000019236,Total infected derivative,0%,Vaccine Efficacy 50%,Low
49,49.0,0.038100000000014234,Total infected derivative,0%,Vaccine Efficacy 50%,Low
50,50.0,0.03304999999997449,Total infected derivative,0%,Vaccine Efficacy 50%,Low
51,51.0,0.026049999999997908,Total infected derivative,0%,Vaccine Efficacy 50%,Low
52,52.0,0.027050000000002683,Total infected derivative,0%,Vaccine Efficacy 50%,Low
53,53.0,0.019000000000005457,Total infected derivative,0%,Vaccine Efficacy 50%,Low
54,54.0,0.008049999999997226,Total infected derivative,0%,Vaccine Efficacy 50%,Low
55,55.0,0.007049999999992451,Total infected derivative,0%,Vaccine Efficacy 50%,Low
56,56.0,0.008000000000009777,Total infected derivative,0%,Vaccine Efficacy 50%,Low
57,57.0,0.007000000000005002,Total infected derivative,0%,Vaccine Efficacy 50%,Low
58,58.0,0.0030000000000143245,Total infected derivative,0%,Vaccine Efficacy 50%,Low
59,59.0,0.0020000000000095497,Total infected derivative,0%,Vaccine Efficacy 50%,Low
60,60.0,,Total infected derivative,0%,Vaccine Efficacy 50%,Low
61,0.0,0.07620000000002847,Total infected derivative,10%,Vaccine Efficacy 50%,Low
62,1.0,0.2094500000000039,Total infected derivative,10%,Vaccine Efficacy 50%,Low
63,2.0,0.5951999999999771,Total infected derivative,10%,Vaccine Efficacy 50%,Low
64,3.0,1.283549999999991,Total infected derivative,10%,Vaccine Efficacy 50%,Low
65,4.0,2.429850000000016,Total infected derivative,10%,Vaccine Efficacy 50%,Low
66,5.0,2.6543499999999938,Total infected derivative,10%,Vaccine Efficacy 50%,Low
67,6.0,1.883749999999992,Total infected derivative,10%,Vaccine Efficacy 50%,Low
68,7.0,3.2915500000000293,Total infected derivative,10%,Vaccine Efficacy 50%,Low
69,8.0,6.705449999999985,Total infected derivative,10%,Vaccine Efficacy 50%,Low
70,9.0,9.919849999999968,Total infected derivative,10%,Vaccine Efficacy 50%,Low
71,10.0,13.235450000000014,Total infected derivative,10%,Vaccine Efficacy 50%,Low
72,11.0,16.20840000000001,Total infected derivative,10%,Vaccine Efficacy 50%,Low
73,12.0,14.947900000000004,Total infected derivative,10%,Vaccine Efficacy 50%,Low
74,13.0,10.81665000000001,Total infected derivative,10%,Vaccine Efficacy 50%,Low
75,14.0,12.415850000000006,Total infected derivative,10%,Vaccine Efficacy 50%,Low
76,15.0,16.6473,Total infected derivative,10%,Vaccine Efficacy 50%,Low
77,16.0,17.723449999999985,Total infected derivative,10%,Vaccine Efficacy 50%,Low
78,17.0,17.558099999999996,Total infected derivative,10%,Vaccine Efficacy 50%,Low
79,18.0,16.670299999999997,Total infected derivative,10%,Vaccine Efficacy 50%,Low
80,19.0,13.817599999999999,Total infected derivative,10%,Vaccine Efficacy 50%,Low
81,20.0,9.89585000000001,Total infected derivative,10%,Vaccine Efficacy 50%,Low
82,21.0,8.892799999999994,Total infected derivative,10%,Vaccine Efficacy 50%,Low
83,22.0,9.077100000000002,Total infected derivative,10%,Vaccine Efficacy 50%,Low
84,23.0,8.249500000000012,Total infected derivative,10%,Vaccine Efficacy 50%,Low
85,24.0,7.206399999999988,Total infected derivative,10%,Vaccine Efficacy 50%,Low
86,25.0,6.019049999999993,Total infected derivative,10%,Vaccine Efficacy 50%,Low
87,26.0,4.825700000000012,Total infected derivative,10%,Vaccine Efficacy 50%,Low
88,27.0,3.5080499999999972,Total infected derivative,10%,Vaccine Efficacy 50%,Low
89,28.0,2.758499999999998,Total infected derivative,10%,Vaccine Efficacy 50%,Low
90,29.0,2.5240500000000026,Total infected derivative,10%,Vaccine Efficacy 50%,Low
91,30.0,2.1503000000000014,Total infected derivative,10%,Vaccine Efficacy 50%,Low
92,31.0,1.7995499999999964,Total infected derivative,10%,Vaccine Efficacy 50%,Low
93,32.0,1.5079999999999956,Total infected derivative,10%,Vaccine Efficacy 50%,Low
94,33.0,1.148300000000006,Total infected derivative,10%,Vaccine Efficacy 50%,Low
95,34.0,0.8236500000000007,Total infected derivative,10%,Vaccine Efficacy 50%,Low
96,35.0,0.6703499999999991,Total infected derivative,10%,Vaccine Efficacy 50%,Low
97,36.0,0.6051999999999964,Total infected derivative,10%,Vaccine Efficacy 50%,Low
98,37.0,0.5,Total infected derivative,10%,Vaccine Efficacy 50%,Low
99,38.0,0.36974999999999625,Total infected derivative,10%,Vaccine Efficacy 50%,Low
100,39.0,0.27454999999999075,Total infected derivative,10%,Vaccine Efficacy 50%,Low
101,40.0,0.20540000000001157,Total infected derivative,10%,Vaccine Efficacy 50%,Low
102,41.0,0.1373000000000104,Total infected derivative,10%,Vaccine Efficacy 50%,Low
103,42.0,0.10519999999999641,Total infected derivative,10%,Vaccine Efficacy 50%,Low
104,43.0,0.08015000000000327,Total infected derivative,10%,Vaccine Efficacy 50%,Low
105,44.0,0.06615000000000748,Total infected derivative,10%,Vaccine Efficacy 50%,Low
106,45.0,0.06714999999999804,Total infected derivative,10%,Vaccine Efficacy 50%,Low
107,46.0,0.06414999999999793,Total infected derivative,10%,Vaccine Efficacy 50%,Low
108,47.0,0.045099999999990814,Total infected derivative,10%,Vaccine Efficacy 50%,Low
109,48.0,0.03804999999999836,Total infected derivative,10%,Vaccine Efficacy 50%,Low
110,49.0,0.04404999999999859,Total infected derivative,10%,Vaccine Efficacy 50%,Low
111,50.0,0.056150000000002365,Total infected derivative,10%,Vaccine Efficacy 50%,Low
112,51.0,0.05710000000000548,Total infected derivative,10%,Vaccine Efficacy 50%,Low
113,52.0,0.047049999999998704,Total infected derivative,10%,Vaccine Efficacy 50%,Low
114,53.0,0.043099999999995475,Total infected derivative,10%,Vaccine Efficacy 50%,Low
115,54.0,0.034049999999993474,Total infected derivative,10%,Vaccine Efficacy 50%,Low
116,55.0,0.026099999999999568,Total infected derivative,10%,Vaccine Efficacy 50%,Low
117,56.0,0.02009999999999934,Total infected derivative,10%,Vaccine Efficacy 50%,Low
118,57.0,0.017000000000010118,Total infected derivative,10%,Vaccine Efficacy 50%,Low
119,58.0,0.012000000000000455,Total infected derivative,10%,Vaccine Efficacy 50%,Low
120,59.0,0.007999999999981355,Total infected derivative,10%,Vaccine Efficacy 50%,Low
121,60.0,,Total infected derivative,10%,Vaccine Efficacy 50%,Low
122,0.0,0.07219999999995252,Total infected derivative,40%,Vaccine Efficacy 50%,Low
123,1.0,0.15635000000000332,Total infected derivative,40%,Vaccine Efficacy 50%,Low
124,2.0,0.4318500000000256,Total infected derivative,40%,Vaccine Efficacy 50%,Low
125,3.0,0.8948000000000036,Total infected derivative,40%,Vaccine Efficacy 50%,Low
126,4.0,1.577149999999989,Total infected derivative,40%,Vaccine Efficacy 50%,Low
127,5.0,1.6782999999999788,Total infected derivative,40%,Vaccine Efficacy 50%,Low
128,6.0,1.248500000000007,Total infected derivative,40%,Vaccine Efficacy 50%,Low
129,7.0,2.28155000000001,Total infected derivative,40%,Vaccine Efficacy 50%,Low
130,8.0,4.59220000000002,Total infected derivative,40%,Vaccine Efficacy 50%,Low
131,9.0,6.811650000000014,Total infected derivative,40%,Vaccine Efficacy 50%,Low
132,10.0,8.901749999999993,Total infected derivative,40%,Vaccine Efficacy 50%,Low
133,11.0,10.877749999999992,Total infected derivative,40%,Vaccine Efficacy 50%,Low
134,12.0,10.228449999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
135,13.0,7.5410499999999985,Total infected derivative,40%,Vaccine Efficacy 50%,Low
136,14.0,8.5792,Total infected derivative,40%,Vaccine Efficacy 50%,Low
137,15.0,11.703450000000004,Total infected derivative,40%,Vaccine Efficacy 50%,Low
138,16.0,13.148299999999992,Total infected derivative,40%,Vaccine Efficacy 50%,Low
139,17.0,13.67035,Total infected derivative,40%,Vaccine Efficacy 50%,Low
140,18.0,13.659350000000003,Total infected derivative,40%,Vaccine Efficacy 50%,Low
141,19.0,11.748499999999993,Total infected derivative,40%,Vaccine Efficacy 50%,Low
142,20.0,8.459900000000005,Total infected derivative,40%,Vaccine Efficacy 50%,Low
143,21.0,8.160300000000007,Total infected derivative,40%,Vaccine Efficacy 50%,Low
144,22.0,9.231449999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
145,23.0,9.055099999999996,Total infected derivative,40%,Vaccine Efficacy 50%,Low
146,24.0,8.425849999999997,Total infected derivative,40%,Vaccine Efficacy 50%,Low
147,25.0,7.540099999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
148,26.0,6.066100000000006,Total infected derivative,40%,Vaccine Efficacy 50%,Low
149,27.0,4.312600000000003,Total infected derivative,40%,Vaccine Efficacy 50%,Low
150,28.0,3.6824000000000012,Total infected derivative,40%,Vaccine Efficacy 50%,Low
151,29.0,3.4689500000000066,Total infected derivative,40%,Vaccine Efficacy 50%,Low
152,30.0,3.074150000000003,Total infected derivative,40%,Vaccine Efficacy 50%,Low
153,31.0,2.789599999999993,Total infected derivative,40%,Vaccine Efficacy 50%,Low
154,32.0,2.4789499999999975,Total infected derivative,40%,Vaccine Efficacy 50%,Low
155,33.0,1.9248500000000064,Total infected derivative,40%,Vaccine Efficacy 50%,Low
156,34.0,1.332650000000001,Total infected derivative,40%,Vaccine Efficacy 50%,Low
157,35.0,1.1793499999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
158,36.0,1.1653499999999894,Total infected derivative,40%,Vaccine Efficacy 50%,Low
159,37.0,0.9228499999999968,Total infected derivative,40%,Vaccine Efficacy 50%,Low
160,38.0,0.78155000000001,Total infected derivative,40%,Vaccine Efficacy 50%,Low
161,39.0,0.6863499999999902,Total infected derivative,40%,Vaccine Efficacy 50%,Low
162,40.0,0.5390500000000031,Total infected derivative,40%,Vaccine Efficacy 50%,Low
163,41.0,0.37980000000001723,Total infected derivative,40%,Vaccine Efficacy 50%,Low
164,42.0,0.2785999999999831,Total infected derivative,40%,Vaccine Efficacy 50%,Low
165,43.0,0.23845000000000027,Total infected derivative,40%,Vaccine Efficacy 50%,Low
166,44.0,0.19240000000000634,Total infected derivative,40%,Vaccine Efficacy 50%,Low
167,45.0,0.17134999999998968,Total infected derivative,40%,Vaccine Efficacy 50%,Low
168,46.0,0.12924999999999898,Total infected derivative,40%,Vaccine Efficacy 50%,Low
169,47.0,0.08315000000000339,Total infected derivative,40%,Vaccine Efficacy 50%,Low
170,48.0,0.06010000000000559,Total infected derivative,40%,Vaccine Efficacy 50%,Low
171,49.0,0.043099999999995475,Total infected derivative,40%,Vaccine Efficacy 50%,Low
172,50.0,0.04009999999999536,Total infected derivative,40%,Vaccine Efficacy 50%,Low
173,51.0,0.027050000000002683,Total infected derivative,40%,Vaccine Efficacy 50%,Low
174,52.0,0.01099999999999568,Total infected derivative,40%,Vaccine Efficacy 50%,Low
175,53.0,0.012050000000002115,Total infected derivative,40%,Vaccine Efficacy 50%,Low
176,54.0,0.012050000000002115,Total infected derivative,40%,Vaccine Efficacy 50%,Low
177,55.0,0.006999999999990791,Total infected derivative,40%,Vaccine Efficacy 50%,Low
178,56.0,0.0040000000000048885,Total infected derivative,40%,Vaccine Efficacy 50%,Low
179,57.0,0.0030000000000143245,Total infected derivative,40%,Vaccine Efficacy 50%,Low
180,58.0,0.001999999999995339,Total infected derivative,40%,Vaccine Efficacy 50%,Low
181,59.0,0.001999999999981128,Total infected derivative,40%,Vaccine Efficacy 50%,Low
182,60.0,,Total infected derivative,40%,Vaccine Efficacy 50%,Low
183,0.0,0.056100000000014916,Total infected derivative,70%,Vaccine Efficacy 50%,Low
184,1.0,0.126199999999983,Total infected derivative,70%,Vaccine Efficacy 50%,Low
185,2.0,0.2715000000000032,Total infected derivative,70%,Vaccine Efficacy 50%,Low
186,3.0,0.5000500000000159,Total infected derivative,70%,Vaccine Efficacy 50%,Low
187,4.0,0.9449500000000057,Total infected derivative,70%,Vaccine Efficacy 50%,Low
188,5.0,1.0320499999999981,Total infected derivative,70%,Vaccine Efficacy 50%,Low
189,6.0,0.7665000000000077,Total infected derivative,70%,Vaccine Efficacy 50%,Low
190,7.0,1.45089999999999,Total infected derivative,70%,Vaccine Efficacy 50%,Low
191,8.0,2.844699999999989,Total infected derivative,70%,Vaccine Efficacy 50%,Low
192,9.0,4.1533000000000015,Total infected derivative,70%,Vaccine Efficacy 50%,Low
193,10.0,5.436849999999993,Total infected derivative,70%,Vaccine Efficacy 50%,Low
194,11.0,6.795600000000007,Total infected derivative,70%,Vaccine Efficacy 50%,Low
195,12.0,6.527050000000003,Total infected derivative,70%,Vaccine Efficacy 50%,Low
196,13.0,4.751500000000007,Total infected derivative,70%,Vaccine Efficacy 50%,Low
197,14.0,5.676349999999985,Total infected derivative,70%,Vaccine Efficacy 50%,Low
198,15.0,8.045100000000005,Total infected derivative,70%,Vaccine Efficacy 50%,Low
199,16.0,9.136300000000006,Total infected derivative,70%,Vaccine Efficacy 50%,Low
200,17.0,9.885749999999987,Total infected derivative,70%,Vaccine Efficacy 50%,Low
201,18.0,10.4409,Total infected derivative,70%,Vaccine Efficacy 50%,Low
202,19.0,9.197400000000002,Total infected derivative,70%,Vaccine Efficacy 50%,Low
203,20.0,6.638249999999999,Total infected derivative,70%,Vaccine Efficacy 50%,Low
204,21.0,6.673349999999999,Total infected derivative,70%,Vaccine Efficacy 50%,Low
205,22.0,8.131249999999994,Total infected derivative,70%,Vaccine Efficacy 50%,Low
206,23.0,8.166349999999994,Total infected derivative,70%,Vaccine Efficacy 50%,Low
207,24.0,7.599250000000012,Total infected derivative,70%,Vaccine Efficacy 50%,Low
208,25.0,7.265500000000003,Total infected derivative,70%,Vaccine Efficacy 50%,Low
209,26.0,6.089149999999989,Total infected derivative,70%,Vaccine Efficacy 50%,Low
210,27.0,4.22045,Total infected derivative,70%,Vaccine Efficacy 50%,Low
211,28.0,3.8406500000000108,Total infected derivative,70%,Vaccine Efficacy 50%,Low
212,29.0,4.138249999999999,Total infected derivative,70%,Vaccine Efficacy 50%,Low
213,30.0,3.920899999999989,Total infected derivative,70%,Vaccine Efficacy 50%,Low
214,31.0,3.5922000000000054,Total infected derivative,70%,Vaccine Efficacy 50%,Low
215,32.0,3.1893500000000046,Total infected derivative,70%,Vaccine Efficacy 50%,Low
216,33.0,2.4359000000000037,Total infected derivative,70%,Vaccine Efficacy 50%,Low
217,34.0,1.7044000000000068,Total infected derivative,70%,Vaccine Efficacy 50%,Low
218,35.0,1.5912000000000006,Total infected derivative,70%,Vaccine Efficacy 50%,Low
219,36.0,1.6212500000000034,Total infected derivative,70%,Vaccine Efficacy 50%,Low
220,37.0,1.4919500000000028,Total infected derivative,70%,Vaccine Efficacy 50%,Low
221,38.0,1.4168499999999824,Total infected derivative,70%,Vaccine Efficacy 50%,Low
222,39.0,1.3667499999999961,Total infected derivative,70%,Vaccine Efficacy 50%,Low
223,40.0,1.1282500000000084,Total infected derivative,70%,Vaccine Efficacy 50%,Low
224,41.0,0.7785499999999956,Total infected derivative,70%,Vaccine Efficacy 50%,Low
225,42.0,0.6352499999999992,Total infected derivative,70%,Vaccine Efficacy 50%,Low
226,43.0,0.6683500000000038,Total infected derivative,70%,Vaccine Efficacy 50%,Low
227,44.0,0.6263000000000005,Total infected derivative,70%,Vaccine Efficacy 50%,Low
228,45.0,0.5470499999999987,Total infected derivative,70%,Vaccine Efficacy 50%,Low
229,46.0,0.5019499999999937,Total infected derivative,70%,Vaccine Efficacy 50%,Low
230,47.0,0.4078500000000105,Total infected derivative,70%,Vaccine Efficacy 50%,Low
231,48.0,0.28360000000000696,Total infected derivative,70%,Vaccine Efficacy 50%,Low
232,49.0,0.23049999999999216,Total infected derivative,70%,Vaccine Efficacy 50%,Low
233,50.0,0.20839999999999748,Total infected derivative,70%,Vaccine Efficacy 50%,Low
234,51.0,0.17629999999999768,Total infected derivative,70%,Vaccine Efficacy 50%,Low
235,52.0,0.15330000000000155,Total infected derivative,70%,Vaccine Efficacy 50%,Low
236,53.0,0.1282499999999942,Total infected derivative,70%,Vaccine Efficacy 50%,Low
237,54.0,0.09320000000001016,Total infected derivative,70%,Vaccine Efficacy 50%,Low
238,55.0,0.05715000000000714,Total infected derivative,70%,Vaccine Efficacy 50%,Low
239,56.0,0.04404999999999859,Total infected derivative,70%,Vaccine Efficacy 50%,Low
240,57.0,0.045050000000003365,Total infected derivative,70%,Vaccine Efficacy 50%,Low
241,58.0,0.05109999999999104,Total infected derivative,70%,Vaccine Efficacy 50%,Low
242,59.0,0.06209999999998672,Total infected derivative,70%,Vaccine Efficacy 50%,Low
243,60.0,,Total infected derivative,70%,Vaccine Efficacy 50%,Low
