,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.09019999999998163,Total infected derivative,0%,Vaccine Efficacy 50%,Low
1,1.0,0.13930000000001996,Total infected derivative,0%,Vaccine Efficacy 50%,Low
2,2.0,0.26455000000001405,Total infected derivative,0%,Vaccine Efficacy 50%,Low
3,3.0,0.4598999999999762,Total infected derivative,0%,Vaccine Efficacy 50%,Low
4,4.0,0.7274500000000046,Total infected derivative,0%,Vaccine Efficacy 50%,Low
5,5.0,0.8076500000000237,Total infected derivative,0%,Vaccine Efficacy 50%,Low
6,6.0,0.6833500000000186,Total infected derivative,0%,Vaccine Efficacy 50%,Low
7,7.0,1.007000000000005,Total infected derivative,0%,Vaccine Efficacy 50%,Low
8,8.0,1.7704999999999984,Total infected derivative,0%,Vaccine Efficacy 50%,Low
9,9.0,2.596199999999982,Total infected derivative,0%,Vaccine Efficacy 50%,Low
10,10.0,3.4769999999999754,Total infected derivative,0%,Vaccine Efficacy 50%,Low
11,11.0,4.466899999999981,Total infected derivative,0%,Vaccine Efficacy 50%,Low
12,12.0,4.437900000000013,Total infected derivative,0%,Vaccine Efficacy 50%,Low
13,13.0,3.289600000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
14,14.0,3.9849499999999978,Total infected derivative,0%,Vaccine Efficacy 50%,Low
15,15.0,5.9278500000000065,Total infected derivative,0%,Vaccine Efficacy 50%,Low
16,16.0,7.383749999999992,Total infected derivative,0%,Vaccine Efficacy 50%,Low
17,17.0,8.890749999999997,Total infected derivative,0%,Vaccine Efficacy 50%,Low
18,18.0,10.290600000000012,Total infected derivative,0%,Vaccine Efficacy 50%,Low
19,19.0,9.457950000000011,Total infected derivative,0%,Vaccine Efficacy 50%,Low
20,20.0,6.944850000000002,Total infected derivative,0%,Vaccine Efficacy 50%,Low
21,21.0,7.415849999999978,Total infected derivative,0%,Vaccine Efficacy 50%,Low
22,22.0,9.914849999999973,Total infected derivative,0%,Vaccine Efficacy 50%,Low
23,23.0,11.465900000000005,Total infected derivative,0%,Vaccine Efficacy 50%,Low
24,24.0,12.274550000000005,Total infected derivative,0%,Vaccine Efficacy 50%,Low
25,25.0,12.668350000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
26,26.0,10.972949999999997,Total infected derivative,0%,Vaccine Efficacy 50%,Low
27,27.0,7.843649999999997,Total infected derivative,0%,Vaccine Efficacy 50%,Low
