,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.09019999999998163,Total infected derivative,0%,Vaccine Efficacy 50%,Low
1,1.0,0.21045000000000869,Total infected derivative,0%,Vaccine Efficacy 50%,Low
2,2.0,0.6803500000000327,Total infected derivative,0%,Vaccine Efficacy 50%,Low
3,3.0,1.439850000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
4,4.0,2.5791499999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
5,5.0,2.803649999999976,Total infected derivative,0%,Vaccine Efficacy 50%,Low
6,6.0,2.031049999999965,Total infected derivative,0%,Vaccine Efficacy 50%,Low
7,7.0,3.729450000000014,Total infected derivative,0%,Vaccine Efficacy 50%,Low
8,8.0,7.654350000000022,Total infected derivative,0%,Vaccine Efficacy 50%,Low
9,9.0,11.272549999999995,Total infected derivative,0%,Vaccine Efficacy 50%,Low
10,10.0,14.695400000000006,Total infected derivative,0%,Vaccine Efficacy 50%,Low
11,11.0,17.950850000000003,Total infected derivative,0%,Vaccine Efficacy 50%,Low
12,12.0,16.600199999999973,Total infected derivative,0%,Vaccine Efficacy 50%,Low
13,13.0,11.848700000000008,Total infected derivative,0%,Vaccine Efficacy 50%,Low
14,14.0,13.704400000000021,Total infected derivative,0%,Vaccine Efficacy 50%,Low
15,15.0,18.384799999999984,Total infected derivative,0%,Vaccine Efficacy 50%,Low
16,16.0,19.23245,Total infected derivative,0%,Vaccine Efficacy 50%,Low
17,17.0,18.6443,Total infected derivative,0%,Vaccine Efficacy 50%,Low
18,18.0,17.57719999999999,Total infected derivative,0%,Vaccine Efficacy 50%,Low
19,19.0,14.46390000000001,Total infected derivative,0%,Vaccine Efficacy 50%,Low
20,20.0,10.22945,Total infected derivative,0%,Vaccine Efficacy 50%,Low
21,21.0,9.23044999999999,Total infected derivative,0%,Vaccine Efficacy 50%,Low
22,22.0,9.413800000000009,Total infected derivative,0%,Vaccine Efficacy 50%,Low
23,23.0,8.157350000000008,Total infected derivative,0%,Vaccine Efficacy 50%,Low
24,24.0,6.682349999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
25,25.0,5.4649,Total infected derivative,0%,Vaccine Efficacy 50%,Low
26,26.0,4.222450000000009,Total infected derivative,0%,Vaccine Efficacy 50%,Low
27,27.0,2.9969999999999857,Total infected derivative,0%,Vaccine Efficacy 50%,Low
28,28.0,2.376749999999987,Total infected derivative,0%,Vaccine Efficacy 50%,Low
29,29.0,2.042100000000005,Total infected derivative,0%,Vaccine Efficacy 50%,Low
30,30.0,1.709450000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
31,31.0,1.4499000000000137,Total infected derivative,0%,Vaccine Efficacy 50%,Low
32,32.0,1.1753500000000088,Total infected derivative,0%,Vaccine Efficacy 50%,Low
33,33.0,0.8707499999999868,Total infected derivative,0%,Vaccine Efficacy 50%,Low
34,34.0,0.5941499999999849,Total infected derivative,0%,Vaccine Efficacy 50%,Low
35,35.0,0.5270500000000027,Total infected derivative,0%,Vaccine Efficacy 50%,Low
36,36.0,0.5010500000000206,Total infected derivative,0%,Vaccine Efficacy 50%,Low
37,37.0,0.3977999999999895,Total infected derivative,0%,Vaccine Efficacy 50%,Low
38,38.0,0.33364999999997735,Total infected derivative,0%,Vaccine Efficacy 50%,Low
39,39.0,0.25550000000001205,Total infected derivative,0%,Vaccine Efficacy 50%,Low
40,40.0,0.172300000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
41,41.0,0.1252499999999941,Total infected derivative,0%,Vaccine Efficacy 50%,Low
42,42.0,0.10224999999999795,Total infected derivative,0%,Vaccine Efficacy 50%,Low
43,43.0,0.09319999999999595,Total infected derivative,0%,Vaccine Efficacy 50%,Low
44,44.0,0.07015000000001237,Total infected derivative,0%,Vaccine Efficacy 50%,Low
45,45.0,0.031050000000021782,Total infected derivative,0%,Vaccine Efficacy 50%,Low
46,46.0,0.020000000000010232,Total infected derivative,0%,Vaccine Efficacy 50%,Low
47,47.0,0.021049999999974034,Total infected derivative,0%,Vaccine Efficacy 50%,Low
48,48.0,0.019049999999992906,Total infected derivative,0%,Vaccine Efficacy 50%,Low
