,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.09019999999998163,Total infected derivative,0%,Vaccine Efficacy 50%,Low
1,1.0,0.22145000000000437,Total infected derivative,0%,Vaccine Efficacy 50%,Low
2,2.0,0.6553000000000111,Total infected derivative,0%,Vaccine Efficacy 50%,Low
3,3.0,1.3617500000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
4,4.0,2.3016000000000076,Total infected derivative,0%,Vaccine Efficacy 50%,Low
5,5.0,2.521950000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
6,6.0,1.929899999999975,Total infected derivative,0%,Vaccine Efficacy 50%,Low
7,7.0,3.1704000000000008,Total infected derivative,0%,Vaccine Efficacy 50%,Low
8,8.0,6.153350000000017,Total infected derivative,0%,Vaccine Efficacy 50%,Low
9,9.0,8.914849999999973,Total infected derivative,0%,Vaccine Efficacy 50%,Low
10,10.0,11.442850000000021,Total infected derivative,0%,Vaccine Efficacy 50%,Low
11,11.0,13.773500000000013,Total infected derivative,0%,Vaccine Efficacy 50%,Low
12,12.0,12.711349999999953,Total infected derivative,0%,Vaccine Efficacy 50%,Low
13,13.0,9.213450000000023,Total infected derivative,0%,Vaccine Efficacy 50%,Low
14,14.0,10.122300000000024,Total infected derivative,0%,Vaccine Efficacy 50%,Low
15,15.0,13.437899999999985,Total infected derivative,0%,Vaccine Efficacy 50%,Low
16,16.0,14.900749999999988,Total infected derivative,0%,Vaccine Efficacy 50%,Low
17,17.0,15.372749999999996,Total infected derivative,0%,Vaccine Efficacy 50%,Low
18,18.0,15.412900000000008,Total infected derivative,0%,Vaccine Efficacy 50%,Low
19,19.0,13.071100000000001,Total infected derivative,0%,Vaccine Efficacy 50%,Low
20,20.0,9.306600000000003,Total infected derivative,0%,Vaccine Efficacy 50%,Low
21,21.0,8.804699999999997,Total infected derivative,0%,Vaccine Efficacy 50%,Low
22,22.0,10.057150000000007,Total infected derivative,0%,Vaccine Efficacy 50%,Low
23,23.0,9.973950000000002,Total infected derivative,0%,Vaccine Efficacy 50%,Low
24,24.0,9.105199999999996,Total infected derivative,0%,Vaccine Efficacy 50%,Low
25,25.0,8.16525,Total infected derivative,0%,Vaccine Efficacy 50%,Low
26,26.0,6.545999999999992,Total infected derivative,0%,Vaccine Efficacy 50%,Low
27,27.0,4.630250000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
28,28.0,4.07820000000001,Total infected derivative,0%,Vaccine Efficacy 50%,Low
29,29.0,4.212549999999993,Total infected derivative,0%,Vaccine Efficacy 50%,Low
30,30.0,3.8447500000000048,Total infected derivative,0%,Vaccine Efficacy 50%,Low
31,31.0,3.3065500000000014,Total infected derivative,0%,Vaccine Efficacy 50%,Low
32,32.0,2.9478499999999883,Total infected derivative,0%,Vaccine Efficacy 50%,Low
33,33.0,2.4148500000000013,Total infected derivative,0%,Vaccine Efficacy 50%,Low
34,34.0,1.7214000000000027,Total infected derivative,0%,Vaccine Efficacy 50%,Low
35,35.0,1.3857500000000016,Total infected derivative,0%,Vaccine Efficacy 50%,Low
36,36.0,1.3176500000000004,Total infected derivative,0%,Vaccine Efficacy 50%,Low
37,37.0,1.2214499999999902,Total infected derivative,0%,Vaccine Efficacy 50%,Low
38,38.0,1.1392999999999915,Total infected derivative,0%,Vaccine Efficacy 50%,Low
39,39.0,1.05210000000001,Total infected derivative,0%,Vaccine Efficacy 50%,Low
40,40.0,0.8347500000000139,Total infected derivative,0%,Vaccine Efficacy 50%,Low
41,41.0,0.5922000000000054,Total infected derivative,0%,Vaccine Efficacy 50%,Low
42,42.0,0.4949499999999887,Total infected derivative,0%,Vaccine Efficacy 50%,Low
43,43.0,0.5109999999999957,Total infected derivative,0%,Vaccine Efficacy 50%,Low
44,44.0,0.48995000000000744,Total infected derivative,0%,Vaccine Efficacy 50%,Low
45,45.0,0.4468999999999994,Total infected derivative,0%,Vaccine Efficacy 50%,Low
46,46.0,0.40980000000000416,Total infected derivative,0%,Vaccine Efficacy 50%,Low
47,47.0,0.31469999999998777,Total infected derivative,0%,Vaccine Efficacy 50%,Low
48,48.0,0.2124499999999898,Total infected derivative,0%,Vaccine Efficacy 50%,Low
49,49.0,0.17330000000001178,Total infected derivative,0%,Vaccine Efficacy 50%,Low
50,50.0,0.1843499999999949,Total infected derivative,0%,Vaccine Efficacy 50%,Low
51,51.0,0.2084000000000117,Total infected derivative,0%,Vaccine Efficacy 50%,Low
52,52.0,0.19435000000001423,Total infected derivative,0%,Vaccine Efficacy 50%,Low
53,53.0,0.16024999999999068,Total infected derivative,0%,Vaccine Efficacy 50%,Low
54,54.0,0.1392500000000041,Total infected derivative,0%,Vaccine Efficacy 50%,Low
55,55.0,0.10620000000000118,Total infected derivative,0%,Vaccine Efficacy 50%,Low
56,56.0,0.07819999999998117,Total infected derivative,0%,Vaccine Efficacy 50%,Low
57,57.0,0.0741999999999905,Total infected derivative,0%,Vaccine Efficacy 50%,Low
58,58.0,0.0782000000000096,Total infected derivative,0%,Vaccine Efficacy 50%,Low
59,59.0,0.08420000000000982,Total infected derivative,0%,Vaccine Efficacy 50%,Low
60,60.0,,Total infected derivative,0%,Vaccine Efficacy 50%,Low
61,0.0,0.07620000000002847,Total infected derivative,10%,Vaccine Efficacy 50%,Low
62,1.0,0.20939999999998804,Total infected derivative,10%,Vaccine Efficacy 50%,Low
63,2.0,0.5871500000000083,Total infected derivative,10%,Vaccine Efficacy 50%,Low
64,3.0,1.2425499999999943,Total infected derivative,10%,Vaccine Efficacy 50%,Low
65,4.0,2.263499999999965,Total infected derivative,10%,Vaccine Efficacy 50%,Low
66,5.0,2.4649000000000285,Total infected derivative,10%,Vaccine Efficacy 50%,Low
67,6.0,1.8076499999999953,Total infected derivative,10%,Vaccine Efficacy 50%,Low
68,7.0,2.912799999999976,Total infected derivative,10%,Vaccine Efficacy 50%,Low
69,8.0,5.63330000000002,Total infected derivative,10%,Vaccine Efficacy 50%,Low
70,9.0,8.263499999999993,Total infected derivative,10%,Vaccine Efficacy 50%,Low
71,10.0,10.866700000000009,Total infected derivative,10%,Vaccine Efficacy 50%,Low
72,11.0,13.231500000000011,Total infected derivative,10%,Vaccine Efficacy 50%,Low
73,12.0,12.23344999999999,Total infected derivative,10%,Vaccine Efficacy 50%,Low
74,13.0,8.758500000000026,Total infected derivative,10%,Vaccine Efficacy 50%,Low
75,14.0,9.788600000000002,Total infected derivative,10%,Vaccine Efficacy 50%,Low
76,15.0,13.25954999999999,Total infected derivative,10%,Vaccine Efficacy 50%,Low
77,16.0,14.723349999999982,Total infected derivative,10%,Vaccine Efficacy 50%,Low
78,17.0,15.095199999999991,Total infected derivative,10%,Vaccine Efficacy 50%,Low
79,18.0,14.960000000000022,Total infected derivative,10%,Vaccine Efficacy 50%,Low
80,19.0,12.764500000000012,Total infected derivative,10%,Vaccine Efficacy 50%,Low
81,20.0,9.120199999999997,Total infected derivative,10%,Vaccine Efficacy 50%,Low
82,21.0,8.36869999999999,Total infected derivative,10%,Vaccine Efficacy 50%,Low
83,22.0,9.24655,Total infected derivative,10%,Vaccine Efficacy 50%,Low
84,23.0,9.215549999999993,Total infected derivative,10%,Vaccine Efficacy 50%,Low
85,24.0,8.571149999999989,Total infected derivative,10%,Vaccine Efficacy 50%,Low
86,25.0,7.737399999999994,Total infected derivative,10%,Vaccine Efficacy 50%,Low
87,26.0,6.327600000000004,Total infected derivative,10%,Vaccine Efficacy 50%,Low
88,27.0,4.534050000000008,Total infected derivative,10%,Vaccine Efficacy 50%,Low
89,28.0,3.8527500000000003,Total infected derivative,10%,Vaccine Efficacy 50%,Low
90,29.0,3.8757500000000107,Total infected derivative,10%,Vaccine Efficacy 50%,Low
91,30.0,3.5721500000000077,Total infected derivative,10%,Vaccine Efficacy 50%,Low
92,31.0,3.112249999999989,Total infected derivative,10%,Vaccine Efficacy 50%,Low
93,32.0,2.7074499999999944,Total infected derivative,10%,Vaccine Efficacy 50%,Low
94,33.0,2.1813999999999965,Total infected derivative,10%,Vaccine Efficacy 50%,Low
95,34.0,1.5901500000000084,Total infected derivative,10%,Vaccine Efficacy 50%,Low
96,35.0,1.297600000000017,Total infected derivative,10%,Vaccine Efficacy 50%,Low
97,36.0,1.2344499999999954,Total infected derivative,10%,Vaccine Efficacy 50%,Low
98,37.0,1.169399999999996,Total infected derivative,10%,Vaccine Efficacy 50%,Low
99,38.0,1.0411500000000018,Total infected derivative,10%,Vaccine Efficacy 50%,Low
100,39.0,0.9038499999999914,Total infected derivative,10%,Vaccine Efficacy 50%,Low
101,40.0,0.76755,Total infected derivative,10%,Vaccine Efficacy 50%,Low
102,41.0,0.5680499999999995,Total infected derivative,10%,Vaccine Efficacy 50%,Low
103,42.0,0.45384999999998854,Total infected derivative,10%,Vaccine Efficacy 50%,Low
104,43.0,0.4348499999999973,Total infected derivative,10%,Vaccine Efficacy 50%,Low
105,44.0,0.38375000000000625,Total infected derivative,10%,Vaccine Efficacy 50%,Low
106,45.0,0.332650000000001,Total infected derivative,10%,Vaccine Efficacy 50%,Low
107,46.0,0.34175000000000466,Total infected derivative,10%,Vaccine Efficacy 50%,Low
108,47.0,0.2614499999999964,Total infected derivative,10%,Vaccine Efficacy 50%,Low
109,48.0,0.16724999999999568,Total infected derivative,10%,Vaccine Efficacy 50%,Low
110,49.0,0.1734000000000151,Total infected derivative,10%,Vaccine Efficacy 50%,Low
111,50.0,0.19044999999999845,Total infected derivative,10%,Vaccine Efficacy 50%,Low
112,51.0,0.16924999999999102,Total infected derivative,10%,Vaccine Efficacy 50%,Low
113,52.0,0.15030000000000143,Total infected derivative,10%,Vaccine Efficacy 50%,Low
114,53.0,0.1433499999999981,Total infected derivative,10%,Vaccine Efficacy 50%,Low
115,54.0,0.10314999999999941,Total infected derivative,10%,Vaccine Efficacy 50%,Low
116,55.0,0.07720000000000482,Total infected derivative,10%,Vaccine Efficacy 50%,Low
117,56.0,0.0811999999999955,Total infected derivative,10%,Vaccine Efficacy 50%,Low
118,57.0,0.08814999999999884,Total infected derivative,10%,Vaccine Efficacy 50%,Low
119,58.0,0.09020000000001005,Total infected derivative,10%,Vaccine Efficacy 50%,Low
120,59.0,0.0963000000000136,Total infected derivative,10%,Vaccine Efficacy 50%,Low
121,60.0,,Total infected derivative,10%,Vaccine Efficacy 50%,Low
122,0.0,0.07219999999995252,Total infected derivative,40%,Vaccine Efficacy 50%,Low
123,1.0,0.15635000000000332,Total infected derivative,40%,Vaccine Efficacy 50%,Low
124,2.0,0.4198000000000093,Total infected derivative,40%,Vaccine Efficacy 50%,Low
125,3.0,0.8576999999999941,Total infected derivative,40%,Vaccine Efficacy 50%,Low
126,4.0,1.507000000000005,Total infected derivative,40%,Vaccine Efficacy 50%,Low
127,5.0,1.595249999999993,Total infected derivative,40%,Vaccine Efficacy 50%,Low
128,6.0,1.173400000000015,Total infected derivative,40%,Vaccine Efficacy 50%,Low
129,7.0,2.0380499999999984,Total infected derivative,40%,Vaccine Efficacy 50%,Low
130,8.0,4.003099999999989,Total infected derivative,40%,Vaccine Efficacy 50%,Low
131,9.0,5.867800000000017,Total infected derivative,40%,Vaccine Efficacy 50%,Low
132,10.0,7.583050000000014,Total infected derivative,40%,Vaccine Efficacy 50%,Low
133,11.0,9.531949999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
134,12.0,9.021050000000002,Total infected derivative,40%,Vaccine Efficacy 50%,Low
135,13.0,6.387800000000027,Total infected derivative,40%,Vaccine Efficacy 50%,Low
136,14.0,7.236449999999991,Total infected derivative,40%,Vaccine Efficacy 50%,Low
137,15.0,9.967799999999954,Total infected derivative,40%,Vaccine Efficacy 50%,Low
138,16.0,11.16319999999999,Total infected derivative,40%,Vaccine Efficacy 50%,Low
139,17.0,11.791700000000006,Total infected derivative,40%,Vaccine Efficacy 50%,Low
140,18.0,12.07929999999999,Total infected derivative,40%,Vaccine Efficacy 50%,Low
141,19.0,10.449950000000001,Total infected derivative,40%,Vaccine Efficacy 50%,Low
142,20.0,7.703450000000004,Total infected derivative,40%,Vaccine Efficacy 50%,Low
143,21.0,7.45975,Total infected derivative,40%,Vaccine Efficacy 50%,Low
144,22.0,8.616150000000019,Total infected derivative,40%,Vaccine Efficacy 50%,Low
145,23.0,8.798649999999995,Total infected derivative,40%,Vaccine Efficacy 50%,Low
146,24.0,8.580150000000003,Total infected derivative,40%,Vaccine Efficacy 50%,Low
147,25.0,7.971050000000034,Total infected derivative,40%,Vaccine Efficacy 50%,Low
148,26.0,6.348749999999981,Total infected derivative,40%,Vaccine Efficacy 50%,Low
149,27.0,4.523949999999985,Total infected derivative,40%,Vaccine Efficacy 50%,Low
150,28.0,4.036050000000017,Total infected derivative,40%,Vaccine Efficacy 50%,Low
151,29.0,4.14725,Total infected derivative,40%,Vaccine Efficacy 50%,Low
152,30.0,3.9527999999999963,Total infected derivative,40%,Vaccine Efficacy 50%,Low
153,31.0,3.496949999999984,Total infected derivative,40%,Vaccine Efficacy 50%,Low
154,32.0,2.973150000000004,Total infected derivative,40%,Vaccine Efficacy 50%,Low
155,33.0,2.4471000000000203,Total infected derivative,40%,Vaccine Efficacy 50%,Low
156,34.0,1.8034999999999997,Total infected derivative,40%,Vaccine Efficacy 50%,Low
157,35.0,1.592100000000002,Total infected derivative,40%,Vaccine Efficacy 50%,Low
158,36.0,1.5380499999999842,Total infected derivative,40%,Vaccine Efficacy 50%,Low
159,37.0,1.3636999999999944,Total infected derivative,40%,Vaccine Efficacy 50%,Low
160,38.0,1.2916500000000042,Total infected derivative,40%,Vaccine Efficacy 50%,Low
161,39.0,1.1803500000000042,Total infected derivative,40%,Vaccine Efficacy 50%,Low
162,40.0,0.9609999999999985,Total infected derivative,40%,Vaccine Efficacy 50%,Low
163,41.0,0.6954999999999956,Total infected derivative,40%,Vaccine Efficacy 50%,Low
164,42.0,0.6111500000000092,Total infected derivative,40%,Vaccine Efficacy 50%,Low
165,43.0,0.6161499999999904,Total infected derivative,40%,Vaccine Efficacy 50%,Low
166,44.0,0.6082499999999982,Total infected derivative,40%,Vaccine Efficacy 50%,Low
167,45.0,0.5762000000000143,Total infected derivative,40%,Vaccine Efficacy 50%,Low
168,46.0,0.5400000000000063,Total infected derivative,40%,Vaccine Efficacy 50%,Low
169,47.0,0.43479999999999563,Total infected derivative,40%,Vaccine Efficacy 50%,Low
170,48.0,0.2814999999999941,Total infected derivative,40%,Vaccine Efficacy 50%,Low
171,49.0,0.2625499999999903,Total infected derivative,40%,Vaccine Efficacy 50%,Low
172,50.0,0.26959999999999695,Total infected derivative,40%,Vaccine Efficacy 50%,Low
173,51.0,0.24960000000001514,Total infected derivative,40%,Vaccine Efficacy 50%,Low
174,52.0,0.2195000000000107,Total infected derivative,40%,Vaccine Efficacy 50%,Low
175,53.0,0.20834999999999582,Total infected derivative,40%,Vaccine Efficacy 50%,Low
176,54.0,0.181350000000009,Total infected derivative,40%,Vaccine Efficacy 50%,Low
177,55.0,0.11424999999999841,Total infected derivative,40%,Vaccine Efficacy 50%,Low
178,56.0,0.09619999999998186,Total infected derivative,40%,Vaccine Efficacy 50%,Low
179,57.0,0.11820000000000164,Total infected derivative,40%,Vaccine Efficacy 50%,Low
180,58.0,0.11724999999999852,Total infected derivative,40%,Vaccine Efficacy 50%,Low
181,59.0,0.1022999999999854,Total infected derivative,40%,Vaccine Efficacy 50%,Low
182,60.0,,Total infected derivative,40%,Vaccine Efficacy 50%,Low
183,0.0,0.056100000000014916,Total infected derivative,70%,Vaccine Efficacy 50%,Low
184,1.0,0.12624999999999886,Total infected derivative,70%,Vaccine Efficacy 50%,Low
185,2.0,0.26454999999998563,Total infected derivative,70%,Vaccine Efficacy 50%,Low
186,3.0,0.48390000000000555,Total infected derivative,70%,Vaccine Efficacy 50%,Low
187,4.0,0.903850000000034,Total infected derivative,70%,Vaccine Efficacy 50%,Low
188,5.0,0.9920999999999935,Total infected derivative,70%,Vaccine Efficacy 50%,Low
189,6.0,0.7534499999999866,Total infected derivative,70%,Vaccine Efficacy 50%,Low
190,7.0,1.3907000000000096,Total infected derivative,70%,Vaccine Efficacy 50%,Low
191,8.0,2.7184499999999616,Total infected derivative,70%,Vaccine Efficacy 50%,Low
192,9.0,3.855799999999988,Total infected derivative,70%,Vaccine Efficacy 50%,Low
193,10.0,4.965900000000005,Total infected derivative,70%,Vaccine Efficacy 50%,Low
194,11.0,6.112200000000001,Total infected derivative,70%,Vaccine Efficacy 50%,Low
195,12.0,5.763600000000054,Total infected derivative,70%,Vaccine Efficacy 50%,Low
196,13.0,4.187400000000039,Total infected derivative,70%,Vaccine Efficacy 50%,Low
197,14.0,4.7603999999999616,Total infected derivative,70%,Vaccine Efficacy 50%,Low
198,15.0,6.717349999999982,Total infected derivative,70%,Vaccine Efficacy 50%,Low
199,16.0,7.781599999999997,Total infected derivative,70%,Vaccine Efficacy 50%,Low
200,17.0,8.487049999999982,Total infected derivative,70%,Vaccine Efficacy 50%,Low
201,18.0,9.137400000000014,Total infected derivative,70%,Vaccine Efficacy 50%,Low
202,19.0,8.030050000000003,Total infected derivative,70%,Vaccine Efficacy 50%,Low
203,20.0,5.75245000000001,Total infected derivative,70%,Vaccine Efficacy 50%,Low
204,21.0,5.858699999999985,Total infected derivative,70%,Vaccine Efficacy 50%,Low
205,22.0,7.1532499999999715,Total infected derivative,70%,Vaccine Efficacy 50%,Low
206,23.0,7.457900000000009,Total infected derivative,70%,Vaccine Efficacy 50%,Low
207,24.0,7.351750000000024,Total infected derivative,70%,Vaccine Efficacy 50%,Low
208,25.0,7.20035,Total infected derivative,70%,Vaccine Efficacy 50%,Low
209,26.0,6.051050000000004,Total infected derivative,70%,Vaccine Efficacy 50%,Low
210,27.0,4.299650000000014,Total infected derivative,70%,Vaccine Efficacy 50%,Low
211,28.0,3.979849999999985,Total infected derivative,70%,Vaccine Efficacy 50%,Low
212,29.0,4.434849999999983,Total infected derivative,70%,Vaccine Efficacy 50%,Low
213,30.0,4.376900000000006,Total infected derivative,70%,Vaccine Efficacy 50%,Low
214,31.0,4.053150000000002,Total infected derivative,70%,Vaccine Efficacy 50%,Low
215,32.0,3.7013999999999925,Total infected derivative,70%,Vaccine Efficacy 50%,Low
216,33.0,3.0180000000000007,Total infected derivative,70%,Vaccine Efficacy 50%,Low
217,34.0,2.2024000000000115,Total infected derivative,70%,Vaccine Efficacy 50%,Low
218,35.0,1.9719499999999925,Total infected derivative,70%,Vaccine Efficacy 50%,Low
219,36.0,2.0951999999999913,Total infected derivative,70%,Vaccine Efficacy 50%,Low
220,37.0,2.0120000000000005,Total infected derivative,70%,Vaccine Efficacy 50%,Low
221,38.0,1.8206500000000005,Total infected derivative,70%,Vaccine Efficacy 50%,Low
222,39.0,1.661350000000013,Total infected derivative,70%,Vaccine Efficacy 50%,Low
223,40.0,1.3797999999999888,Total infected derivative,70%,Vaccine Efficacy 50%,Low
224,41.0,1.0089499999999987,Total infected derivative,70%,Vaccine Efficacy 50%,Low
225,42.0,0.8867500000000064,Total infected derivative,70%,Vaccine Efficacy 50%,Low
226,43.0,0.9099000000000075,Total infected derivative,70%,Vaccine Efficacy 50%,Low
227,44.0,0.8696999999999946,Total infected derivative,70%,Vaccine Efficacy 50%,Low
228,45.0,0.7785499999999956,Total infected derivative,70%,Vaccine Efficacy 50%,Low
229,46.0,0.6984000000000066,Total infected derivative,70%,Vaccine Efficacy 50%,Low
230,47.0,0.6003000000000043,Total infected derivative,70%,Vaccine Efficacy 50%,Low
231,48.0,0.41885000000000616,Total infected derivative,70%,Vaccine Efficacy 50%,Low
232,49.0,0.35960000000000036,Total infected derivative,70%,Vaccine Efficacy 50%,Low
233,50.0,0.3597000000000037,Total infected derivative,70%,Vaccine Efficacy 50%,Low
234,51.0,0.3456999999999937,Total infected derivative,70%,Vaccine Efficacy 50%,Low
235,52.0,0.3376999999999981,Total infected derivative,70%,Vaccine Efficacy 50%,Low
236,53.0,0.28759999999999764,Total infected derivative,70%,Vaccine Efficacy 50%,Low
237,54.0,0.2374500000000097,Total infected derivative,70%,Vaccine Efficacy 50%,Low
238,55.0,0.17635000000001355,Total infected derivative,70%,Vaccine Efficacy 50%,Low
239,56.0,0.15629999999998745,Total infected derivative,70%,Vaccine Efficacy 50%,Low
240,57.0,0.17134999999998968,Total infected derivative,70%,Vaccine Efficacy 50%,Low
241,58.0,0.1793999999999869,Total infected derivative,70%,Vaccine Efficacy 50%,Low
242,59.0,0.19439999999997326,Total infected derivative,70%,Vaccine Efficacy 50%,Low
243,60.0,,Total infected derivative,70%,Vaccine Efficacy 50%,Low
