,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.8455,0.5851,0.9764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0661,0.0000,-0.0035,0.0000,0.0000,0.6562,-0.0035,0.0000,0.0000,-0.0035,0.0000,-0.0035,1.0000
2,2,236.8924,1.0396,0.8798,0.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,0.0000,-0.0031,-0.0046,0.0000,1.3461,0.0011,0.0000,0.0000,0.0011,0.0000,0.0011,0.7893
3,3,235.5328,1.3797,0.9192,0.2206,0.0000,0.0000,0.0000,0.0000,-0.0803,-0.0094,-0.0047,0.0000,0.2904,-0.0083,0.0145,-0.0034,0.0000,2.0653,0.0168,0.0000,-0.0047,0.0168,0.0000,0.0204,0.7360
4,4,234.1855,1.8533,1.2112,0.3134,0.0000,0.0000,0.0000,0.0000,-0.0803,-0.0047,-0.0094,0.0000,0.4504,0.0065,0.0384,-0.0015,0.0000,2.7083,0.0277,0.0000,-0.0047,0.0277,0.0000,0.0315,0.7622
5,5,230.3008,1.5370,0.9689,0.4044,1.7157,0.2162,0.3497,0.0327,-0.0564,-0.0066,-0.0234,-0.0067,0.6661,0.0227,0.0853,0.0100,28.0484,3.4667,0.0432,0.1322,-0.0037,0.0432,0.0000,0.2014,0.7459
6,6,230.0303,1.0501,1.2023,0.5023,1.7157,0.1560,0.3570,0.0702,0.0453,0.0032,0.0004,-0.0037,0.7105,0.0278,0.0737,0.0423,28.0484,4.1706,0.0472,0.1322,0.0036,0.0472,0.0000,0.2200,0.7852
7,7,229.6687,0.7233,1.2417,0.6273,1.7157,0.0875,0.3829,0.1280,0.1273,0.0080,0.0310,0.0080,0.8853,0.0268,0.1224,0.0676,28.0484,4.8955,0.0596,0.1322,0.0099,0.0596,0.0000,0.2437,0.8020
8,8,228.7445,1.1696,1.2117,0.7786,1.7157,0.0600,0.3703,0.1708,0.1569,0.0107,0.0375,0.0204,0.9932,0.0158,0.1553,0.0947,28.0484,5.5240,0.0679,0.1322,0.0133,0.0679,0.0000,0.2580,0.8186
9,9,227.8862,1.5339,1.2460,0.9512,1.7157,0.0223,0.3219,0.2389,0.1898,0.0100,0.0562,0.0390,1.0270,0.0047,0.1668,0.1274,28.0484,6.2098,0.0722,0.1322,0.0168,0.0722,0.0000,0.2676,0.8233
10,10,226.7384,1.7817,1.4393,1.1106,1.7157,0.0160,0.2850,0.2855,0.2342,0.0102,0.0712,0.0490,1.1815,0.0205,0.2025,0.1780,28.0484,6.8930,0.0849,0.1322,0.0204,0.0849,0.0000,0.2855,0.8574
11,11,225.4704,2.0940,1.7045,1.2276,1.7157,0.0082,0.2561,0.3266,0.3015,0.0112,0.1072,0.0844,1.2681,0.0296,0.1937,0.2318,28.0484,7.6203,0.0915,0.1322,0.0278,0.0915,0.0000,0.3034,0.9496
