,trace,day,type
0,0,5,School screening
1,1,5,School screening
2,2,15,External screening
3,3,14,External screening
4,4,12,School screening
5,5,5,External screening
6,6,5,School screening
7,7,5,School screening
8,8,11,External screening
9,9,5,School screening
10,10,5,School screening
11,11,12,School screening
12,12,0,-
13,13,5,School screening
14,14,5,School screening
15,15,19,School screening
16,16,2,External screening
17,17,12,School screening
18,18,19,School screening
19,19,21,External screening
20,20,0,-
21,21,19,School screening
22,22,2,External screening
23,23,3,External screening
24,24,26,School screening
25,25,12,School screening
26,26,12,School screening
27,27,5,School screening
28,28,0,-
29,29,5,School screening
30,30,5,School screening
31,31,1,External screening
32,32,1,External screening
33,33,5,School screening
34,34,5,School screening
35,35,0,-
36,36,5,School screening
37,37,0,-
38,38,12,School screening
39,39,5,School screening
40,40,5,School screening
41,41,5,External screening
42,42,12,School screening
43,43,12,School screening
44,44,5,School screening
45,45,9,External screening
46,46,19,School screening
47,47,5,School screening
48,48,0,-
49,49,8,External screening
50,50,11,External screening
51,51,0,-
52,52,19,School screening
53,53,5,School screening
54,54,5,School screening
55,55,5,School screening
56,56,19,School screening
57,57,5,School screening
58,58,5,School screening
59,59,1,External screening
60,60,13,External screening
61,61,10,External screening
62,62,10,External screening
63,63,3,External screening
64,64,5,School screening
65,65,5,School screening
66,66,1,External screening
67,67,3,External screening
68,68,5,School screening
69,69,5,School screening
70,70,12,School screening
71,71,0,-
72,72,5,School screening
73,73,5,School screening
74,74,6,External screening
75,75,5,School screening
76,76,5,School screening
77,77,12,School screening
78,78,12,School screening
79,79,5,School screening
80,80,19,School screening
81,81,12,School screening
82,82,5,School screening
83,83,4,External screening
84,84,5,School screening
85,85,0,-
86,86,5,School screening
87,87,12,School screening
88,88,0,-
89,89,5,School screening
90,90,10,External screening
91,91,12,School screening
92,92,11,External screening
93,93,5,School screening
94,94,0,-
95,95,5,School screening
96,96,3,External screening
97,97,5,School screening
98,98,5,School screening
99,99,5,School screening
100,100,5,School screening
101,101,9,External screening
102,102,5,School screening
103,103,0,-
104,104,5,School screening
105,105,12,School screening
106,106,5,School screening
107,107,10,External screening
108,108,12,School screening
109,109,12,School screening
110,110,12,School screening
111,111,12,School screening
112,112,8,External screening
113,113,12,School screening
114,114,5,School screening
115,115,33,School screening
116,116,5,School screening
117,117,2,External screening
118,118,5,School screening
119,119,0,-
120,120,5,School screening
121,121,2,External screening
122,122,5,School screening
123,123,19,School screening
124,124,19,School screening
125,125,12,School screening
126,126,26,School screening
127,127,5,School screening
128,128,5,School screening
129,129,12,School screening
130,130,5,School screening
131,131,12,School screening
132,132,1,External screening
133,133,12,School screening
134,134,5,School screening
135,135,12,School screening
136,136,5,School screening
137,137,5,School screening
138,138,19,School screening
139,139,5,School screening
140,140,5,School screening
141,141,5,School screening
142,142,5,External screening
143,143,5,School screening
144,144,5,School screening
145,145,5,School screening
146,146,0,-
147,147,12,School screening
148,148,5,School screening
149,149,7,External screening
150,150,12,School screening
151,151,5,School screening
152,152,9,External screening
153,153,12,School screening
154,154,2,External screening
155,155,12,School screening
156,156,5,School screening
157,157,4,External screening
158,158,5,School screening
159,159,5,School screening
160,160,5,School screening
161,161,0,-
162,162,5,School screening
163,163,0,-
164,164,5,School screening
165,165,12,School screening
166,166,3,External screening
167,167,5,School screening
168,168,21,External screening
169,169,12,School screening
170,170,0,-
171,171,5,School screening
172,172,5,School screening
173,173,5,School screening
174,174,11,External screening
175,175,0,-
176,176,12,School screening
177,177,0,-
178,178,12,School screening
179,179,5,School screening
180,180,5,School screening
181,181,0,-
182,182,12,School screening
183,183,5,School screening
184,184,5,School screening
185,185,5,School screening
186,186,5,School screening
187,187,12,School screening
188,188,1,External screening
189,189,5,School screening
190,190,12,School screening
191,191,0,-
192,192,12,School screening
193,193,12,School screening
194,194,12,School screening
195,195,26,School screening
196,196,5,School screening
197,197,12,School screening
198,198,5,School screening
199,199,12,School screening
