,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1049,0.8700,0.9930,0.0000,0.0000,0.0000,0.0000,0.0000,0.2806,0.0000,0.0148,0.0000,0.8793,0.0000,0.0463,0.0000,0.0000,0.8675,0.0463,0.0000,0.0148,0.0463,0.0000,0.0533,1.0000
2,2,236.8837,1.5551,1.1612,0.1592,0.0000,0.0000,0.0000,0.0000,0.5886,0.0000,0.0436,0.0000,1.2526,0.0000,0.0730,0.0233,0.0000,1.5754,0.0668,0.0000,0.0315,0.0668,0.0000,0.0862,0.9384
3,3,235.5735,2.1174,1.4258,0.3635,0.0000,0.0000,0.0000,0.0000,0.9535,0.0507,0.0788,0.0142,1.4847,0.0287,0.0700,0.0433,0.0000,2.4581,0.0798,0.0000,0.0534,0.0798,0.0000,0.1173,0.8855
4,4,234.3336,2.7764,1.7924,0.5481,0.0000,0.0000,0.0000,0.0000,0.9535,0.0148,0.0954,0.0315,1.6194,0.0713,0.1685,0.0700,0.0000,3.1531,0.0925,0.0000,0.0534,0.0925,0.0000,0.1294,0.8824
5,5,228.2496,1.5745,0.9098,0.5227,6.9211,1.0627,1.5376,0.3505,1.0500,0.0235,0.1170,0.0391,1.8166,0.0796,0.2106,0.0792,59.6806,3.9067,0.1050,0.6504,0.0602,0.1050,0.0000,0.5915,0.9565
6,6,228.1845,1.0731,1.2819,0.6154,6.9211,0.7350,1.6593,0.5585,1.0500,0.0148,0.1284,0.0391,1.8881,0.0852,0.2438,0.0854,59.6806,4.5882,0.1107,0.6504,0.0602,0.1107,0.0000,0.5965,1.0339
7,7,228.0350,0.7751,1.4528,0.7316,6.9211,0.5052,1.6299,0.8112,1.0500,0.0148,0.1139,0.0534,2.1033,0.0631,0.2669,0.1122,59.6806,5.1819,0.1230,0.6504,0.0602,0.1230,0.0000,0.6078,1.0688
8,8,227.1235,1.4483,1.4275,0.9299,6.9211,0.3762,1.5441,1.0363,1.1311,0.0237,0.1187,0.1050,2.1744,0.0304,0.2930,0.1534,59.6806,5.8330,0.1286,0.6504,0.0668,0.1286,0.0000,0.6178,1.0519
9,9,226.1782,1.9444,1.5189,1.0731,6.9211,0.2432,1.4419,1.2594,1.1581,0.0567,0.1988,0.1354,2.2640,0.0830,0.3401,0.2511,59.6806,6.5339,0.1406,0.6504,0.0734,0.1406,0.0000,0.6326,1.0399
10,10,225.1683,2.1638,1.7491,1.2049,6.9211,0.1554,1.3267,1.4566,1.2540,0.0658,0.2033,0.1515,2.5332,0.1493,0.4517,0.4243,59.6806,7.2176,0.1701,0.6504,0.0799,0.1701,0.0000,0.6648,1.0792
11,11,224.3421,2.2850,1.9497,1.3691,6.9211,0.1377,1.2005,1.6019,1.2695,0.0743,0.3192,0.1796,2.8104,0.1412,0.5643,0.5275,59.6806,7.9224,0.1932,0.6504,0.0862,0.1932,0.0000,0.6906,1.1125
12,12,220.9288,1.0639,0.7419,0.7552,10.2592,1.0462,2.5252,2.5179,1.4154,0.0809,0.3731,0.2288,2.9450,0.1469,0.5311,0.6562,116.7467,8.7050,0.2046,1.1190,0.0988,0.2046,0.0000,1.0257,1.1711
13,13,220.8362,0.7913,0.8127,0.8485,10.2592,0.7711,2.5178,2.7821,1.4802,0.0464,0.4219,0.2624,3.0049,0.0761,0.5924,0.7338,116.7467,9.3937,0.2103,1.1190,0.1051,0.2103,0.0000,1.0369,1.1498
14,14,220.6815,0.4572,1.0374,0.9142,10.2592,0.5598,2.4608,3.0410,1.4802,0.0317,0.3390,0.3574,3.1872,0.0506,0.6064,0.7818,116.7467,10.0856,0.2215,1.1190,0.1051,0.2215,0.0000,1.0470,1.1791
15,15,220.9629,0.7494,1.0512,1.0019,10.2592,0.4433,2.3130,3.2928,1.3533,0.0147,0.3168,0.3921,2.6521,0.0508,0.5652,0.8942,116.7467,10.7188,0.2272,1.1190,0.1051,0.2272,0.0000,1.0242,1.1861
16,16,221.0430,0.9508,1.0473,1.1867,10.2592,0.2905,2.1798,3.5730,1.1046,0.0000,0.2900,0.4143,2.5271,0.0599,0.5151,0.9684,116.7467,11.4460,0.2401,1.1190,0.1051,0.2401,0.0000,1.0124,1.1598
17,17,221.1400,1.1356,1.1233,1.3951,10.2592,0.1928,2.0011,3.8438,0.7422,0.0000,0.2408,0.4191,2.4254,0.0366,0.4822,0.9958,116.7467,12.1186,0.2457,1.1190,0.1051,0.2457,0.0000,0.9949,1.1369
18,18,220.9083,1.2463,1.3123,1.5662,10.2592,0.1336,1.7117,4.1845,0.7422,0.0000,0.2165,0.4450,2.3387,0.0474,0.4453,1.0010,116.7467,12.7403,0.2512,1.1190,0.1051,0.2512,0.0000,0.9912,1.1299
19,19,225.5262,0.6914,0.4741,3.7661,6.0082,0.5592,1.9897,3.0163,0.6354,0.0000,0.1986,0.4369,2.2602,0.1097,0.5083,1.0324,174.5555,13.4320,0.2655,1.3984,0.1051,0.2655,0.0000,0.7628,0.9042
20,20,225.5915,0.5048,0.6268,3.8267,6.0082,0.4360,1.9167,3.2028,0.6354,0.0000,0.1869,0.4455,2.1883,0.0662,0.4078,1.1109,174.5555,14.2311,0.2655,1.3984,0.1051,0.2655,0.0000,0.7578,0.9184
21,21,225.7089,0.3780,0.5900,3.8335,6.0082,0.3352,1.7363,3.4763,0.6354,0.0000,0.1572,0.4736,2.0248,0.0573,0.4329,1.2540,174.5555,14.9345,0.2765,1.3984,0.1051,0.2765,0.0000,0.7570,0.8779
22,22,225.5957,0.5734,0.5367,3.9348,6.0082,0.2373,1.5735,3.7218,0.5421,0.0000,0.1459,0.4371,2.0779,0.0910,0.4422,1.3493,174.5555,15.5496,0.2904,1.3984,0.1051,0.2904,0.0000,0.7600,0.8440
23,23,225.4546,0.6713,0.5140,4.1957,6.0082,0.1771,1.4254,3.9236,0.5724,0.0442,0.1540,0.3865,2.0190,0.0910,0.3979,1.3391,174.5555,16.3269,0.2959,1.3984,0.1113,0.2959,0.0000,0.7544,0.8044
24,24,225.5880,0.7580,0.6117,4.5745,6.0082,0.1234,1.3271,4.0693,0.4544,0.0147,0.1616,0.3705,1.6916,0.0798,0.3084,1.1216,174.5555,16.9311,0.2959,1.3984,0.1113,0.2959,0.0000,0.7210,0.7805
25,25,225.6344,0.8231,0.7004,4.9301,6.0082,0.1030,1.2029,4.2159,0.4377,0.0147,0.1089,0.2773,1.3764,0.0507,0.2555,0.9453,174.5555,17.5401,0.2959,1.3984,0.1113,0.2959,0.0000,0.6915,0.7305
26,26,227.9713,0.3238,0.2826,7.8423,3.3570,0.4560,1.1886,1.9452,0.2385,0.0147,0.0884,0.1611,1.2567,0.0912,0.2764,0.9032,233.4486,18.3461,0.3041,1.5099,0.1113,0.3041,0.0000,0.4465,0.4618
27,27,228.0622,0.2179,0.3397,7.9814,3.3570,0.3483,1.1697,2.0695,0.1327,0.0147,0.0737,0.0737,1.1899,0.0571,0.2544,0.9006,233.4486,18.9914,0.3041,1.5099,0.1113,0.3041,0.0000,0.4351,0.4584
28,28,228.2000,0.1747,0.3439,8.0596,3.3570,0.2731,1.1162,2.1990,0.1327,0.0000,0.0884,0.0737,0.9764,0.0294,0.2302,0.8965,233.4486,19.7825,0.3041,1.5099,0.1113,0.3041,0.0000,0.4239,0.4533
29,29,228.1363,0.2988,0.3692,8.1727,3.3570,0.1893,1.1078,2.2867,0.1327,0.0000,0.0737,0.0884,0.9425,0.0294,0.1809,0.8496,233.4486,20.4852,0.3041,1.5099,0.1113,0.3041,0.0000,0.4168,0.4308
30,30,228.1770,0.3228,0.4041,8.2822,3.3570,0.1515,0.9977,2.4300,0.1327,0.0000,0.0737,0.0884,0.7233,0.0147,0.1708,0.8165,233.4486,21.1542,0.3041,1.5099,0.1113,0.3041,0.0000,0.4044,0.4265
31,31,228.1855,0.4244,0.4535,8.3189,3.3570,0.1109,0.9544,2.5061,0.1327,0.0000,0.0590,0.1032,0.5720,0.0000,0.1597,0.8362,233.4486,21.9527,0.3041,1.5099,0.1113,0.3041,0.0000,0.3992,0.4408
32,32,228.1164,0.5778,0.4796,8.4157,3.3570,0.0726,0.8585,2.6349,0.1327,0.0000,0.0442,0.1179,0.5201,0.0000,0.1212,0.7938,233.4486,22.5737,0.3041,1.5099,0.1113,0.3041,0.0000,0.3929,0.4545
33,33,229.1203,0.3001,0.1472,10.1329,2.1068,0.3312,0.8614,1.3972,0.1327,0.0000,0.0295,0.1327,0.3691,0.0000,0.0663,0.6683,292.8984,23.3131,0.3041,1.6658,0.1113,0.3041,0.0000,0.2721,0.3044
34,34,229.1203,0.2340,0.1942,10.1438,2.1068,0.2323,0.8316,1.5112,0.1327,0.0000,0.0295,0.1327,0.3691,0.0000,0.0663,0.6683,292.8984,24.1079,0.3041,1.6658,0.1113,0.3041,0.0000,0.2721,0.3180
35,35,229.1405,0.1271,0.1718,10.3026,2.1068,0.1757,0.7649,1.6378,0.2022,0.0442,0.1159,0.1448,0.3046,0.0000,0.0506,0.4588,292.8984,24.8598,0.3041,1.6658,0.1174,0.3041,0.0000,0.2679,0.3146
