,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.8492,0.8643,0.9849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2864,0.0000,0.0151,0.0000,0.0000,0.7236,0.0151,0.0000,0.0000,0.0151,0.0000,0.0151,1.0000
2,2.0000,236.8995,1.3719,1.1156,0.1106,0.0000,0.0000,0.0000,0.0000,0.0905,0.0050,0.0050,0.0000,0.3769,0.0050,0.0201,0.0000,0.0000,1.4724,0.0201,0.0000,0.0050,0.0201,0.0000,0.0251,0.9347
3,3.0000,235.7688,1.9095,1.2513,0.2663,0.0000,0.0000,0.0000,0.0000,0.1508,0.0251,0.0251,0.0000,0.5678,0.0050,0.0251,0.0050,0.0000,2.2462,0.0302,0.0000,0.0101,0.0302,0.0000,0.0402,0.8643
4,4.0000,225.8794,0.7136,0.3719,0.2714,9.3719,0.8794,1.2412,0.1658,0.1508,0.0151,0.0352,0.0000,0.8191,0.0151,0.0503,0.0201,119.4472,3.0553,0.0452,0.8291,0.0101,0.0452,0.0000,0.6382,0.8894
5,5.0000,225.5075,0.8291,0.4975,0.3015,9.3719,0.6482,1.2864,0.3518,0.1508,0.0151,0.0302,0.0050,0.9045,0.0151,0.0603,0.0251,119.4472,3.8090,0.0503,0.8291,0.0101,0.0503,0.0000,0.6432,0.9095
6,6.0000,225.3668,0.6080,0.5980,0.3618,9.3719,0.4774,1.2864,0.5226,0.2060,0.0201,0.0603,0.0151,0.9899,0.0151,0.0704,0.0302,119.4472,4.5427,0.0553,0.8291,0.0151,0.0553,0.0000,0.6533,0.8844
7,7.0000,225.2161,0.4422,0.6482,0.4271,9.3719,0.3367,1.2563,0.6935,0.2060,0.0101,0.0603,0.0251,1.1407,0.0151,0.0955,0.0553,119.4472,5.1457,0.0653,0.8291,0.0151,0.0653,0.0000,0.6633,0.9246
8,8.0000,224.5879,0.7588,0.6533,0.5327,9.3719,0.2714,1.1859,0.8291,0.2060,0.0101,0.0553,0.0302,1.3166,0.0201,0.1055,0.0653,119.4472,5.8090,0.0754,0.8291,0.0151,0.0754,0.0000,0.6734,0.9347
9,9.0000,223.9950,1.0905,0.6884,0.6583,9.3719,0.1658,1.1156,1.0050,0.2613,0.0251,0.0754,0.0402,1.3166,0.0101,0.1106,0.0704,119.4472,6.5276,0.0754,0.8291,0.0201,0.0754,0.0000,0.6784,0.9095
10,10.0000,223.3769,1.1809,0.9296,0.7437,9.3719,0.1407,0.9447,1.2010,0.3266,0.0251,0.0955,0.0553,1.3719,0.0201,0.1156,0.1005,119.4472,7.2814,0.0804,0.8291,0.0251,0.0804,0.0000,0.6884,0.9196
11,11.0000,219.5226,0.2462,0.0905,0.2412,13.1407,0.7538,2.0050,1.8894,0.3266,0.0201,0.0955,0.0603,1.3719,0.0101,0.1055,0.1206,232.5628,7.9950,0.0804,1.4523,0.0251,0.0804,0.0000,0.9950,0.9246
12,12.0000,219.4523,0.2663,0.1206,0.2613,13.1407,0.5377,1.9447,2.1658,0.3266,0.0101,0.0854,0.0804,1.3719,0.0101,0.0955,0.1307,232.5628,8.6131,0.0804,1.4523,0.0251,0.0804,0.0000,0.9950,0.8945
13,13.0000,219.4523,0.1859,0.1960,0.2663,13.1407,0.3668,1.8593,2.4221,0.3266,0.0101,0.0704,0.0955,1.3719,0.0050,0.0955,0.1357,232.5628,9.2362,0.0804,1.4523,0.0251,0.0804,0.0000,0.9950,0.9196
14,14.0000,219.4523,0.1307,0.2161,0.3015,13.1407,0.2362,1.7387,2.6734,0.3266,0.0000,0.0704,0.1055,1.3719,0.0050,0.0905,0.1407,232.5628,9.9749,0.0804,1.4523,0.0251,0.0804,0.0000,0.9950,0.8945
15,15.0000,219.5930,0.2362,0.2261,0.3467,13.1407,0.1709,1.6080,2.8693,0.3266,0.0000,0.0603,0.1156,1.0854,0.0000,0.0905,0.1307,232.5628,10.6985,0.0804,1.4523,0.0251,0.0804,0.0000,0.9799,0.8643
16,16.0000,219.5327,0.3417,0.2513,0.3769,13.1407,0.1357,1.4322,3.0804,0.2362,0.0000,0.0603,0.1055,1.0704,0.0000,0.0955,0.1407,232.5628,11.3970,0.0854,1.4523,0.0251,0.0854,0.0000,0.9749,0.8291
17,17.0000,219.4171,0.4472,0.2965,0.4422,13.1407,0.0854,1.3116,3.2513,0.2563,0.0050,0.0503,0.0905,0.9749,0.0000,0.0754,0.1558,232.5628,11.9447,0.0905,1.4523,0.0302,0.0905,0.0000,0.9698,0.7739
