,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.5968,0.6641,0.9683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0303,0.0000,-0.0016,0.0000,0.0000,0.5954,-0.0016,0.0000,0.0000,-0.0016,0.0000,-0.0016,1.0000
2,2,236.4980,1.1003,0.9456,0.1155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1456,0.0000,0.0040,-0.0036,0.0000,1.2231,0.0078,0.0000,0.0000,0.0078,0.0000,0.0078,0.8006
3,3,235.3812,1.6950,1.0942,0.2156,0.0000,0.0000,0.0000,0.0000,-0.0893,0.0000,-0.0047,0.0000,0.1456,0.0000,-0.0017,0.0014,0.0000,1.8234,0.0078,0.0000,-0.0047,0.0078,0.0000,0.0110,0.7699
4,4,227.9515,1.1455,0.5886,0.2838,4.9210,0.3671,0.6244,0.0365,-0.0893,0.0000,0.0000,-0.0047,0.2512,-0.0098,0.0000,0.0042,59.6368,2.5017,0.0144,0.3441,-0.0047,0.0144,0.0000,0.3477,0.7709
5,5,227.1104,1.2702,0.8424,0.3804,4.9210,0.2470,0.6475,0.1310,0.0130,-0.0095,-0.0051,-0.0037,0.2512,-0.0060,-0.0073,0.0072,59.6368,3.1736,0.0144,0.3441,0.0008,0.0144,0.0000,0.3625,0.7974
6,6,227.1104,0.9299,0.9951,0.5474,4.9210,0.1790,0.6319,0.2139,0.0130,-0.0047,-0.0069,-0.0036,0.2512,-0.0060,-0.0014,0.0051,59.6368,3.8067,0.0144,0.3441,0.0008,0.0144,0.0000,0.3625,0.8217
7,7,227.0568,0.6336,1.1415,0.6433,4.9210,0.1261,0.6013,0.2960,0.0501,-0.0107,-0.0081,-0.0004,0.2512,-0.0044,-0.0073,0.0051,59.6368,4.4487,0.0144,0.3441,0.0036,0.0144,0.0000,0.3674,0.8269
8,8,226.1915,1.1462,1.1664,0.7842,4.9210,0.0935,0.5602,0.3743,0.0501,-0.0067,-0.0097,0.0041,0.2745,-0.0035,-0.0113,0.0057,59.6368,5.1260,0.0178,0.3441,0.0036,0.0178,0.0000,0.3723,0.8256
9,9,225.1283,1.4305,1.2663,0.9192,4.9210,0.0786,0.5044,0.4429,0.1299,-0.0061,0.0099,0.0110,0.3801,-0.0047,0.0157,0.0172,59.6368,5.8018,0.0249,0.3441,0.0098,0.0249,0.0000,0.3922,0.8533
10,10,224.0539,1.6126,1.4276,1.0638,4.9210,0.0476,0.4715,0.5069,0.2281,0.0006,0.0412,0.0243,0.4794,-0.0236,0.0376,0.0287,59.6368,6.3425,0.0323,0.3441,0.0176,0.0323,0.0000,0.4116,0.8827
11,11,219.7570,0.7318,0.4562,0.7034,8.0616,0.5868,1.4031,1.0602,0.2281,-0.0025,0.0388,0.0282,0.6749,0.0310,0.1214,0.1144,116.8042,6.9962,0.0561,0.6914,0.0176,0.0561,0.0000,0.7176,0.8552
