,trace,day,type
0,0,9,School screening
1,1,9,School screening
2,2,14,External screening
3,3,2,School screening
4,4,6,External screening
5,5,2,School screening
6,6,9,School screening
7,7,2,School screening
8,8,16,School screening
9,9,9,School screening
10,10,16,School screening
11,11,9,School screening
12,12,1,External screening
13,13,9,School screening
14,14,20,External screening
15,15,2,External screening
16,16,23,School screening
17,17,2,School screening
18,18,0,-
19,19,2,School screening
20,20,3,External screening
21,21,9,School screening
22,22,16,School screening
23,23,16,School screening
24,24,2,School screening
25,25,16,School screening
26,26,9,School screening
27,27,9,School screening
28,28,9,School screening
29,29,9,School screening
30,30,2,External screening
31,31,2,School screening
32,32,0,-
33,33,9,School screening
34,34,9,School screening
35,35,2,School screening
36,36,0,-
37,37,4,External screening
38,38,9,School screening
39,39,6,External screening
40,40,2,School screening
41,41,9,School screening
42,42,2,External screening
43,43,16,School screening
44,44,8,External screening
45,45,1,External screening
46,46,9,School screening
47,47,9,School screening
48,48,16,School screening
49,49,2,School screening
50,50,16,School screening
51,51,9,School screening
52,52,5,External screening
53,53,8,External screening
54,54,9,School screening
55,55,9,School screening
56,56,9,School screening
57,57,2,School screening
58,58,16,School screening
59,59,2,School screening
60,60,0,-
61,61,16,School screening
62,62,9,School screening
63,63,10,External screening
64,64,9,School screening
65,65,16,School screening
66,66,9,School screening
67,67,6,External screening
68,68,5,External screening
69,69,9,School screening
70,70,11,External screening
71,71,2,School screening
72,72,9,School screening
73,73,2,School screening
74,74,16,School screening
75,75,9,School screening
76,76,2,School screening
77,77,9,School screening
78,78,9,School screening
79,79,9,School screening
80,80,16,School screening
81,81,9,School screening
82,82,2,School screening
83,83,2,School screening
84,84,16,School screening
85,85,9,School screening
86,86,2,School screening
87,87,0,-
88,88,6,External screening
89,89,9,School screening
90,90,9,School screening
91,91,9,School screening
92,92,8,External screening
93,93,16,School screening
94,94,2,School screening
95,95,23,School screening
96,96,2,School screening
97,97,0,-
98,98,0,-
99,99,16,School screening
100,100,0,-
101,101,0,-
102,102,0,-
103,103,2,School screening
104,104,9,School screening
105,105,2,School screening
106,106,9,School screening
107,107,16,School screening
108,108,2,School screening
109,109,2,School screening
110,110,9,School screening
111,111,2,School screening
112,112,15,External screening
113,113,2,School screening
114,114,2,School screening
115,115,9,School screening
116,116,0,-
117,117,2,School screening
118,118,16,School screening
119,119,2,School screening
120,120,23,School screening
121,121,1,External screening
122,122,16,School screening
123,123,16,School screening
124,124,11,External screening
125,125,9,School screening
126,126,9,School screening
127,127,30,School screening
128,128,2,School screening
129,129,9,School screening
130,130,9,School screening
131,131,9,School screening
132,132,0,-
133,133,9,School screening
134,134,2,School screening
135,135,1,External screening
136,136,2,School screening
137,137,9,School screening
138,138,15,External screening
139,139,0,-
140,140,2,School screening
141,141,16,School screening
142,142,16,School screening
143,143,9,School screening
144,144,2,School screening
145,145,9,School screening
146,146,2,School screening
147,147,9,School screening
148,148,9,School screening
149,149,9,School screening
150,150,9,External screening
151,151,0,-
152,152,2,School screening
153,153,23,School screening
154,154,1,External screening
155,155,9,External screening
156,156,16,School screening
157,157,15,External screening
158,158,21,External screening
159,159,2,School screening
160,160,0,-
161,161,16,School screening
162,162,6,External screening
163,163,2,School screening
164,164,9,School screening
165,165,9,School screening
166,166,2,School screening
167,167,0,-
168,168,9,School screening
169,169,23,School screening
170,170,0,-
171,171,1,External screening
172,172,16,School screening
173,173,9,School screening
174,174,2,School screening
175,175,9,School screening
176,176,2,School screening
177,177,7,External screening
178,178,2,External screening
179,179,13,External screening
180,180,9,School screening
181,181,2,School screening
182,182,2,School screening
183,183,9,School screening
184,184,11,External screening
185,185,9,School screening
186,186,9,School screening
187,187,2,School screening
188,188,2,School screening
189,189,2,School screening
190,190,3,External screening
191,191,9,School screening
192,192,2,External screening
193,193,2,School screening
194,194,9,School screening
195,195,2,School screening
196,196,2,School screening
197,197,0,-
198,198,0,-
199,199,14,External screening
