,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.6074,0.6782,0.9686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0241,0.0000,-0.0013,0.0000,0.0000,0.5902,-0.0013,0.0000,0.0000,-0.0013,0.0000,-0.0013,1.0000
2,2,234.9084,1.0303,0.8609,0.0766,0.8519,0.0083,0.0604,-0.0047,-0.0411,0.0000,-0.0022,0.0000,-0.0241,0.0000,-0.0044,-0.0034,13.7908,1.3047,-0.0013,0.0472,-0.0022,-0.0013,0.0000,0.0641,0.8678
3,3,234.0492,1.4063,0.9910,0.2144,0.8519,0.0033,0.0658,-0.0047,-0.0411,0.0000,-0.0022,0.0000,0.0240,0.0000,-0.0060,-0.0034,13.7908,1.9984,0.0013,0.0472,-0.0022,0.0013,0.0000,0.0683,0.8149
4,4,232.8388,1.8925,1.2412,0.3563,0.8519,0.0010,0.0528,0.0064,-0.0411,0.0000,-0.0022,0.0000,0.1286,-0.0034,0.0002,-0.0034,13.7908,2.7231,0.0072,0.0472,-0.0022,0.0072,0.0000,0.0767,0.8234
5,5,231.4772,2.4349,1.5032,0.5151,0.8519,0.0010,0.0500,0.0100,-0.0411,0.0000,-0.0022,0.0000,0.2234,-0.0124,0.0102,0.0000,13.7908,3.4411,0.0137,0.0472,-0.0022,0.0137,0.0000,0.0852,0.8068
6,6,231.2031,1.7270,1.9490,0.6982,0.8519,-0.0035,0.0458,0.0159,-0.0010,-0.0066,-0.0086,-0.0047,0.2800,-0.0009,0.0045,0.0080,13.7908,4.0218,0.0172,0.0472,-0.0003,0.0172,0.0000,0.0981,0.8785
7,7,230.8086,1.1644,2.0803,0.9517,0.8519,-0.0035,0.0409,0.0239,0.0256,-0.0091,-0.0203,-0.0069,0.5033,0.0135,0.0308,0.0308,13.7908,4.6293,0.0318,0.0472,0.0020,0.0318,0.0000,0.1181,0.9400
8,8,228.8464,1.8442,2.0124,1.2580,0.8519,-0.0035,0.0344,0.0299,0.1049,-0.0039,-0.0002,-0.0029,0.8201,0.0240,0.1156,0.0532,13.7908,5.3429,0.0546,0.0472,0.0076,0.0546,0.0000,0.1533,0.9075
9,9,225.7219,1.9192,1.6052,1.2408,2.2874,0.1229,0.4143,0.2019,0.1512,-0.0038,0.0140,0.0042,1.0611,0.0390,0.1870,0.1106,27.2324,6.0505,0.0754,0.1636,0.0108,0.0754,0.0000,0.3014,0.9289
10,10,224.4766,2.2055,1.8375,1.4149,2.2874,0.0888,0.4162,0.2257,0.2174,0.0017,0.0352,0.0229,1.1547,0.0374,0.1995,0.1677,27.2324,6.6339,0.0839,0.1636,0.0175,0.0839,0.0000,0.3208,0.9653
11,11,223.2913,2.3809,2.1760,1.6268,2.2874,0.0667,0.3456,0.3154,0.2402,-0.0064,0.0472,0.0500,1.2206,0.0517,0.2200,0.2165,27.2324,7.3152,0.0925,0.1636,0.0210,0.0925,0.0000,0.3355,1.0135
12,12,221.9374,2.5858,2.3296,1.8385,2.2874,0.0475,0.3152,0.3677,0.2787,0.0095,0.0793,0.0903,1.3353,0.0806,0.2902,0.2975,27.2324,7.9663,0.1100,0.1636,0.0284,0.1100,0.0000,0.3637,1.0607
13,13,221.6253,1.6356,2.5061,2.0359,2.2874,0.0326,0.2949,0.4045,0.3429,0.0249,0.1015,0.1331,1.5364,0.1277,0.4428,0.4772,27.2324,8.5923,0.1411,0.1636,0.0359,0.1411,0.0000,0.4060,1.1545
14,14,221.4481,1.0759,2.4440,2.2635,2.2874,0.0284,0.2526,0.4454,0.3429,0.0181,0.0962,0.1413,1.6910,0.1182,0.6101,0.6850,27.2324,9.3017,0.1687,0.1636,0.0359,0.1687,0.0000,0.4346,1.2003
15,15,220.1371,1.6634,2.3021,2.3965,2.2874,0.0215,0.2296,0.4836,0.3929,0.0142,0.0968,0.1701,1.6938,0.1151,0.7312,0.9270,27.2324,10.0491,0.2010,0.1636,0.0398,0.2010,0.0000,0.4575,1.1782
