,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,238.1055,0.7035,0.9899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1910,0.0000,0.0101,0.0000,0.0000,0.7739,0.0101,0.0000,0.0000,0.0101,0.0000,0.0101,1.0000
2,2.0000,235.4221,1.0854,0.8141,0.1658,1.9296,0.0352,0.1457,0.0000,0.0000,0.0000,0.0000,0.0000,0.3769,0.0000,0.0201,0.0050,29.0251,1.5226,0.0201,0.1055,0.0000,0.0201,0.0000,0.1256,0.8442
3,3.0000,234.3568,1.3869,0.8593,0.2814,1.9296,0.0251,0.1508,0.0050,0.0854,0.0101,0.0050,0.0000,0.7889,0.0553,0.0503,0.0101,29.0251,2.2613,0.0452,0.1055,0.0050,0.0452,0.0000,0.1558,0.7940
4,4.0000,233.2563,1.7940,1.1608,0.3719,1.9296,0.0251,0.1407,0.0151,0.0854,0.0050,0.0101,0.0000,0.9950,0.0754,0.1206,0.0151,29.0251,2.9045,0.0603,0.1055,0.0050,0.0603,0.0000,0.1709,0.8141
5,5.0000,232.0754,2.1457,1.4372,0.5226,1.9296,0.0101,0.1508,0.0201,0.1457,0.0151,0.0251,0.0151,1.1960,0.0704,0.2010,0.0402,29.0251,3.6985,0.0754,0.1055,0.0101,0.0754,0.0000,0.1910,0.7889
6,6.0000,231.6432,1.4573,1.7286,0.6482,1.9296,0.0101,0.1206,0.0503,0.3970,0.0603,0.1206,0.0251,1.3769,0.1106,0.2261,0.0955,29.0251,4.4171,0.0905,0.1055,0.0302,0.0905,0.0000,0.2261,0.8342
7,7.0000,231.2563,1.0201,1.7789,0.8191,1.9296,0.0000,0.1156,0.0653,0.5226,0.0503,0.1759,0.0553,1.6382,0.1005,0.3116,0.1608,29.0251,5.2211,0.1106,0.1055,0.0402,0.1106,0.0000,0.2563,0.8593
8,8.0000,230.1759,1.6181,1.7588,1.0201,1.9296,0.0000,0.1055,0.0754,0.5578,0.0452,0.2161,0.0854,1.7638,0.0704,0.3668,0.2111,29.0251,5.9196,0.1206,0.1055,0.0452,0.1206,0.0000,0.2714,0.8894
9,9.0000,227.4271,1.3920,1.0704,0.9648,4.0553,0.3618,0.7789,0.4322,0.5980,0.0402,0.2362,0.1307,1.7990,0.0704,0.3668,0.2764,57.4472,6.6432,0.1256,0.3166,0.0503,0.1256,0.0000,0.4573,0.8744
