,trace,day,type
0,0,12,School screening
1,1,5,School screening
2,2,7,External screening
3,3,12,School screening
4,4,5,School screening
5,5,5,School screening
6,6,10,External screening
7,7,5,School screening
8,8,12,School screening
9,9,7,External screening
10,10,5,School screening
11,11,5,School screening
12,12,12,School screening
13,13,9,External screening
14,14,9,External screening
15,15,9,External screening
16,16,12,School screening
17,17,5,School screening
18,18,5,School screening
19,19,12,School screening
20,20,5,School screening
21,21,5,School screening
22,22,8,External screening
23,23,12,School screening
24,24,4,External screening
25,25,11,External screening
26,26,5,School screening
27,27,5,School screening
28,28,5,School screening
29,29,5,School screening
30,30,12,School screening
31,31,12,School screening
32,32,5,School screening
33,33,5,School screening
34,34,5,School screening
35,35,12,School screening
36,36,9,External screening
37,37,12,School screening
38,38,5,School screening
39,39,9,External screening
40,40,6,External screening
41,41,5,School screening
42,42,12,School screening
43,43,5,School screening
44,44,10,External screening
45,45,11,External screening
46,46,8,External screening
47,47,4,External screening
48,48,7,External screening
49,49,3,External screening
50,50,5,External screening
51,51,10,External screening
52,52,4,External screening
53,53,5,External screening
54,54,12,School screening
55,55,9,External screening
56,56,12,School screening
57,57,5,External screening
58,58,5,School screening
59,59,5,External screening
60,60,5,School screening
61,61,5,School screening
62,62,12,School screening
63,63,5,External screening
64,64,3,External screening
65,65,10,External screening
66,66,4,External screening
67,67,12,School screening
68,68,5,External screening
69,69,9,External screening
70,70,12,School screening
71,71,7,External screening
72,72,2,External screening
73,73,6,External screening
74,74,9,External screening
75,75,5,School screening
76,76,5,School screening
77,77,5,School screening
78,78,8,External screening
79,79,9,External screening
80,80,5,School screening
81,81,5,School screening
82,82,12,School screening
83,83,8,External screening
84,84,5,School screening
85,85,8,External screening
86,86,12,School screening
87,87,5,School screening
88,88,5,School screening
89,89,7,External screening
90,90,8,External screening
91,91,9,External screening
92,92,5,School screening
93,93,4,External screening
94,94,5,School screening
95,95,7,External screening
96,96,11,External screening
97,97,12,School screening
98,98,5,External screening
99,99,11,External screening
100,100,12,External screening
101,101,11,External screening
102,102,7,External screening
103,103,5,School screening
104,104,8,External screening
105,105,8,External screening
106,106,5,School screening
107,107,12,School screening
108,108,5,School screening
109,109,6,External screening
110,110,8,External screening
111,111,8,External screening
112,112,12,School screening
113,113,10,External screening
114,114,12,School screening
115,115,9,External screening
116,116,9,External screening
117,117,5,School screening
118,118,6,External screening
119,119,12,School screening
120,120,10,External screening
121,121,5,School screening
122,122,9,External screening
123,123,10,External screening
124,124,5,School screening
125,125,12,School screening
126,126,14,External screening
127,127,5,School screening
128,128,11,External screening
129,129,9,External screening
130,130,12,External screening
131,131,5,School screening
132,132,11,External screening
133,133,12,School screening
134,134,12,School screening
135,135,7,External screening
136,136,7,External screening
137,137,8,External screening
138,138,5,School screening
139,139,5,School screening
140,140,5,School screening
141,141,11,External screening
142,142,11,External screening
143,143,5,School screening
144,144,11,External screening
145,145,12,School screening
146,146,12,School screening
147,147,5,School screening
148,148,5,School screening
149,149,11,External screening
150,150,8,External screening
151,151,10,External screening
152,152,5,School screening
153,153,5,School screening
154,154,3,External screening
155,155,12,School screening
156,156,5,External screening
157,157,5,School screening
158,158,5,School screening
159,159,6,External screening
160,160,16,External screening
161,161,5,School screening
162,162,6,External screening
163,163,9,External screening
164,164,10,External screening
165,165,12,School screening
166,166,6,External screening
167,167,10,External screening
168,168,9,External screening
169,169,12,School screening
170,170,12,School screening
171,171,12,School screening
172,172,6,External screening
173,173,7,External screening
174,174,5,School screening
175,175,4,External screening
176,176,5,School screening
177,177,8,External screening
178,178,17,External screening
179,179,7,External screening
180,180,5,School screening
181,181,5,School screening
182,182,12,School screening
183,183,11,External screening
184,184,12,School screening
185,185,10,External screening
186,186,9,External screening
187,187,5,School screening
188,188,5,External screening
189,189,7,External screening
190,190,6,External screening
191,191,5,School screening
192,192,4,External screening
193,193,10,External screening
194,194,12,School screening
195,195,6,External screening
196,196,8,External screening
197,197,5,External screening
198,198,12,School screening
199,199,5,School screening
