day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123456929	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123456929	140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0.02	0
2	123456929	133	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	[]	0	0.02	1
3	123456929	124	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	144	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	[]	0	0.02	4
4	123456929	106	18	8	0	9	1	1	0	0	0	0	0	0	0	1	0	79	4	1	1	0	1	136	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	[2D]	1	0.02	6
5	123456929	95	23	13	1	9	0	2	0	0	0	0	0	0	0	1	0	79	5	1	1	0	1	135	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	20	[2D]	1	0.02	8
6	123456929	94	16	21	1	9	0	2	0	0	0	0	0	0	0	1	0	79	6	1	1	0	1	134	3	1	0	8	0	0	0	0	0	0	0	0	0	0	0	22	[2D]	1	0.02	10
7	123456929	94	11	23	4	9	0	2	0	0	0	0	0	0	0	1	0	79	6	1	1	0	1	134	3	0	1	8	0	0	0	0	0	0	0	0	0	0	0	22	[2D]	1	0.02	10
8	123456929	58	15	8	2	35	3	17	5	0	0	0	0	0	0	1	0	210	6	1	13	0	1	104	2	0	0	36	3	0	1	0	0	0	0	0	0	0	0	25	[2D 2A 2B 2C 3A]	5	0.02	10
9	123456929	53	17	11	2	35	1	18	6	0	0	0	0	0	0	1	0	210	7	1	13	0	1	103	2	1	0	36	1	2	1	0	0	0	0	0	0	0	0	25	[2D 2A 2B 2C 3A]	5	0.02	10
