day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457046	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123457046	142	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0.02	0
2	123457046	138	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	144	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	[]	0	0.02	0
3	123457046	134	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	143	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	[]	0	0.02	1
4	123457046	125	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	143	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	[]	0	0.02	5
5	123457046	116	17	9	2	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	140	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	[]	0	0.02	5
6	123457046	113	16	13	2	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	138	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22	[]	0	0.02	7
7	123457046	112	11	18	3	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	138	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	23	[]	0	0.02	9
8	123457046	81	5	6	4	28	4	15	1	0	0	0	0	0	0	0	0	139	5	0	11	0	0	111	1	1	1	27	3	1	1	0	0	0	0	0	0	0	0	23	[2A 2B 2C 2D]	4	0.02	9
9	123457046	74	11	6	5	28	2	15	3	0	0	0	0	0	0	0	0	139	5	0	11	0	0	111	0	2	1	27	3	1	1	0	0	0	0	0	0	0	0	25	[2A 2B 2C 2D]	4	0.02	8
10	123457046	67	15	8	6	28	0	13	7	0	0	0	0	0	0	0	0	139	6	0	11	0	0	111	0	2	1	27	2	2	1	0	0	0	0	0	0	0	0	27	[2A 2B 2C 2D]	4	0.02	9
11	123457046	61	15	13	6	28	0	11	9	0	0	1	0	0	0	0	0	158	7	0	11	1	0	110	1	2	1	27	0	4	1	0	0	0	0	0	0	0	0	28	[2A 2B 2C 2D]	4	0.02	10
12	123457046	51	23	14	7	28	0	10	10	0	0	1	0	0	0	0	0	158	7	0	11	1	0	109	2	2	1	27	0	3	2	0	0	0	0	0	0	0	0	30	[2A 2B 2C 2D]	4	0.02	11
13	123457046	46	16	13	8	32	4	12	11	0	0	2	0	0	0	0	0	177	8	0	13	2	0	101	1	2	2	35	0	2	3	0	0	0	0	0	0	0	0	31	[2A 2B 2C 2D 1D]	5	0.02	11
14	123457046	46	9	20	8	32	3	9	15	0	0	1	1	0	0	0	0	177	9	0	13	2	0	101	1	2	2	35	0	2	3	0	0	0	0	0	0	0	0	31	[2A 2B 2C 2D 1D]	5	0.02	11
15	123457046	26	11	12	10	44	7	16	16	0	0	1	1	0	0	0	0	230	9	0	19	2	0	85	1	2	2	51	0	1	4	0	0	0	0	0	0	0	0	32	[2A 2B 2C 2D 1D 1A 3B]	7	0.02	11
16	123457046	14	11	11	12	51	5	20	18	0	0	1	1	0	0	0	0	249	9	0	21	2	0	76	1	2	3	59	0	0	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D]	8	0.02	11
17	123457046	12	8	14	14	51	3	21	19	0	0	1	1	0	0	0	0	249	9	0	21	2	0	75	2	2	3	59	0	0	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D]	8	0.02	11
18	123457046	9	8	15	16	51	1	20	22	0	0	1	1	0	0	0	0	249	9	0	21	2	0	73	4	0	5	59	0	0	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D]	8	0.02	10
19	123457046	4	6	9	17	55	2	22	26	0	0	1	2	0	0	0	0	268	10	0	24	3	0	65	2	2	5	67	0	0	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D 3A]	9	0.02	10
20	123457046	4	5	10	17	55	1	19	30	0	0	0	3	0	0	0	0	268	10	0	24	3	0	65	1	2	6	67	0	0	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D 3A]	9	0.02	10
21	123457046	4	4	5	11	55	1	21	39	0	0	1	3	0	0	0	0	287	11	0	28	4	0	59	1	1	5	73	0	1	6	0	0	0	0	0	0	0	0	33	[2A 2B 2C 2D 1D 1A 3B 3D 3A 1C]	10	0.02	10
22	123457046	30	2	1	27	28	3	19	30	0	0	0	4	0	0	0	0	317	11	0	30	4	0	79	0	1	10	53	1	1	1	0	0	0	0	0	0	0	0	34	[1D 1A 3B 3D 3A 1C 1B]	7	0.02	8
23	123457046	29	2	2	27	28	3	17	32	0	0	0	4	0	0	0	0	317	11	0	30	4	0	79	0	1	10	53	0	1	2	0	0	0	0	0	0	0	0	34	[1D 1A 3B 3D 3A 1C 1B]	7	0.02	9
24	123457046	29	1	3	27	28	3	17	32	0	0	0	4	0	0	0	0	317	11	0	30	4	0	79	0	1	10	53	0	0	3	0	0	0	0	0	0	0	0	34	[1D 1A 3B 3D 3A 1C 1B]	7	0.02	9
25	123457046	28	2	2	28	28	2	17	33	0	0	0	4	0	0	0	0	317	11	0	30	4	0	79	0	1	10	53	0	0	3	0	0	0	0	0	0	0	0	34	[1D 1A 3B 3D 3A 1C 1B]	7	0.02	9
26	123457046	28	1	2	29	28	2	10	40	0	0	0	4	0	0	0	0	317	11	0	30	4	0	79	0	1	10	53	0	0	3	0	0	0	0	0	0	0	0	34	[1D 1A 3B 3D 3A 1C 1B]	7	0.02	9
27	123457046	32	1	2	37	24	1	9	35	0	0	0	3	0	0	0	0	317	12	0	30	4	0	87	0	1	10	45	0	0	3	0	0	0	0	0	0	0	0	34	[1A 3B 3D 3A 1C 1B]	6	0.02	7
28	123457046	32	1	2	37	24	1	8	36	0	0	0	3	0	0	0	0	317	12	0	30	4	0	87	0	1	10	45	0	0	3	0	0	0	0	0	0	0	0	34	[1A 3B 3D 3A 1C 1B]	6	0.02	7
29	123457046	42	3	2	49	12	0	6	27	0	0	0	3	0	0	0	0	357	12	0	30	4	0	103	0	0	11	29	0	0	3	0	0	0	0	0	0	0	0	36	[3D 3A 1C 1B]	4	0.02	6
30	123457046	47	3	4	54	5	0	5	24	0	0	0	2	0	0	0	0	357	13	0	30	4	0	110	1	0	11	21	0	0	3	0	0	0	0	0	0	0	0	37	[3A 1C 1B]	3	0.02	6
31	123457046	44	6	4	54	5	0	4	25	0	0	0	2	0	0	0	0	357	13	0	30	4	0	108	2	1	11	21	0	0	3	0	0	0	0	0	0	0	0	39	[3A 1C 1B]	3	0.02	6
32	123457046	43	7	4	54	5	0	3	26	0	0	0	2	0	0	0	0	357	15	0	30	4	0	108	2	1	11	21	0	0	3	0	0	0	0	0	0	0	0	40	[3A 1C 1B]	3	0.02	6
33	123457046	45	9	4	62	1	0	2	20	0	0	0	1	0	0	0	0	357	15	0	30	4	0	116	1	2	11	13	0	0	3	0	0	0	0	0	0	0	0	41	[1C 1B]	2	0.02	5
34	123457046	43	10	4	63	1	0	2	20	0	0	0	1	0	0	0	0	357	15	0	30	4	0	116	1	2	11	13	0	0	3	0	0	0	0	0	0	0	0	43	[1C 1B]	2	0.02	6
35	123457046	43	8	6	75	1	0	1	10	0	0	0	0	0	0	0	0	357	17	0	30	4	0	122	1	2	13	7	0	0	1	0	0	0	0	0	0	0	0	43	[1B]	1	0.02	5
36	123457046	39	10	7	76	1	0	1	10	0	0	0	0	0	0	0	0	436	17	0	32	4	0	126	1	1	10	3	0	1	4	0	0	0	0	0	0	0	0	44	[2C]	1	0.02	6
37	123457046	34	13	8	77	1	0	1	10	0	0	0	0	0	0	0	0	436	18	0	32	4	0	123	3	2	10	3	0	1	4	0	0	0	0	0	0	0	0	47	[2C]	1	0.02	7
38	123457046	31	13	10	78	1	0	1	10	0	0	0	0	0	0	0	0	436	19	0	32	4	0	121	5	2	10	3	0	1	4	0	0	0	0	0	0	0	0	48	[2C]	1	0.02	7
39	123457046	26	17	11	78	1	0	1	10	0	0	0	0	0	0	0	0	436	19	0	32	4	0	120	5	2	11	3	0	1	4	0	0	0	0	0	0	0	0	48	[2C]	1	0.02	8
40	123457046	21	18	13	80	1	0	1	10	0	0	0	0	0	0	0	0	436	19	0	32	4	0	117	7	3	11	3	0	1	4	0	0	0	0	0	0	0	0	49	[2C]	1	0.02	7
41	123457046	21	12	18	81	1	0	1	10	0	0	0	0	0	0	0	0	436	21	0	32	4	0	117	5	5	11	3	0	1	4	0	0	0	0	0	0	0	0	49	[2C]	1	0.02	8
