day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457242	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123457242	140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0.02	0
2	123457242	136	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	[]	0	0.02	2
3	123457242	128	13	2	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	[]	0	0.02	2
4	123457242	117	19	7	1	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	144	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	[]	0	0.02	4
5	123457242	110	22	10	2	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	144	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	[]	0	0.02	7
6	123457242	109	15	17	3	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	143	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	[]	0	0.02	9
7	123457242	104	19	15	5	0	0	0	0	0	0	0	0	0	0	1	0	79	7	1	0	0	1	143	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	[]	0	0.02	9
8	123457242	57	22	11	5	33	4	11	0	0	0	0	0	0	0	1	0	177	9	1	12	0	1	112	1	0	1	30	0	2	0	0	0	0	0	0	0	0	0	28	[2A 2B 2C 3C]	4	0.02	11
9	123457242	45	29	15	6	33	3	11	1	0	0	0	0	0	0	1	0	177	10	1	12	0	1	110	3	0	1	30	0	1	1	0	0	0	0	0	0	0	0	28	[2A 2B 2C 3C]	4	0.02	12
10	123457242	35	28	25	7	33	3	7	5	0	0	0	0	0	0	1	0	177	10	1	12	0	1	108	5	0	1	30	0	1	1	0	0	0	0	0	0	0	0	29	[2A 2B 2C 3C]	4	0.02	12
11	123457242	26	26	31	12	33	2	7	6	0	0	0	0	0	0	0	1	177	10	1	12	0	1	106	4	3	1	30	0	1	1	0	0	0	0	0	0	0	0	30	[2A 2B 2C 3C]	4	0.02	11
12	123457242	22	22	33	18	33	2	6	7	0	0	0	0	0	0	0	1	196	10	1	12	0	1	102	7	3	2	30	0	1	1	0	0	0	0	0	0	0	0	31	[2A 2B 2C 3C]	4	0.02	12
13	123457242	21	18	37	19	33	1	6	8	0	0	0	0	0	0	0	1	196	10	1	12	0	1	102	5	5	2	30	0	1	1	0	0	0	0	0	0	0	0	32	[2A 2B 2C 3C]	4	0.02	12
14	123457242	21	12	39	23	33	1	5	9	0	0	0	0	0	0	0	1	196	11	1	12	0	1	102	3	7	2	30	0	1	1	0	0	0	0	0	0	0	0	32	[2A 2B 2C 3C]	4	0.02	11
15	123457242	8	4	5	6	45	6	36	32	0	0	0	0	0	0	1	1	307	11	2	38	0	2	60	2	4	0	70	2	5	3	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
16	123457242	6	5	6	6	45	6	32	36	0	0	0	0	0	0	1	1	307	11	2	38	0	2	58	4	4	0	70	2	5	3	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
17	123457242	5	6	5	7	45	5	31	38	0	0	0	0	0	0	1	1	307	11	2	38	0	2	57	2	6	1	70	1	5	4	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
18	123457242	3	6	6	8	45	3	28	43	0	0	0	0	0	0	1	1	307	11	2	38	0	2	57	2	5	2	70	0	6	4	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
19	123457242	1	7	6	9	45	3	24	47	0	0	0	0	0	0	1	1	307	12	2	38	0	2	57	1	4	4	70	0	5	5	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
20	123457242	1	5	8	9	45	3	23	48	0	0	0	0	0	0	1	1	307	12	2	38	0	2	57	1	3	5	70	0	4	6	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A]	10	0.02	11
21	123457242	1	4	4	3	45	4	20	61	0	0	0	0	0	0	2	0	326	12	3	40	0	3	50	1	3	4	77	0	4	7	0	0	0	0	0	0	0	0	33	[2A 2B 2C 3C 3B 1B 1C 1D 2D 3A 1A]	11	0.02	10
22	123457242	33	4	5	18	12	3	16	51	0	0	0	0	0	0	1	1	351	12	3	40	0	3	80	1	3	6	47	0	2	7	0	0	0	0	0	0	0	0	33	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	7
23	123457242	32	4	6	18	12	3	11	56	0	0	0	0	0	0	1	1	351	12	3	40	0	3	78	2	4	6	47	0	2	7	0	0	0	0	0	0	0	0	34	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	7
24	123457242	32	1	7	20	12	3	9	58	0	0	0	0	0	0	1	1	351	12	3	40	0	3	78	1	4	7	47	0	2	7	0	0	0	0	0	0	0	0	34	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	7
25	123457242	31	2	6	21	12	2	9	59	0	0	0	0	0	0	1	1	351	12	3	40	0	3	78	0	5	7	47	0	2	7	0	0	0	0	0	0	0	0	34	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	7
26	123457242	31	2	5	22	12	1	9	60	0	0	0	0	0	0	1	1	351	12	3	40	0	3	76	2	5	7	47	0	2	7	0	0	0	0	0	0	0	0	36	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	7
27	123457242	30	3	4	23	12	1	8	61	0	0	0	0	0	0	1	1	351	13	3	40	0	3	76	2	4	8	47	0	0	9	0	0	0	0	0	0	0	0	37	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	5
28	123457242	29	4	4	23	12	0	9	61	0	0	0	0	0	0	1	1	351	13	3	40	0	3	76	1	5	8	47	0	0	9	0	0	0	0	0	0	0	0	38	[3B 1B 1C 1D 2D 3A 1A]	7	0.02	6
29	123457242	41	3	1	75	0	0	5	18	0	0	0	0	0	0	0	1	420	14	3	43	1	3	111	2	3	14	11	0	0	4	0	0	1	0	0	0	0	0	39	[1A 3D]	2	0.02	3
30	123457242	38	4	3	75	0	0	5	18	0	0	0	0	0	0	0	1	420	14	3	43	1	3	111	0	3	16	11	0	0	4	0	0	1	0	0	0	0	0	39	[1A 3D]	2	0.02	4
31	123457242	36	5	4	75	0	0	3	20	0	0	0	0	0	0	0	1	420	15	3	43	1	3	110	1	2	17	11	0	0	4	0	0	0	1	0	0	0	0	41	[1A 3D]	2	0.02	4
