,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.8341,0.5937,0.9764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0671,0.0000,-0.0035,0.0000,0.0000,0.6597,-0.0035,0.0000,0.0000,-0.0035,0.0000,-0.0035,1.0000
2,2,236.8802,1.0448,0.8857,0.1158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0173,0.0000,-0.0034,-0.0047,0.0000,1.3508,0.0009,0.0000,0.0000,0.0009,0.0000,0.0009,0.7954
3,3,235.5241,1.3853,0.9181,0.2238,0.0000,0.0000,0.0000,0.0000,-0.0799,-0.0094,-0.0047,0.0000,0.2905,-0.0072,0.0148,-0.0036,0.0000,2.0652,0.0169,0.0000,-0.0047,0.0169,0.0000,0.0204,0.7360
4,4,231.4670,1.3382,0.8427,0.2829,1.8198,0.1581,0.2521,0.0101,-0.0799,-0.0047,-0.0094,0.0000,0.4619,0.0083,0.0393,-0.0015,28.1097,2.7084,0.0285,0.1262,-0.0047,0.0285,0.0000,0.1739,0.7624
5,5,230.5241,1.6505,1.0455,0.4044,1.8198,0.0802,0.2954,0.0384,-0.0799,-0.0047,0.0000,-0.0094,0.5652,0.0082,0.0567,0.0102,28.1097,3.4540,0.0360,0.1262,-0.0047,0.0360,0.0000,0.1831,0.7474
6,6,230.1511,1.1288,1.2950,0.5154,1.8198,0.0524,0.2767,0.0703,0.0464,0.0062,0.0024,-0.0034,0.6323,0.0079,0.0481,0.0293,28.1097,4.1950,0.0399,0.1262,0.0039,0.0399,0.0000,0.2063,0.7942
7,7,229.6530,0.7735,1.3476,0.6519,1.8198,0.0185,0.2922,0.1047,0.1319,0.0094,0.0353,0.0087,0.8744,0.0151,0.0861,0.0571,28.1097,4.9372,0.0558,0.1262,0.0105,0.0558,0.0000,0.2330,0.8198
8,8,228.6726,1.2474,1.3443,0.8029,1.8198,0.0185,0.2570,0.1401,0.1610,0.0075,0.0437,0.0209,0.9830,0.0065,0.1210,0.0765,28.1097,5.5850,0.0640,0.1262,0.0138,0.0640,0.0000,0.2473,0.8398
9,9,227.7358,1.6693,1.3537,1.0029,1.8198,-0.0003,0.2026,0.2033,0.1935,0.0069,0.0619,0.0377,1.0164,-0.0111,0.1261,0.1027,28.1097,6.2272,0.0682,0.1262,0.0172,0.0682,0.0000,0.2568,0.8310
10,10,226.3787,1.9490,1.5694,1.1684,1.8198,-0.0036,0.1807,0.2217,0.2840,0.0117,0.0820,0.0569,1.1728,0.0152,0.1627,0.1490,28.1097,6.9131,0.0810,0.1262,0.0244,0.0810,0.0000,0.2780,0.8684
11,11,223.2925,1.4860,1.0102,0.8438,3.7663,0.3311,0.9031,0.7075,0.3519,0.0148,0.1256,0.0899,1.2226,0.0229,0.1573,0.1859,55.8520,7.6186,0.0853,0.3366,0.0318,0.0853,0.0000,0.4864,0.9502
12,12,222.4499,1.6367,1.1980,0.9854,3.7663,0.2253,0.8769,0.8381,0.4422,0.0183,0.1497,0.1222,1.2226,0.0172,0.1268,0.2181,55.8520,8.1868,0.0853,0.3366,0.0396,0.0853,0.0000,0.4954,0.9398
13,13,222.1373,1.0627,1.5020,1.0574,3.7663,0.1719,0.8075,0.9635,0.5336,0.0113,0.1602,0.1706,1.3708,0.0166,0.1534,0.2886,55.8520,8.8821,0.0984,0.3366,0.0475,0.0984,0.0000,0.5198,0.9892
14,14,221.9887,0.6970,1.5618,1.1754,3.7663,0.1234,0.7121,1.1094,0.5336,0.0065,0.1419,0.1984,1.4789,0.0319,0.2057,0.3430,55.8520,9.5657,0.1114,0.3366,0.0475,0.1114,0.0000,0.5329,1.0120
15,15,220.9622,1.2130,1.4419,1.3650,3.7663,0.0529,0.6878,1.2107,0.5851,0.0031,0.1469,0.2250,1.5022,0.0383,0.2297,0.3806,55.8520,10.2578,0.1247,0.3366,0.0516,0.1247,0.0000,0.5421,0.9726
16,16,220.0352,1.4175,1.3774,1.4614,3.7663,0.0254,0.6455,1.2907,0.7134,0.0099,0.1746,0.2916,1.5031,0.0436,0.2934,0.4825,55.8520,10.9911,0.1425,0.3366,0.0638,0.1425,0.0000,0.5668,0.9715
17,17,219.5630,1.4838,1.5479,1.7550,3.7663,0.0178,0.5568,1.3904,0.7040,0.0098,0.1550,0.3066,1.2701,0.0304,0.3016,0.4699,55.8520,11.6284,0.1515,0.3366,0.0680,0.1515,0.0000,0.5501,0.9775
18,18,219.8421,1.1403,0.9059,2.0767,2.8266,0.2814,1.1589,1.5937,0.7560,0.0014,0.1638,0.3356,1.0904,0.0139,0.2760,0.4333,83.6524,12.2981,0.1515,0.5445,0.0721,0.1515,0.0000,0.5519,0.9094
19,19,219.2441,1.2809,0.9756,2.3128,2.8266,0.2035,1.0658,1.7741,0.7560,-0.0034,0.1573,0.3511,1.0347,0.0101,0.2792,0.4264,83.6524,12.8866,0.1561,0.5445,0.0721,0.1561,0.0000,0.5457,0.9139
20,20,219.2347,0.8652,1.1648,2.5141,2.8266,0.1552,0.9587,1.9288,0.6210,-0.0064,0.1034,0.2935,1.1376,0.0068,0.3235,0.5325,83.6524,13.5708,0.1743,0.5445,0.0764,0.1743,0.0000,0.5436,0.9405
21,21,219.5787,0.5762,1.1678,2.7824,2.8266,0.1026,0.8500,2.0952,0.5189,-0.0092,0.0826,0.2598,0.9857,0.0114,0.3536,0.6170,83.6524,14.3529,0.1927,0.5445,0.0764,0.1927,0.0000,0.5344,0.9531
