,day,final_infected,type_pretty
60,60,79,0%
121,60,173,0%
182,60,196,0%
243,60,82,0%
304,60,112,0%
365,60,156,0%
426,60,108,0%
487,60,88,0%
548,60,89,0%
609,60,188,0%
670,60,107,0%
731,60,137,0%
792,60,185,0%
853,60,95,0%
914,60,97,0%
975,60,150,0%
1036,60,68,0%
1097,60,159,0%
1158,60,120,0%
1219,60,125,0%
1280,60,170,0%
1341,60,116,0%
1402,60,160,0%
1463,60,115,0%
1524,60,118,0%
1585,60,140,0%
1646,60,95,0%
1707,60,177,0%
1768,60,143,0%
1829,60,173,0%
1890,60,114,0%
1951,60,121,0%
2012,60,150,0%
2073,60,129,0%
2134,60,125,0%
2195,60,139,0%
2256,60,166,0%
2317,60,141,0%
2378,60,128,0%
2439,60,125,0%
2500,60,168,0%
2561,60,143,0%
2622,60,127,0%
2683,60,51,0%
2744,60,65,0%
2805,60,176,0%
2866,60,122,0%
2927,60,171,0%
2988,60,174,0%
3049,60,134,0%
3110,60,130,0%
3171,60,137,0%
3232,60,77,0%
3293,60,108,0%
3354,60,143,0%
3415,60,162,0%
3476,60,149,0%
3537,60,188,0%
3598,60,145,0%
3659,60,161,0%
3720,60,127,0%
3781,60,100,0%
3842,60,116,0%
3903,60,148,0%
3964,60,121,0%
4025,60,164,0%
4086,60,155,0%
4147,60,91,0%
4208,60,146,0%
4269,60,139,0%
4330,60,137,0%
4391,60,150,0%
4452,60,79,0%
4513,60,145,0%
4574,60,186,0%
4635,60,168,0%
4696,60,182,0%
4757,60,66,0%
4818,60,142,0%
4879,60,175,0%
4940,60,88,0%
5001,60,170,0%
5062,60,88,0%
5123,60,42,0%
5184,60,151,0%
5245,60,164,0%
5306,60,117,0%
5367,60,152,0%
5428,60,138,0%
5489,60,128,0%
5550,60,146,0%
5611,60,146,0%
5672,60,144,0%
5733,60,132,0%
5794,60,78,0%
5855,60,120,0%
5916,60,136,0%
5977,60,151,0%
6038,60,110,0%
6099,60,173,0%
6160,60,162,0%
6221,60,132,0%
6282,60,136,0%
6343,60,154,0%
6404,60,99,0%
6465,60,154,0%
6526,60,201,0%
6587,60,145,0%
6648,60,132,0%
6709,60,179,0%
6770,60,110,0%
6831,60,171,0%
6892,60,132,0%
6953,60,177,0%
7014,60,135,0%
7075,60,112,0%
7136,60,164,0%
7197,60,69,0%
7258,60,122,0%
7319,60,138,0%
7380,60,136,0%
7441,60,125,0%
7502,60,171,0%
7563,60,130,0%
7624,60,203,0%
7685,60,135,0%
7746,60,193,0%
7807,60,57,0%
7868,60,122,0%
7929,60,121,0%
7990,60,146,0%
8051,60,118,0%
8112,60,115,0%
8173,60,182,0%
8234,60,153,0%
8295,60,139,0%
8356,60,189,0%
8417,60,166,0%
8478,60,80,0%
8539,60,138,0%
8600,60,129,0%
8661,60,150,0%
8722,60,109,0%
8783,60,125,0%
8844,60,147,0%
8905,60,104,0%
8966,60,161,0%
9027,60,171,0%
9088,60,145,0%
9149,60,128,0%
9210,60,153,0%
9271,60,117,0%
9332,60,149,0%
9393,60,129,0%
9454,60,130,0%
9515,60,125,0%
9576,60,152,0%
9637,60,162,0%
9698,60,186,0%
9759,60,58,0%
9820,60,176,0%
9881,60,169,0%
9942,60,136,0%
10003,60,138,0%
10064,60,163,0%
10125,60,96,0%
10186,60,110,0%
10247,60,166,0%
10308,60,179,0%
10369,60,140,0%
10430,60,112,0%
10491,60,181,0%
10552,60,115,0%
10613,60,96,0%
10674,60,144,0%
10735,60,178,0%
10796,60,127,0%
10857,60,99,0%
10918,60,100,0%
10979,60,114,0%
11040,60,136,0%
11101,60,119,0%
11162,60,143,0%
11223,60,136,0%
11284,60,109,0%
11345,60,125,0%
11406,60,95,0%
11467,60,139,0%
11528,60,153,0%
11589,60,206,0%
11650,60,160,0%
11711,60,96,0%
11772,60,74,0%
11833,60,150,0%
11894,60,168,0%
11955,60,76,0%
12016,60,122,0%
12077,60,160,0%
12138,60,104,0%
12199,60,137,0%
12260,60,110,0%
12321,60,130,0%
12382,60,145,0%
12443,60,115,0%
12504,60,167,0%
12565,60,178,0%
12626,60,101,0%
12687,60,124,0%
12748,60,138,0%
12809,60,165,0%
12870,60,124,0%
12931,60,101,0%
12992,60,140,0%
13053,60,156,0%
13114,60,153,0%
13175,60,140,0%
13236,60,109,0%
13297,60,124,0%
13358,60,155,0%
13419,60,129,0%
13480,60,180,0%
13541,60,132,0%
13602,60,172,0%
13663,60,130,0%
13724,60,124,0%
13785,60,140,0%
13846,60,127,0%
13907,60,147,0%
13968,60,62,0%
14029,60,152,0%
14090,60,126,0%
14151,60,167,0%
14212,60,130,0%
14273,60,159,0%
14334,60,70,0%
14395,60,161,0%
14456,60,126,0%
14517,60,171,0%
14578,60,147,0%
14639,60,137,0%
14700,60,195,0%
14761,60,172,0%
14822,60,101,0%
14883,60,114,0%
14944,60,87,0%
15005,60,136,0%
15066,60,103,0%
15127,60,120,0%
15188,60,155,0%
15249,60,118,0%
15310,60,188,0%
15371,60,178,0%
15432,60,127,0%
15493,60,153,0%
15554,60,154,0%
15615,60,85,0%
15676,60,151,0%
15737,60,63,0%
15798,60,145,0%
15859,60,144,0%
15920,60,83,0%
15981,60,183,0%
16042,60,166,0%
16103,60,161,0%
16164,60,146,0%
16225,60,150,0%
16286,60,161,0%
16347,60,75,0%
16408,60,131,0%
16469,60,137,0%
