,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.2565,Infected,0%
3,3.0,4.144299999999999,Infected,0%
4,4.0,8.8097,Infected,0%
5,5.0,16.208299999999998,Infected,0%
6,6.0,26.473,Infected,0%
7,7.0,32.9479,Infected,0%
8,8.0,36.7014,Infected,0%
9,9.0,47.48689999999999,Infected,0%
10,10.0,61.3006,Infected,0%
11,11.0,75.56320000000001,Infected,0%
12,12.0,88.2765,Infected,0%
13,13.0,98.2625,Infected,0%
14,14.0,100.75359999999999,Infected,0%
15,15.0,98.72540000000001,Infected,0%
16,16.0,97.7295,Infected,0%
17,17.0,95.2887,Infected,0%
18,18.0,91.83970000000001,Infected,0%
19,19.0,86.9238,Infected,0%
20,20.0,81.01200000000001,Infected,0%
21,21.0,74.2465,Infected,0%
22,22.0,67.5171,Infected,0%
23,23.0,60.661300000000004,Infected,0%
24,24.0,54.3206,Infected,0%
25,25.0,48.354699999999994,Infected,0%
26,26.0,42.79559999999999,Infected,0%
27,27.0,37.7815,Infected,0%
28,28.0,33.0762,Infected,0%
29,29.0,28.9158,Infected,0%
30,30.0,25.1764,Infected,0%
31,31.0,21.9579,Infected,0%
32,32.0,19.1703,Infected,0%
33,33.0,16.6754,Infected,0%
34,34.0,14.404900000000001,Infected,0%
35,35.0,12.440900000000001,Infected,0%
36,36.0,10.7214,Infected,0%
37,37.0,9.3146,Infected,0%
38,38.0,8.0341,Infected,0%
39,39.0,6.955900000000001,Infected,0%
40,40.0,6.0121,Infected,0%
41,41.0,5.1503000000000005,Infected,0%
42,42.0,4.4669,Infected,0%
43,43.0,3.8497,Infected,0%
44,44.0,3.2866,Infected,0%
45,45.0,2.8337,Infected,0%
46,46.0,2.3828,Infected,0%
47,47.0,2.0340000000000003,Infected,0%
48,48.0,1.7054000000000002,Infected,0%
49,49.0,1.4649,Infected,0%
50,50.0,1.2605000000000002,Infected,0%
51,51.0,1.1143,Infected,0%
52,52.0,0.962,Infected,0%
53,53.0,0.8196000000000001,Infected,0%
54,54.0,0.6974,Infected,0%
55,55.0,0.5971000000000001,Infected,0%
56,56.0,0.507,Infected,0%
57,57.0,0.43290000000000006,Infected,0%
58,58.0,0.3728,Infected,0%
59,59.0,0.31060000000000004,Infected,0%
60,60.0,0.2665,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,1.1843,Infected,10%
64,3.0,3.5932,Infected,10%
65,4.0,7.470999999999999,Infected,10%
66,5.0,13.519,Infected,10%
67,6.0,21.8397,Infected,10%
68,7.0,27.1823,Infected,10%
69,8.0,29.9179,Infected,10%
70,9.0,38.7856,Infected,10%
71,10.0,50.186299999999996,Infected,10%
72,11.0,62.2765,Infected,10%
73,12.0,73.2565,Infected,10%
74,13.0,82.7676,Infected,10%
75,14.0,85.52709999999999,Infected,10%
76,15.0,84.32060000000001,Infected,10%
77,16.0,84.2987,Infected,10%
78,17.0,83.54709999999999,Infected,10%
79,18.0,81.77149999999999,Infected,10%
80,19.0,78.6513,Infected,10%
81,20.0,74.5872,Infected,10%
82,21.0,69.3006,Infected,10%
83,22.0,63.3006,Infected,10%
84,23.0,57.8617,Infected,10%
85,24.0,52.418800000000005,Infected,10%
86,25.0,47.1623,Infected,10%
87,26.0,42.3627,Infected,10%
88,27.0,37.6554,Infected,10%
89,28.0,33.144200000000005,Infected,10%
90,29.0,29.0341,Infected,10%
91,30.0,25.3707,Infected,10%
92,31.0,22.0882,Infected,10%
93,32.0,19.2204,Infected,10%
94,33.0,16.665300000000002,Infected,10%
95,34.0,14.461,Infected,10%
96,35.0,12.5371,Infected,10%
97,36.0,10.8838,Infected,10%
98,37.0,9.455,Infected,10%
99,38.0,8.0622,Infected,10%
100,39.0,6.9759,Infected,10%
101,40.0,6.0019,Infected,10%
102,41.0,5.122199999999999,Infected,10%
103,42.0,4.3927,Infected,10%
104,43.0,3.7816,Infected,10%
105,44.0,3.2504999999999997,Infected,10%
106,45.0,2.8015,Infected,10%
107,46.0,2.4409,Infected,10%
108,47.0,2.0962,Infected,10%
109,48.0,1.8437999999999999,Infected,10%
110,49.0,1.5631,Infected,10%
111,50.0,1.3206000000000002,Infected,10%
112,51.0,1.1002,Infected,10%
113,52.0,0.9279,Infected,10%
114,53.0,0.7957000000000001,Infected,10%
115,54.0,0.7055,Infected,10%
116,55.0,0.6111,Infected,10%
117,56.0,0.523,Infected,10%
118,57.0,0.4689,Infected,10%
119,58.0,0.3988,Infected,10%
120,59.0,0.3627,Infected,10%
121,60.0,0.3046,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.8457,Infected,40%
125,3.0,2.4267999999999996,Infected,40%
126,4.0,4.6833,Infected,40%
127,5.0,7.821599999999999,Infected,40%
128,6.0,11.925799999999999,Infected,40%
129,7.0,14.679400000000001,Infected,40%
130,8.0,16.3989,Infected,40%
131,9.0,20.5411,Infected,40%
132,10.0,25.9179,Infected,40%
133,11.0,31.941899999999997,Infected,40%
134,12.0,37.6132,Infected,40%
135,13.0,42.8236,Infected,40%
136,14.0,44.743500000000004,Infected,40%
137,15.0,44.6834,Infected,40%
138,16.0,45.8196,Infected,40%
139,17.0,46.97789999999999,Infected,40%
140,18.0,47.5672,Infected,40%
141,19.0,47.811600000000006,Infected,40%
142,20.0,47.2585,Infected,40%
143,21.0,45.3206,Infected,40%
144,22.0,42.60530000000001,Infected,40%
