day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456899	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	149	0	0	0	0	[]	0	0
1	123456899	137	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	149	0	0	0	4	[]	0	0
2	123456899	133	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	218	149	0	0	0	7	[]	0	1
3	123456899	123	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	218	149	0	0	0	9	[]	0	5
4	123456899	113	19	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	218	149	0	0	0	13	[]	0	7
5	123456899	103	25	11	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	18	[]	0	7
6	123456899	99	25	14	2	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	22	[]	0	7
7	123456899	98	14	24	4	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	23	[]	0	8
8	123456899	84	26	23	7	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	26	[]	0	7
9	123456899	76	26	29	9	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	26	[]	0	7
10	123456899	62	33	31	14	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	28	[]	0	8
11	123456899	49	32	40	19	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	29	[]	0	10
12	123456899	42	27	46	25	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	218	149	0	0	0	30	[]	0	10
13	123456899	42	19	46	32	0	0	0	0	0	0	0	1	0	0	1	0	0	6	1	0	1	1	218	149	0	0	0	30	[]	0	10
14	123456899	42	14	45	38	0	0	0	0	0	0	0	1	0	0	0	1	0	7	1	0	1	1	218	149	0	0	0	30	[]	0	10
15	123456899	35	17	42	45	0	0	0	0	0	0	0	1	0	0	0	1	0	8	1	0	1	1	218	149	0	0	0	30	[]	0	11
16	123456899	30	17	39	53	0	0	0	0	0	0	0	1	0	0	0	1	0	12	1	0	1	1	218	149	0	0	0	31	[]	0	11
17	123456899	24	15	40	60	0	0	0	0	0	0	0	1	0	0	0	1	0	12	1	0	1	1	218	149	0	0	0	31	[]	0	11
18	123456899	21	16	38	62	0	0	0	0	0	0	1	1	0	0	1	1	0	14	2	0	2	2	218	149	0	0	0	31	[]	0	11
19	123456899	17	14	40	67	0	0	0	0	0	0	1	0	0	0	1	1	0	15	2	0	2	2	218	149	0	0	0	31	[]	0	12
20	123456899	16	12	34	76	0	0	0	0	0	0	1	0	0	0	1	1	0	15	2	0	2	2	218	149	0	0	0	32	[]	0	11
21	123456899	16	9	33	79	0	0	0	0	0	0	2	0	0	0	1	1	0	16	2	0	3	2	218	149	0	0	0	32	[]	0	10
22	123456899	15	8	29	84	0	0	0	0	0	0	2	0	0	0	2	1	0	17	3	0	3	3	218	149	0	0	0	32	[]	0	11
23	123456899	9	11	28	88	0	0	0	0	0	0	2	0	0	0	2	1	0	17	3	0	3	3	218	149	0	0	0	33	[]	0	11
24	123456899	9	9	24	93	0	0	0	0	0	0	2	0	0	0	3	1	0	20	4	0	3	4	218	149	0	0	0	33	[]	0	11
25	123456899	8	9	21	97	0	0	0	0	0	0	2	0	0	0	3	1	0	21	4	0	3	4	218	149	0	0	0	33	[]	0	11
26	123456899	7	8	16	103	0	0	0	0	0	0	2	0	0	0	3	2	0	21	5	0	3	5	218	149	0	0	0	33	[]	0	9
27	123456899	7	3	20	105	0	0	0	0	0	0	2	0	0	0	3	1	0	21	5	0	3	5	218	149	0	0	0	33	[]	0	10
28	123456899	7	2	16	109	0	0	0	0	0	0	3	0	0	0	3	1	0	25	5	0	4	5	218	149	0	0	0	33	[]	0	10
29	123456899	6	3	16	109	0	0	0	0	0	0	3	0	0	0	3	1	0	26	5	0	4	5	218	149	0	0	0	33	[]	0	10
30	123456899	4	4	14	112	0	0	0	0	0	0	2	1	0	0	3	1	0	27	5	0	4	5	218	149	0	0	0	33	[]	0	10
31	123456899	4	2	13	115	0	0	0	0	0	0	2	1	0	0	3	1	0	29	5	0	4	5	218	149	0	0	0	33	[]	0	9
32	123456899	3	2	12	118	0	0	0	0	0	0	2	1	0	0	3	0	0	31	5	0	5	5	218	149	0	0	0	33	[]	0	8
33	123456899	2	3	9	121	0	0	0	0	0	0	2	1	0	0	3	0	0	32	5	0	5	5	218	149	0	0	0	33	[]	0	7
34	123456899	2	2	8	123	0	0	0	0	0	0	2	1	0	0	2	1	0	33	5	0	5	5	218	149	0	0	0	33	[]	0	6
35	123456899	2	0	9	125	0	0	0	0	0	0	1	1	0	0	2	1	0	33	5	0	5	5	218	149	0	0	0	33	[]	0	5
36	123456899	2	0	5	130	0	0	0	0	0	0	1	1	0	0	1	1	0	34	5	0	5	5	218	149	0	0	0	33	[]	0	5
37	123456899	2	0	4	131	0	0	0	0	0	0	1	1	0	0	1	1	0	35	5	0	5	5	218	149	0	0	0	33	[]	0	5
38	123456899	1	1	4	132	0	0	0	0	0	0	1	1	0	0	0	1	0	35	5	0	5	5	218	149	0	0	0	33	[]	0	4
39	123456899	1	1	3	133	0	0	0	0	0	0	1	1	0	0	0	1	0	35	5	0	5	5	218	149	0	0	0	33	[]	0	3
40	123456899	1	1	3	134	0	0	0	0	0	0	1	1	0	0	0	0	0	35	5	0	5	5	218	149	0	0	0	33	[]	0	3
41	123456899	1	1	2	134	0	0	0	0	0	0	1	1	0	0	1	0	0	36	6	0	5	6	218	149	0	0	0	33	[]	0	3
42	123456899	1	1	2	135	0	0	0	0	0	0	1	0	0	0	1	0	0	37	6	0	5	6	218	149	0	0	0	33	[]	0	3
43	123456899	1	0	2	136	0	0	0	0	0	0	1	0	0	0	1	0	0	37	6	0	5	6	218	149	0	0	0	33	[]	0	3
44	123456899	1	0	2	136	0	0	0	0	0	0	1	0	0	0	1	0	0	37	6	0	5	6	218	149	0	0	0	33	[]	0	3
45	123456899	1	0	2	136	0	0	0	0	0	0	0	1	0	0	1	0	0	38	6	0	5	6	218	149	0	0	0	33	[]	0	3
46	123456899	1	0	2	137	0	0	0	0	0	0	0	0	0	0	1	0	0	38	6	0	5	6	218	149	0	0	0	33	[]	0	3
47	123456899	1	0	2	137	0	0	0	0	0	0	0	0	0	0	1	0	0	38	6	0	5	6	218	149	0	0	0	33	[]	0	3
48	123456899	1	0	1	138	0	0	0	0	0	0	0	0	0	0	1	0	0	39	6	0	5	6	218	149	0	0	0	33	[]	0	2
49	123456899	1	0	1	138	0	0	0	0	0	0	0	0	0	0	1	0	0	42	6	0	5	6	218	149	0	0	0	33	[]	0	2
50	123456899	1	0	1	138	0	0	0	0	0	0	0	0	0	0	1	0	0	42	6	0	5	6	218	149	0	0	0	33	[]	0	2
51	123456899	1	0	1	138	0	0	0	0	0	0	0	0	0	0	1	0	0	43	6	0	5	6	218	149	0	0	0	33	[]	0	2
52	123456899	0	1	1	138	0	0	0	0	0	0	0	0	0	0	1	0	0	45	6	0	5	6	218	149	0	0	0	34	[]	0	2
53	123456899	0	1	0	139	0	0	0	0	0	0	0	0	0	0	1	0	0	45	6	0	5	6	218	149	0	0	0	34	[]	0	1
54	123456899	0	1	0	139	0	0	0	0	0	0	0	0	0	0	0	1	0	47	6	0	5	6	218	149	0	0	0	34	[]	0	0
55	123456899	0	1	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	48	6	0	5	6	218	149	0	0	0	34	[]	0	0
56	123456899	0	1	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	49	6	0	5	6	218	149	0	0	0	34	[]	0	0
57	123456899	0	1	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	49	6	0	5	6	218	149	0	0	0	34	[]	0	0
58	123456899	0	1	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	50	6	0	5	6	218	149	0	0	0	34	[]	0	0
59	123456899	0	0	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	51	6	0	5	6	218	149	0	0	0	34	[]	0	0
60	123456899	0	0	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	51	6	0	5	6	218	149	0	0	0	34	[]	0	0
