,day,cumulative_infected,type,type_pretty
105,46.0,84.8081,Total infected,10%
106,47.0,86.44440000000003,Total infected,10%
107,48.0,88.3838,Total infected,10%
108,49.0,89.6667,Total infected,10%
109,50.0,90.697,Total infected,10%
110,51.0,91.7071,Total infected,10%
111,52.0,93.0303,Total infected,10%
112,53.0,94.4747,Total infected,10%
113,54.0,95.9191,Total infected,10%
114,55.0,97.7575,Total infected,10%
115,56.0,98.89889999999998,Total infected,10%
116,57.0,100.0504,Total infected,10%
117,58.0,100.9294,Total infected,10%
118,59.0,101.8687,Total infected,10%
119,60.0,102.95960000000001,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.04040000000000532,Total infected,40%
122,3.0,0.15149999999999864,Total infected,40%
123,4.0,0.30299999999999727,Total infected,40%
124,5.0,0.5960000000000036,Total infected,40%
125,6.0,0.9697000000000173,Total infected,40%
126,7.0,1.2525000000000261,Total infected,40%
127,8.0,1.495000000000033,Total infected,40%
128,9.0,1.7878999999999792,Total infected,40%
129,10.0,2.282900000000012,Total infected,40%
130,11.0,2.909099999999995,Total infected,40%
131,12.0,3.656599999999969,Total infected,40%
132,13.0,4.777900000000017,Total infected,40%
133,14.0,5.515099999999961,Total infected,40%
134,15.0,6.100999999999971,Total infected,40%
135,16.0,6.848500000000001,Total infected,40%
136,17.0,7.707100000000025,Total infected,40%
137,18.0,8.646500000000003,Total infected,40%
138,19.0,9.828299999999984,Total infected,40%
139,20.0,11.131399999999985,Total infected,40%
140,21.0,12.222200000000015,Total infected,40%
141,22.0,13.060599999999994,Total infected,40%
142,23.0,14.040300000000002,Total infected,40%
143,24.0,15.070699999999988,Total infected,40%
144,25.0,16.131299999999996,Total infected,40%
145,26.0,17.636399999999995,Total infected,40%
146,27.0,19.131299999999996,Total infected,40%
147,28.0,20.262600000000006,Total infected,40%
148,29.0,21.01009999999998,Total infected,40%
149,30.0,21.909099999999995,Total infected,40%
150,31.0,22.858499999999992,Total infected,40%
151,32.0,23.939400000000006,Total infected,40%
152,33.0,25.090999999999994,Total infected,40%
153,34.0,26.38390000000001,Total infected,40%
154,35.0,27.34350000000002,Total infected,40%
155,36.0,28.09090000000002,Total infected,40%
156,37.0,28.888800000000018,Total infected,40%
157,38.0,29.777900000000002,Total infected,40%
158,39.0,30.868800000000007,Total infected,40%
159,40.0,31.888900000000007,Total infected,40%
160,41.0,33.0607,Total infected,40%
161,42.0,34.1212,Total infected,40%
162,43.0,34.798000000000016,Total infected,40%
163,44.0,35.63640000000001,Total infected,40%
164,45.0,36.46470000000001,Total infected,40%
165,46.0,37.444599999999994,Total infected,40%
166,47.0,38.525300000000016,Total infected,40%
167,48.0,39.6768,Total infected,40%
168,49.0,40.64660000000001,Total infected,40%
169,50.0,41.50500000000001,Total infected,40%
170,51.0,42.2727,Total infected,40%
171,52.0,42.969800000000006,Total infected,40%
172,53.0,43.959599999999995,Total infected,40%
173,54.0,44.959599999999995,Total infected,40%
174,55.0,46.22219999999999,Total infected,40%
175,56.0,47.0707,Total infected,40%
176,57.0,47.7676,Total infected,40%
177,58.0,48.4243,Total infected,40%
178,59.0,49.11110000000001,Total infected,40%
179,60.0,50.01019999999998,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.02020000000000266,Total infected,70%
182,3.0,0.04040000000000532,Total infected,70%
183,4.0,0.1413999999999902,Total infected,70%
184,5.0,0.22230000000000416,Total infected,70%
185,6.0,0.3031000000000006,Total infected,70%
186,7.0,0.3738000000000028,Total infected,70%
187,8.0,0.4142000000000081,Total infected,70%
188,9.0,0.5253000000000014,Total infected,70%
189,10.0,0.6566000000000116,Total infected,70%
190,11.0,0.8383000000000038,Total infected,70%
191,12.0,1.0302999999999969,Total infected,70%
192,13.0,1.313200000000009,Total infected,70%
193,14.0,1.4242999999999881,Total infected,70%
194,15.0,1.4646999999999935,Total infected,70%
195,16.0,1.5960000000000036,Total infected,70%
196,17.0,1.7676999999999907,Total infected,70%
197,18.0,1.9495000000000005,Total infected,70%
198,19.0,2.1515999999999877,Total infected,70%
199,20.0,2.4545999999999992,Total infected,70%
200,21.0,2.5960000000000036,Total infected,70%
201,22.0,2.7878000000000043,Total infected,70%
202,23.0,3.040300000000002,Total infected,70%
203,24.0,3.292899999999989,Total infected,70%
204,25.0,3.5252000000000123,Total infected,70%
205,26.0,3.8282999999999987,Total infected,70%
206,27.0,4.191900000000004,Total infected,70%
207,28.0,4.383800000000008,Total infected,70%
208,29.0,4.5959,Total infected,70%
209,30.0,4.838399999999993,Total infected,70%
210,31.0,5.090900000000005,Total infected,70%
211,32.0,5.333300000000008,Total infected,70%
212,33.0,5.626199999999997,Total infected,70%
213,34.0,5.989900000000006,Total infected,70%
214,35.0,6.2727,Total infected,70%
215,36.0,6.484799999999993,Total infected,70%
216,37.0,6.757500000000007,Total infected,70%
217,38.0,7.020200000000017,Total infected,70%
218,39.0,7.302999999999997,Total infected,70%
219,40.0,7.5959,Total infected,70%
220,41.0,7.9291999999999945,Total infected,70%
221,42.0,8.090800000000002,Total infected,70%
222,43.0,8.2222,Total infected,70%
223,44.0,8.494900000000008,Total infected,70%
224,45.0,8.767600000000002,Total infected,70%
225,46.0,8.979800000000004,Total infected,70%
226,47.0,9.282800000000009,Total infected,70%
227,48.0,9.525200000000005,Total infected,70%
228,49.0,9.6969,Total infected,70%
229,50.0,9.858500000000006,Total infected,70%
230,51.0,10.060499999999998,Total infected,70%
231,52.0,10.292900000000003,Total infected,70%
232,53.0,10.535300000000007,Total infected,70%
233,54.0,10.77770000000001,Total infected,70%
234,55.0,11.0606,Total infected,70%
235,56.0,11.242400000000004,Total infected,70%
236,57.0,11.414100000000005,Total infected,70%
237,58.0,11.525300000000001,Total infected,70%
238,59.0,11.767699999999998,Total infected,70%
239,60.0,12.0302,Total infected,70%
