,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.3507,Infected,0%
3,3.0,4.162399999999999,Infected,0%
4,4.0,8.8998,Infected,0%
5,5.0,16.246499999999997,Infected,0%
6,6.0,26.483,Infected,0%
7,7.0,32.8076,Infected,0%
8,8.0,36.462900000000005,Infected,0%
9,9.0,41.120200000000004,Infected,0%
10,10.0,46.5591,Infected,0%
11,11.0,52.609100000000005,Infected,0%
12,12.0,58.196400000000004,Infected,0%
13,13.0,63.1563,Infected,0%
14,14.0,63.5431,Infected,0%
15,15.0,61.8838,Infected,0%
16,16.0,59.430899999999994,Infected,0%
17,17.0,56.1142,Infected,0%
18,18.0,52.1984,Infected,0%
19,19.0,48.17829999999999,Infected,0%
20,20.0,43.7294,Infected,0%
21,21.0,39.34069999999999,Infected,0%
22,22.0,29.494999999999997,Infected,0%
23,23.0,26.7655,Infected,0%
24,24.0,24.3147,Infected,0%
25,25.0,22.284699999999997,Infected,0%
26,26.0,20.8537,Infected,0%
27,27.0,19.042099999999998,Infected,0%
28,28.0,17.943900000000003,Infected,0%
29,29.0,11.2305,Infected,0%
30,30.0,12.0863,Infected,0%
31,31.0,13.3788,Infected,0%
32,32.0,14.967899999999998,Infected,0%
33,33.0,16.589199999999998,Infected,0%
34,34.0,18.2685,Infected,0%
35,35.0,19.008000000000003,Infected,0%
36,36.0,18.152299999999997,Infected,0%
37,37.0,18.4189,Infected,0%
38,38.0,18.477,Infected,0%
39,39.0,18.6493,Infected,0%
40,40.0,18.791600000000003,Infected,0%
41,41.0,18.9358,Infected,0%
42,42.0,18.214399999999998,Infected,0%
43,43.0,16.4149,Infected,0%
44,44.0,15.6814,Infected,0%
45,45.0,14.8857,Infected,0%
46,46.0,14.2164,Infected,0%
47,47.0,13.5631,Infected,0%
48,48.0,12.705499999999999,Infected,0%
49,49.0,11.781699999999999,Infected,0%
50,50.0,9.480999999999998,Infected,0%
51,51.0,9.100200000000001,Infected,0%
52,52.0,8.911800000000001,Infected,0%
53,53.0,8.691399999999998,Infected,0%
54,54.0,8.6674,Infected,0%
55,55.0,8.5071,Infected,0%
56,56.0,8.2424,Infected,0%
57,57.0,6.9398,Infected,0%
58,58.0,6.8056,Infected,0%
59,59.0,6.7796,Infected,0%
60,60.0,6.769599999999999,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,1.2004,Infected,10%
64,3.0,3.5610999999999997,Infected,10%
65,4.0,7.657399999999999,Infected,10%
66,5.0,13.7194,Infected,10%
67,6.0,21.875700000000002,Infected,10%
68,7.0,26.847799999999996,Infected,10%
69,8.0,30.1824,Infected,10%
70,9.0,34.4529,Infected,10%
71,10.0,39.481,Infected,10%
72,11.0,45.3948,Infected,10%
73,12.0,50.8577,Infected,10%
74,13.0,55.6733,Infected,10%
75,14.0,56.6453,Infected,10%
76,15.0,55.2906,Infected,10%
77,16.0,52.976000000000006,Infected,10%
78,17.0,50.3086,Infected,10%
79,18.0,47.447,Infected,10%
80,19.0,44.5412,Infected,10%
81,20.0,41.128299999999996,Infected,10%
82,21.0,37.4449,Infected,10%
83,22.0,29.521,Infected,10%
84,23.0,26.909800000000004,Infected,10%
85,24.0,24.4329,Infected,10%
86,25.0,22.3126,Infected,10%
87,26.0,20.519000000000002,Infected,10%
88,27.0,18.3307,Infected,10%
89,28.0,17.2346,Infected,10%
90,29.0,10.3307,Infected,10%
91,30.0,10.7775,Infected,10%
92,31.0,11.6713,Infected,10%
93,32.0,12.6715,Infected,10%
94,33.0,13.9619,Infected,10%
95,34.0,15.166400000000001,Infected,10%
96,35.0,15.769499999999999,Infected,10%
97,36.0,14.685400000000001,Infected,10%
98,37.0,14.998,Infected,10%
99,38.0,15.274600000000001,Infected,10%
100,39.0,15.388900000000001,Infected,10%
101,40.0,15.6353,Infected,10%
102,41.0,15.941999999999998,Infected,10%
103,42.0,15.6593,Infected,10%
104,43.0,14.490900000000002,Infected,10%
105,44.0,14.0099,Infected,10%
106,45.0,13.563199999999998,Infected,10%
107,46.0,13.0481,Infected,10%
108,47.0,12.459000000000001,Infected,10%
109,48.0,12.013900000000001,Infected,10%
110,49.0,11.5771,Infected,10%
111,50.0,9.6612,Infected,10%
112,51.0,9.3406,Infected,10%
113,52.0,8.8977,Infected,10%
114,53.0,8.6493,Infected,10%
115,54.0,8.4709,Infected,10%
116,55.0,8.400799999999998,Infected,10%
117,56.0,8.1483,Infected,10%
118,57.0,6.8738,Infected,10%
119,58.0,6.7575,Infected,10%
120,59.0,6.609100000000001,Infected,10%
121,60.0,6.6132,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.8417,Infected,40%
125,3.0,2.2724999999999995,Infected,40%
126,4.0,4.489,Infected,40%
127,5.0,7.6994,Infected,40%
128,6.0,11.623199999999999,Infected,40%
129,7.0,14.3427,Infected,40%
130,8.0,16.1082,Infected,40%
131,9.0,18.6133,Infected,40%
132,10.0,21.7153,Infected,40%
133,11.0,25.4509,Infected,40%
134,12.0,28.988,Infected,40%
135,13.0,32.3306,Infected,40%
136,14.0,33.7454,Infected,40%
137,15.0,33.38869999999999,Infected,40%
138,16.0,33.2023,Infected,40%
139,17.0,32.6493,Infected,40%
140,18.0,32.1263,Infected,40%
141,19.0,31.260500000000004,Infected,40%
142,20.0,30.484999999999996,Infected,40%
143,21.0,29.048099999999998,Infected,40%
144,22.0,25.3808,Infected,40%
