day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457001	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457001	229	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	11	[]	0	0
2	123457001	214	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	21	[]	0	2
3	123457001	191	40	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	31	[]	0	7
4	123457001	151	66	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	40	[]	0	11
5	123457001	93	74	32	1	14	16	6	2	0	0	0	0	0	0	2	0	38	6	2	6	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	[1A 2B]	2	11
6	123457001	82	60	53	5	14	12	8	4	0	0	0	0	0	0	2	0	38	6	2	6	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	61	[1A 2B]	2	11
7	123457001	79	45	62	14	14	8	10	6	0	0	0	0	0	0	2	0	38	7	2	6	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	64	[1A 2B]	2	12
8	123457001	36	67	60	17	22	8	18	9	0	0	0	0	0	0	3	0	57	7	3	13	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	67	[1A 2B 2D]	3	12
9	123457001	12	70	71	27	22	6	17	12	0	0	0	0	0	0	3	0	57	7	3	13	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D]	3	12
10	123457001	5	55	69	31	22	7	25	22	0	0	1	0	0	0	3	0	76	8	3	19	1	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C]	4	12
11	123457001	3	34	67	36	23	9	31	32	0	0	2	0	0	0	0	3	95	9	3	24	2	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B]	5	12
12	123457001	0	15	50	35	24	18	51	40	0	0	3	0	0	0	1	3	133	10	4	45	3	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C]	7	12
13	123457001	0	9	49	42	24	15	52	42	0	0	3	0	0	0	0	4	133	10	4	45	3	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C]	7	12
14	123457001	0	8	43	49	24	12	48	49	0	0	3	0	0	0	0	4	133	10	4	45	3	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C]	7	12
15	123457001	0	6	28	46	24	9	59	60	0	0	1	2	0	0	1	4	152	10	5	57	3	5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C 1B]	8	12
16	123457001	0	4	27	49	24	6	51	71	0	0	1	2	0	0	1	4	152	10	5	57	3	5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C 1B]	8	12
17	123457001	0	2	20	38	24	6	50	91	0	0	1	2	0	0	2	4	171	10	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C 1B 3D]	9	12
18	123457001	0	1	18	41	24	4	47	96	0	0	0	3	0	0	2	4	171	11	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[1A 2B 2D 1C 3B 1D 3C 1B 3D]	9	12
19	123457001	14	1	16	69	10	4	35	84	0	0	0	3	0	0	2	2	171	11	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	73	[2D 1C 3B 1D 3C 1B 3D]	7	10
20	123457001	13	2	11	74	10	3	31	89	0	0	0	3	0	0	2	2	171	11	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	74	[2D 1C 3B 1D 3C 1B 3D]	7	10
21	123457001	12	3	9	76	10	2	26	95	0	0	0	3	0	0	2	2	171	12	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	75	[2D 1C 3B 1D 3C 1B 3D]	7	10
22	123457001	20	3	9	88	2	2	22	88	0	0	0	3	0	0	2	1	171	13	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	75	[1C 3B 1D 3C 1B 3D]	6	9
23	123457001	19	3	8	90	2	0	21	91	0	0	0	3	0	0	2	1	171	13	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	76	[1C 3B 1D 3C 1B 3D]	6	9
24	123457001	17	4	7	112	2	0	14	79	0	0	0	2	0	0	2	1	171	14	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	78	[3B 1D 3C 1B 3D]	5	9
25	123457001	17	4	8	131	1	0	11	64	0	0	0	1	0	0	2	1	171	14	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	79	[1D 3C 1B 3D]	4	9
26	123457001	17	2	10	171	0	0	3	35	0	0	0	0	0	0	2	0	171	14	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	79	[1B 3D]	2	6
27	123457001	17	2	9	172	0	0	3	35	0	0	0	0	0	0	2	0	171	14	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	79	[1B 3D]	2	6
28	123457001	17	1	8	174	0	0	3	35	0	0	0	0	0	0	2	0	171	16	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	79	[1B 3D]	2	6
29	123457001	15	3	6	196	0	0	2	17	0	0	0	0	0	0	1	0	171	17	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	81	[3D]	1	5
30	123457001	13	5	5	197	0	0	2	17	0	0	0	0	0	0	1	0	171	18	6	62	3	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	83	[3D]	1	4
31	123457001	12	4	6	217	0	0	0	0	0	0	0	0	0	0	1	0	190	19	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	83	[]	0	5
32	123457001	11	4	4	220	0	0	0	0	0	0	0	0	0	0	1	0	190	19	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	84	[]	0	4
33	123457001	10	5	4	220	0	0	0	0	0	0	0	0	0	0	0	1	190	19	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	84	[]	0	3
34	123457001	9	4	6	220	0	0	0	0	0	0	0	0	0	0	0	1	190	19	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	85	[]	0	3
35	123457001	9	4	5	221	0	0	0	0	0	0	0	0	0	0	0	1	190	19	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	85	[]	0	3
36	123457001	9	1	8	221	0	0	0	0	0	0	0	0	0	0	0	1	209	21	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	85	[]	0	4
37	123457001	7	3	8	221	0	0	0	0	0	0	0	0	0	0	0	1	209	21	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	85	[]	0	4
38	123457001	3	7	6	223	0	0	0	0	0	0	0	0	0	0	0	1	209	23	7	62	3	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	85	[]	0	3
39	123457001	1	5	5	208	1	1	1	16	0	0	0	0	0	0	1	1	228	23	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	86	[2D]	1	3
40	123457001	1	4	5	209	1	0	2	16	0	0	0	0	0	0	1	1	228	24	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	86	[2D]	1	4
41	123457001	0	3	6	210	1	0	1	17	0	0	0	0	0	0	1	1	228	25	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	4
42	123457001	0	1	7	211	1	0	1	17	0	0	0	0	0	0	1	1	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	5
43	123457001	0	1	6	212	1	0	1	17	0	0	0	0	0	0	1	1	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	5
44	123457001	0	1	5	213	1	0	1	17	0	0	0	0	0	0	1	1	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	5
45	123457001	0	1	4	215	1	0	0	18	0	0	0	0	0	0	1	0	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	4
46	123457001	0	1	3	216	1	0	0	18	0	0	0	0	0	0	1	0	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	4
47	123457001	0	0	4	216	1	0	0	18	0	0	0	0	0	0	1	0	228	26	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	4
48	123457001	0	0	4	216	1	0	0	18	0	0	0	0	0	0	0	1	228	27	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	3
49	123457001	0	0	3	217	1	0	0	18	0	0	0	0	0	0	0	1	228	29	8	63	3	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	87	[2D]	1	3
