day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457267	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457267	66	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	[]	0	0
2	123457267	65	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	206	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	[]	0	5
3	123457267	64	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	196	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	22	[]	0	6
4	123457267	60	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	189	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	25	[]	0	7
5	123457267	53	11	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	183	20	14	1	0	0	0	0	0	0	0	0	0	0	0	0	30	[]	0	7
6	123457267	51	11	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	180	18	18	2	0	0	0	0	0	0	0	0	0	0	0	0	35	[]	0	7
7	123457267	50	8	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	178	14	20	6	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	8
8	123457267	49	7	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	174	16	19	9	0	0	0	0	0	0	0	0	0	0	0	0	41	[]	0	8
9	123457267	44	11	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	167	21	17	13	0	0	0	0	0	0	0	0	0	0	0	0	41	[]	0	8
10	123457267	40	11	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	155	26	23	14	0	0	0	0	0	0	0	0	0	0	0	0	45	[]	0	10
11	123457267	35	15	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	148	24	31	15	0	0	0	0	0	0	0	0	0	0	0	0	47	[]	0	10
12	123457267	27	18	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	2	139	28	34	15	0	0	0	0	0	0	0	0	0	0	2	0	53	[]	0	10
13	123457267	26	12	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	2	138	23	37	18	0	0	0	0	0	0	0	0	0	0	2	0	55	[]	0	12
14	123457267	25	10	24	12	0	0	0	0	0	0	0	0	0	0	1	0	0	9	3	0	0	3	134	21	37	24	0	0	0	0	0	0	0	0	0	0	2	0	60	[]	0	12
15	123457267	21	9	27	14	0	0	0	0	0	0	0	0	0	0	1	0	0	9	3	0	0	3	125	25	40	26	0	0	0	0	0	0	0	0	0	0	2	0	61	[]	0	12
16	123457267	15	15	21	20	0	0	0	0	0	0	0	0	0	0	1	0	0	10	3	0	0	3	114	31	44	27	0	0	0	0	0	0	0	0	0	0	2	0	65	[]	0	12
17	123457267	15	14	19	22	0	0	0	0	0	0	0	0	0	0	2	0	0	10	5	0	0	5	100	37	45	33	0	0	0	0	0	0	0	0	0	0	3	0	65	[]	0	12
18	123457267	11	13	20	25	0	0	0	0	0	0	0	0	0	0	2	1	0	10	6	0	0	6	92	37	49	37	0	0	0	0	0	0	0	0	0	0	3	0	67	[]	0	12
19	123457267	11	12	20	26	0	0	0	0	0	0	0	0	0	0	2	1	0	11	7	0	0	7	85	40	48	41	0	0	0	0	0	0	0	0	0	0	4	0	68	[]	0	12
20	123457267	11	10	20	28	0	0	0	0	0	0	0	0	0	0	1	2	0	12	7	0	0	7	84	25	56	49	0	0	0	0	0	0	0	0	0	0	4	0	69	[]	0	12
21	123457267	8	11	18	31	0	0	0	0	0	0	0	0	0	0	1	3	0	12	8	0	0	8	82	20	58	54	0	0	0	0	0	0	0	0	0	0	2	2	74	[]	0	12
22	123457267	5	12	18	33	0	0	0	0	0	0	0	0	0	0	0	4	0	12	8	0	0	8	77	20	58	59	0	0	0	0	0	0	0	0	0	0	2	2	76	[]	0	12
23	123457267	4	9	20	35	0	0	0	0	0	0	0	0	0	0	0	4	0	12	8	0	0	8	71	17	63	63	0	0	0	0	0	0	0	0	0	0	2	2	78	[]	0	12
24	123457267	4	7	19	38	0	0	0	0	0	0	0	0	0	0	0	4	0	12	9	0	0	9	63	23	55	72	0	0	0	0	0	0	0	0	0	0	2	3	81	[]	0	12
25	123457267	1	9	17	41	0	0	0	0	0	0	0	0	0	0	0	4	0	12	9	0	0	9	58	18	57	80	0	0	0	0	0	0	0	0	0	0	2	3	85	[]	0	12
26	123457267	1	6	17	44	0	0	0	0	0	0	0	0	0	0	0	4	0	12	9	0	0	9	53	22	49	91	0	0	0	0	0	0	0	0	0	0	2	1	85	[]	0	12
27	123457267	1	5	14	47	0	0	0	0	0	0	1	0	0	0	0	4	0	13	9	0	1	9	53	18	45	99	0	0	0	0	0	0	0	0	0	0	2	1	85	[]	0	11
28	123457267	1	4	13	50	0	0	0	0	0	0	1	0	0	0	0	3	0	15	9	0	1	9	52	14	38	111	0	0	0	0	0	0	0	0	0	0	2	1	86	[]	0	11
29	123457267	1	4	12	51	0	0	0	0	0	0	1	0	0	0	0	3	0	16	10	0	1	10	50	9	40	115	0	0	0	0	0	0	0	0	0	0	3	1	86	[]	0	11
30	123457267	1	4	10	53	0	0	0	0	0	0	1	0	0	0	0	3	0	16	10	0	1	10	45	13	34	122	0	0	0	0	0	0	0	0	0	0	3	1	87	[]	0	11
31	123457267	1	2	10	56	0	0	0	0	0	0	1	0	0	0	0	2	0	17	11	0	1	11	44	11	31	128	0	0	0	0	0	0	0	0	0	0	4	0	87	[]	0	11
32	123457267	1	2	10	57	0	0	0	0	0	0	0	1	0	0	0	1	0	18	12	0	1	12	41	12	28	132	0	0	0	0	0	0	0	0	0	0	4	1	88	[]	0	10
33	123457267	1	2	9	58	0	0	0	0	0	0	0	1	0	0	0	1	0	18	12	0	1	12	40	13	24	137	0	0	0	0	0	0	0	0	0	0	3	1	88	[]	0	10
34	123457267	1	1	7	61	0	0	0	0	0	0	0	1	0	0	0	1	0	18	12	0	1	12	40	11	21	142	0	0	0	0	0	0	0	0	0	0	2	2	88	[]	0	10
35	123457267	0	2	7	62	0	0	0	0	0	0	0	1	0	0	0	0	0	19	12	0	1	12	40	6	23	145	0	0	0	0	0	0	0	0	0	0	2	2	89	[]	0	11
36	123457267	0	1	8	62	0	0	0	0	0	0	0	1	0	0	0	0	0	19	12	0	1	12	39	4	23	148	0	0	0	0	0	0	0	0	0	0	2	2	89	[]	0	11
37	123457267	0	0	9	62	0	0	0	0	0	0	0	1	0	0	0	0	0	20	12	0	1	12	38	3	21	152	0	0	0	0	0	0	0	0	0	0	2	2	89	[]	0	10
38	123457267	0	0	7	63	0	0	0	0	0	0	0	1	0	0	1	0	0	20	13	0	1	13	34	6	22	153	0	0	0	0	0	0	0	0	0	0	2	1	89	[]	0	10
39	123457267	0	0	6	64	0	0	0	0	0	0	0	1	0	0	1	0	0	20	13	0	1	13	33	5	20	157	0	0	0	0	0	0	0	0	0	0	2	1	89	[]	0	10
40	123457267	0	0	5	65	0	0	0	0	0	0	0	1	0	0	1	0	0	20	13	0	1	13	33	4	16	162	0	0	0	0	0	0	0	0	0	0	2	1	89	[]	0	10
41	123457267	0	0	4	67	0	0	0	0	0	0	0	0	0	0	1	0	0	22	13	0	1	13	33	4	14	164	0	0	0	0	0	0	0	0	0	0	2	1	89	[]	0	10
42	123457267	0	0	3	67	0	0	0	0	0	0	0	0	0	0	2	0	0	23	14	0	1	14	32	5	12	166	0	0	0	0	0	0	0	0	0	0	2	1	90	[]	0	9
43	123457267	0	0	2	68	0	0	0	0	0	0	0	0	0	0	2	0	0	25	14	0	1	14	32	3	12	169	0	0	0	0	0	0	0	0	0	0	1	1	90	[]	0	7
44	123457267	0	0	2	68	0	0	0	0	0	0	0	0	0	0	2	0	0	26	14	0	1	14	32	1	12	171	0	0	0	0	0	0	0	0	0	0	1	1	90	[]	0	7
45	123457267	0	0	2	68	0	0	0	0	0	0	0	0	0	0	2	0	0	26	14	0	1	14	30	3	9	175	0	0	0	0	0	0	0	0	0	0	1	0	91	[]	0	6
46	123457267	0	0	1	68	0	0	0	0	0	0	0	0	0	0	3	0	0	27	15	0	1	15	30	2	8	178	0	0	0	0	0	0	0	0	0	0	0	0	91	[]	0	6
47	123457267	0	0	0	68	0	0	0	0	0	0	1	0	0	0	3	0	0	29	15	0	2	15	30	2	7	179	0	0	0	0	0	0	0	0	0	0	0	0	91	[]	0	5
48	123457267	0	0	0	68	0	0	0	0	0	0	1	0	0	0	3	0	0	31	15	0	2	15	30	1	6	181	0	0	0	0	0	0	0	0	0	0	0	0	91	[]	0	3
49	123457267	0	0	0	68	0	0	0	0	0	0	1	0	0	0	3	0	0	32	15	0	2	15	30	1	3	184	0	0	0	0	0	0	0	0	0	0	0	0	91	[]	0	3
50	123457267	0	0	0	68	0	0	0	0	0	0	0	1	0	0	3	0	0	33	15	0	2	15	30	1	3	184	0	0	0	0	0	0	0	0	0	0	0	0	91	[]	0	3
51	123457267	0	0	0	68	0	0	0	0	0	0	0	1	0	0	3	0	0	33	15	0	2	15	29	2	3	184	0	0	0	0	0	0	0	0	0	0	0	0	92	[]	0	3
52	123457267	0	0	0	69	0	0	0	0	0	0	0	1	0	0	1	1	0	35	15	0	2	15	29	2	2	185	0	0	0	0	0	0	0	0	0	0	0	0	92	[]	0	2
53	123457267	0	0	0	69	0	0	0	0	0	0	0	1	0	0	1	1	0	35	15	0	2	15	28	3	1	186	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
54	123457267	0	0	0	69	0	0	0	0	0	0	0	1	0	0	1	1	0	35	15	0	2	15	28	3	0	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
55	123457267	0	0	0	69	0	0	0	0	0	0	0	1	0	0	0	2	0	35	15	0	2	15	28	2	1	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
56	123457267	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	1	0	36	15	0	2	15	28	2	1	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
57	123457267	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	1	0	36	15	0	2	15	28	1	2	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
58	123457267	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	1	0	37	15	0	2	15	28	1	2	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
59	123457267	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	1	0	38	15	0	2	15	28	1	2	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
60	123457267	0	0	0	71	0	0	0	0	0	0	0	1	0	0	0	0	0	39	15	0	2	15	28	1	2	187	0	0	0	0	0	0	0	0	0	0	0	0	93	[]	0	1
