,day,final_infected,type_pretty
60,60,273,0%
121,60,262,0%
182,60,275,0%
243,60,265,0%
304,60,270,0%
365,60,267,0%
426,60,271,0%
487,60,263,0%
548,60,267,0%
609,60,271,0%
670,60,270,0%
731,60,272,0%
792,60,267,0%
853,60,272,0%
914,60,272,0%
975,60,270,0%
1036,60,269,0%
1097,60,272,0%
1158,60,265,0%
1219,60,269,0%
1280,60,261,0%
1341,60,266,0%
1402,60,272,0%
1463,60,265,0%
1524,60,261,0%
1585,60,265,0%
1646,60,270,0%
1707,60,266,0%
1768,60,276,0%
1829,60,270,0%
1890,60,266,0%
1951,60,272,0%
2012,60,273,0%
2073,60,267,0%
2134,60,265,0%
2195,60,270,0%
2256,60,275,0%
2317,60,268,0%
2378,60,271,0%
2439,60,275,0%
2500,60,269,0%
2561,60,270,0%
2622,60,267,0%
2683,60,268,0%
2744,60,265,0%
2805,60,268,0%
2866,60,269,0%
2927,60,275,0%
2988,60,274,0%
3049,60,270,0%
3110,60,271,0%
3171,60,270,0%
3232,60,269,0%
3293,60,270,0%
3354,60,267,0%
3415,60,264,0%
3476,60,272,0%
3537,60,274,0%
3598,60,269,0%
3659,60,267,0%
3720,60,270,0%
3781,60,268,0%
3842,60,269,0%
3903,60,269,0%
3964,60,271,0%
4025,60,266,0%
4086,60,275,0%
4147,60,267,0%
4208,60,266,0%
4269,60,274,0%
4330,60,271,0%
4391,60,269,0%
4452,60,274,0%
4513,60,266,0%
4574,60,271,0%
4635,60,269,0%
4696,60,272,0%
4757,60,265,0%
4818,60,263,0%
4879,60,268,0%
4940,60,272,0%
5001,60,267,0%
5062,60,272,0%
5123,60,264,0%
5184,60,272,0%
5245,60,271,0%
5306,60,270,0%
5367,60,270,0%
5428,60,264,0%
5489,60,268,0%
5550,60,269,0%
5611,60,263,0%
5672,60,268,0%
5733,60,270,0%
5794,60,269,0%
5855,60,267,0%
5916,60,270,0%
5977,60,267,0%
6038,60,268,0%
6099,60,271,0%
6160,60,265,0%
6221,60,267,0%
6282,60,268,0%
6343,60,273,0%
6404,60,267,0%
6465,60,264,0%
6526,60,269,0%
6587,60,274,0%
6648,60,269,0%
6709,60,276,0%
6770,60,266,0%
6831,60,266,0%
6892,60,268,0%
6953,60,269,0%
7014,60,266,0%
7075,60,268,0%
7136,60,269,0%
7197,60,269,0%
7258,60,271,0%
7319,60,271,0%
7380,60,262,0%
7441,60,263,0%
7502,60,273,0%
7563,60,266,0%
7624,60,272,0%
7685,60,273,0%
7746,60,271,0%
7807,60,268,0%
7868,60,269,0%
7929,60,269,0%
7990,60,267,0%
8051,60,271,0%
8112,60,269,0%
8173,60,274,0%
8234,60,262,0%
8295,60,270,0%
8356,60,275,0%
8417,60,273,0%
8478,60,269,0%
8539,60,263,0%
8600,60,268,0%
8661,60,264,0%
8722,60,266,0%
8783,60,266,0%
8844,60,266,0%
8905,60,262,0%
8966,60,273,0%
9027,60,273,0%
9088,60,271,0%
9149,60,270,0%
9210,60,260,0%
9271,60,269,0%
