,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,3.4007,Infected,0%
3,3.0,9.7896,Infected,0%
4,4.0,20.2885,Infected,0%
5,5.0,35.3888,Infected,0%
6,6.0,54.04409999999999,Infected,0%
7,7.0,65.47879999999999,Infected,0%
8,8.0,71.42680000000001,Infected,0%
9,9.0,84.6092,Infected,0%
10,10.0,98.044,Infected,0%
11,11.0,108.65729999999999,Infected,0%
12,12.0,114.61730000000001,Infected,0%
13,13.0,116.1564,Infected,0%
14,14.0,113.2625,Infected,0%
15,15.0,107.13029999999999,Infected,0%
16,16.0,100.51899999999999,Infected,0%
17,17.0,93.1883,Infected,0%
18,18.0,85.9019,Infected,0%
19,19.0,78.7735,Infected,0%
20,20.0,71.2124,Infected,0%
21,21.0,63.968,Infected,0%
22,22.0,56.972,Infected,0%
23,23.0,50.6012,Infected,0%
24,24.0,44.7135,Infected,0%
25,25.0,39.6613,Infected,0%
26,26.0,35.1023,Infected,0%
27,27.0,31.1843,Infected,0%
28,28.0,27.4168,Infected,0%
29,29.0,23.8918,Infected,0%
30,30.0,20.901699999999998,Infected,0%
31,31.0,18.2325,Infected,0%
32,32.0,16.144199999999998,Infected,0%
33,33.0,14.1564,Infected,0%
34,34.0,12.511,Infected,0%
35,35.0,11.0,Infected,0%
36,36.0,9.667399999999999,Infected,0%
37,37.0,8.565100000000001,Infected,0%
38,38.0,7.5691999999999995,Infected,0%
39,39.0,6.7355,Infected,0%
40,40.0,5.9178,Infected,0%
41,41.0,5.1764,Infected,0%
42,42.0,4.6312,Infected,0%
43,43.0,4.1082,Infected,0%
44,44.0,3.6453,Infected,0%
45,45.0,3.2825,Infected,0%
46,46.0,2.974,Infected,0%
47,47.0,2.7235,Infected,0%
48,48.0,2.4148,Infected,0%
49,49.0,2.2363999999999997,Infected,0%
50,50.0,2.0441000000000003,Infected,0%
51,51.0,1.8276,Infected,0%
52,52.0,1.6754000000000002,Infected,0%
53,53.0,1.5791,Infected,0%
54,54.0,1.5070000000000001,Infected,0%
55,55.0,1.4008,Infected,0%
56,56.0,1.3286,Infected,0%
57,57.0,1.2606,Infected,0%
58,58.0,1.1883,Infected,0%
59,59.0,1.1643,Infected,0%
60,60.0,1.1241999999999999,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,3.0039999999999996,Infected,10%
64,3.0,8.8777,Infected,10%
65,4.0,17.366799999999998,Infected,10%
66,5.0,30.144299999999998,Infected,10%
67,6.0,46.21650000000001,Infected,10%
68,7.0,56.1282,Infected,10%
69,8.0,61.4449,Infected,10%
70,9.0,73.3166,Infected,10%
71,10.0,86.31269999999999,Infected,10%
72,11.0,97.0961,Infected,10%
73,12.0,104.10019999999999,Infected,10%
74,13.0,107.53710000000001,Infected,10%
75,14.0,105.964,Infected,10%
76,15.0,100.7734,Infected,10%
77,16.0,96.0,Infected,10%
78,17.0,90.39080000000001,Infected,10%
79,18.0,84.3166,Infected,10%
80,19.0,78.29260000000001,Infected,10%
81,20.0,71.9458,Infected,10%
82,21.0,65.2965,Infected,10%
83,22.0,58.53920000000001,Infected,10%
84,23.0,52.426899999999996,Infected,10%
85,24.0,46.9699,Infected,10%
86,25.0,42.0402,Infected,10%
87,26.0,37.6073,Infected,10%
88,27.0,33.39280000000001,Infected,10%
89,28.0,29.679399999999998,Infected,10%
90,29.0,26.158199999999997,Infected,10%
91,30.0,22.9219,Infected,10%
92,31.0,20.378600000000002,Infected,10%
93,32.0,18.0701,Infected,10%
94,33.0,16.055999999999997,Infected,10%
95,34.0,14.2183,Infected,10%
96,35.0,12.629299999999999,Infected,10%
97,36.0,11.2324,Infected,10%
98,37.0,9.895700000000001,Infected,10%
99,38.0,8.7715,Infected,10%
100,39.0,7.913899999999999,Infected,10%
101,40.0,7.0642,Infected,10%
102,41.0,6.3107,Infected,10%
103,42.0,5.7273000000000005,Infected,10%
104,43.0,5.1824,Infected,10%
105,44.0,4.5971,Infected,10%
106,45.0,4.1703,Infected,10%
107,46.0,3.7534999999999994,Infected,10%
108,47.0,3.3387,Infected,10%
109,48.0,3.0621999999999994,Infected,10%
110,49.0,2.8217000000000003,Infected,10%
111,50.0,2.5431999999999997,Infected,10%
112,51.0,2.3345999999999996,Infected,10%
113,52.0,2.1403,Infected,10%
114,53.0,2.0019,Infected,10%
115,54.0,1.9097,Infected,10%
116,55.0,1.7835,Infected,10%
117,56.0,1.6873,Infected,10%
118,57.0,1.6112,Infected,10%
119,58.0,1.529,Infected,10%
120,59.0,1.4289,Infected,10%
121,60.0,1.3787,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,2.1742,Infected,40%
125,3.0,5.7977,Infected,40%
126,4.0,11.300599999999998,Infected,40%
127,5.0,18.300700000000003,Infected,40%
128,6.0,26.8558,Infected,40%
129,7.0,32.6332,Infected,40%
130,8.0,36.3487,Infected,40%
131,9.0,43.2064,Infected,40%
132,10.0,52.10229999999999,Infected,40%
133,11.0,60.1843,Infected,40%
134,12.0,67.1182,Infected,40%
135,13.0,72.58109999999999,Infected,40%
136,14.0,73.7114,Infected,40%
137,15.0,71.8398,Infected,40%
138,16.0,71.0423,Infected,40%
139,17.0,69.8177,Infected,40%
140,18.0,68.4448,Infected,40%
141,19.0,66.5551,Infected,40%
142,20.0,64.1904,Infected,40%
143,21.0,60.503,Infected,40%
144,22.0,56.1544,Infected,40%
