,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.2565,Infected,0%
3,3.0,4.144299999999999,Infected,0%
4,4.0,8.7996,Infected,0%
5,5.0,16.1162,Infected,0%
6,6.0,26.142200000000003,Infected,0%
7,7.0,32.4049,Infected,0%
8,8.0,36.0541,Infected,0%
9,9.0,45.6954,Infected,0%
10,10.0,58.1402,Infected,0%
11,11.0,70.8617,Infected,0%
12,12.0,81.37469999999999,Infected,0%
13,13.0,88.83959999999999,Infected,0%
14,14.0,90.89770000000001,Infected,0%
15,15.0,88.6233,Infected,0%
16,16.0,86.6393,Infected,0%
17,17.0,83.65129999999999,Infected,0%
18,18.0,79.3407,Infected,0%
19,19.0,74.1904,Infected,0%
20,20.0,68.47899999999998,Infected,0%
21,21.0,62.007999999999996,Infected,0%
22,22.0,55.80960000000001,Infected,0%
23,23.0,49.71950000000001,Infected,0%
24,24.0,43.97599999999999,Infected,0%
25,25.0,38.3327,Infected,0%
26,26.0,32.7895,Infected,0%
27,27.0,28.1543,Infected,0%
28,28.0,24.218400000000003,Infected,0%
29,29.0,20.757499999999997,Infected,0%
30,30.0,18.1864,Infected,0%
31,31.0,16.3227,Infected,0%
32,32.0,14.7195,Infected,0%
33,33.0,13.549,Infected,0%
34,34.0,12.5129,Infected,0%
35,35.0,11.6753,Infected,0%
36,36.0,10.5992,Infected,0%
37,37.0,10.016000000000002,Infected,0%
38,38.0,9.5932,Infected,0%
39,39.0,9.264499999999998,Infected,0%
40,40.0,8.9299,Infected,0%
41,41.0,8.519,Infected,0%
42,42.0,7.957799999999999,Infected,0%
43,43.0,7.4328,Infected,0%
44,44.0,6.9961,Infected,0%
45,45.0,6.5892,Infected,0%
46,46.0,6.154300000000001,Infected,0%
47,47.0,5.6995000000000005,Infected,0%
48,48.0,5.2825,Infected,0%
49,49.0,4.7936,Infected,0%
50,50.0,4.4069,Infected,0%
51,51.0,4.1143,Infected,0%
52,52.0,3.8497,Infected,0%
53,53.0,3.5330999999999997,Infected,0%
54,54.0,3.2365,Infected,0%
55,55.0,3.0661,Infected,0%
56,56.0,2.8297,Infected,0%
57,57.0,2.6292999999999997,Infected,0%
58,58.0,2.4389,Infected,0%
59,59.0,2.2544999999999997,Infected,0%
60,60.0,2.0822,Infected,0%
61,,,Infected,10%
62,,,Infected,10%
63,,,Infected,10%
64,,,Infected,10%
65,,,Infected,10%
66,,,Infected,10%
67,,,Infected,10%
68,,,Infected,10%
69,,,Infected,10%
70,,,Infected,10%
71,,,Infected,10%
72,,,Infected,10%
73,,,Infected,10%
74,,,Infected,10%
75,,,Infected,10%
76,,,Infected,10%
77,,,Infected,10%
78,,,Infected,10%
79,,,Infected,10%
80,,,Infected,10%
81,,,Infected,10%
82,,,Infected,10%
83,,,Infected,10%
84,,,Infected,10%
85,,,Infected,10%
86,,,Infected,10%
87,,,Infected,10%
88,,,Infected,10%
89,,,Infected,10%
90,,,Infected,10%
91,,,Infected,10%
92,,,Infected,10%
93,,,Infected,10%
94,,,Infected,10%
95,,,Infected,10%
96,,,Infected,10%
97,,,Infected,10%
98,,,Infected,10%
99,,,Infected,10%
100,,,Infected,10%
101,,,Infected,10%
102,,,Infected,10%
103,,,Infected,10%
104,,,Infected,10%
105,,,Infected,10%
106,,,Infected,10%
107,,,Infected,10%
108,,,Infected,10%
109,,,Infected,10%
110,,,Infected,10%
111,,,Infected,10%
112,,,Infected,10%
113,,,Infected,10%
114,,,Infected,10%
115,,,Infected,10%
116,,,Infected,10%
117,,,Infected,10%
118,,,Infected,10%
119,,,Infected,10%
120,,,Infected,10%
121,,,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.8457,Infected,40%
125,3.0,2.4269,Infected,40%
126,4.0,4.6833,Infected,40%
127,5.0,7.7895,Infected,40%
128,6.0,11.881799999999998,Infected,40%
129,7.0,14.6352,Infected,40%
130,8.0,16.3567,Infected,40%
131,9.0,20.4409,Infected,40%
132,10.0,25.5792,Infected,40%
133,11.0,31.3346,Infected,40%
134,12.0,36.5391,Infected,40%
135,13.0,41.2987,Infected,40%
136,14.0,42.8959,Infected,40%
137,15.0,42.7174,Infected,40%
138,16.0,43.1964,Infected,40%
139,17.0,43.6593,Infected,40%
140,18.0,43.8617,Infected,40%
141,19.0,43.515100000000004,Infected,40%
142,20.0,42.7856,Infected,40%
143,21.0,40.8016,Infected,40%
144,22.0,38.080200000000005,Infected,40%
145,23.0,35.50900000000001,Infected,40%
146,24.0,33.002,Infected,40%
147,25.0,30.505,Infected,40%
148,26.0,28.158399999999997,Infected,40%
149,27.0,25.7155,Infected,40%
150,28.0,23.366799999999998,Infected,40%
151,29.0,21.038100000000004,Infected,40%
152,30.0,18.8337,Infected,40%
153,31.0,16.9579,Infected,40%
154,32.0,15.1402,Infected,40%
155,33.0,13.6252,Infected,40%
156,34.0,12.3247,Infected,40%
157,35.0,11.036100000000001,Infected,40%
158,36.0,9.937800000000001,Infected,40%
159,37.0,8.8898,Infected,40%
160,38.0,8.016,Infected,40%
161,39.0,7.3827,Infected,40%
162,40.0,6.7354,Infected,40%
163,41.0,6.212499999999999,Infected,40%
164,42.0,5.6773,Infected,40%
165,43.0,5.1844,Infected,40%
166,44.0,4.8316,Infected,40%
167,45.0,4.4308,Infected,40%
168,46.0,4.1503,Infected,40%
169,47.0,3.8737999999999997,Infected,40%
170,48.0,3.7454999999999994,Infected,40%
