,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7309,0.2094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2094,0.0000,0.0000
2,2,239.3423,0.4335,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0177,0.0000,-0.0009,0.0000,-0.0172,-0.0010,-0.0010,0.0000,0.0000,1.3843,-0.0010,0.0000,-0.0009,-0.0010,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4430,-0.0007,0.0514
3,3,237.6846,0.6426,0.1219,0.0025,0.7330,0.0083,0.0465,0.0000,-0.0177,0.0000,0.0000,-0.0009,-0.0070,-0.0010,-0.0004,0.0000,59.9606,2.0877,-0.0004,0.0404,-0.0009,-0.0004,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7164,0.0434,0.1677
4,4,237.0704,0.9445,0.2868,0.0150,0.7330,0.0073,0.0396,0.0046,-0.0177,0.0000,0.0000,-0.0009,0.0341,-0.0018,0.0020,-0.0009,59.9606,2.7547,0.0019,0.0404,-0.0009,0.0019,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9583,0.0469,0.3060
5,5,236.2582,1.3256,0.4762,0.0638,0.7330,0.0049,0.0340,0.0109,-0.0067,-0.0019,-0.0008,-0.0007,0.0785,-0.0026,0.0054,-0.0003,59.9606,3.4485,0.0046,0.0404,-0.0004,0.0046,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2223,0.0523,0.4331
6,6,235.8214,1.1388,0.7917,0.1371,0.7330,0.0040,0.0327,0.0130,0.0220,-0.0008,0.0010,-0.0007,0.1693,0.0032,0.0118,0.0019,59.9606,4.1562,0.0098,0.0404,0.0012,0.0098,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4610,0.0613,0.6139
7,7,235.4522,1.0121,0.9973,0.2427,0.7330,0.0025,0.0304,0.0166,0.0220,-0.0009,0.0007,0.0001,0.2808,0.0042,0.0246,0.0040,59.9606,4.8273,0.0162,0.0404,0.0012,0.0162,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6694,0.0686,0.7852
8,8,233.8675,1.8429,1.1685,0.3596,0.7330,0.0012,0.0249,0.0231,0.0791,-0.0008,0.0048,0.0022,0.4569,0.0053,0.0336,0.0089,59.9606,5.5477,0.0259,0.0404,0.0046,0.0259,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9175,0.0838,0.9428
9,9,232.2090,2.6764,1.5212,0.5054,0.7330,0.0005,0.0168,0.0327,0.0791,-0.0008,0.0048,0.0022,0.6102,0.0050,0.0436,0.0165,59.9606,6.2631,0.0346,0.0404,0.0046,0.0346,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1445,0.0928,1.1132
10,10,222.6521,2.2662,0.9951,0.5016,7.9430,0.5459,0.9593,0.2333,0.1190,0.0000,0.0072,0.0054,0.8818,0.0225,0.0854,0.0319,119.1708,6.9668,0.0527,0.5522,0.0071,0.0527,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3950,0.5700,1.2548
11,11,221.0392,2.7262,1.4823,0.6259,7.9430,0.3809,0.9872,0.3680,0.1984,0.0030,0.0135,0.0075,1.1097,0.0254,0.1069,0.0499,119.1708,7.6742,0.0664,0.5522,0.0118,0.0664,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6165,0.5911,1.4546
