,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.6734,0.7538,0.9698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0955,0.0000,0.0050,0.0000,0.4774,0.0000,0.0251,0.0000,0.0000,0.7538,0.0251,0.0000,0.0050,0.0251,0.0000,0.0302,1.0000
2,2.0000,236.3216,1.3819,1.0704,0.1206,0.0000,0.0000,0.0000,0.0000,0.2814,0.0000,0.0201,0.0000,0.7538,0.0000,0.0402,0.0101,0.0000,1.4171,0.0402,0.0000,0.0151,0.0402,0.0000,0.0553,0.8945
3,3.0000,232.2915,1.4271,0.8894,0.2663,2.9146,0.1759,0.3920,0.0352,0.5377,0.0201,0.0402,0.0050,0.9347,0.0101,0.0402,0.0201,35.7588,2.2613,0.0503,0.1910,0.0302,0.0503,0.0000,0.2563,0.8291
4,4.0000,231.3317,1.8492,1.1206,0.3719,2.9146,0.1307,0.3719,0.1005,0.5377,0.0050,0.0452,0.0151,1.0503,0.0302,0.0854,0.0402,35.7588,2.8844,0.0603,0.1910,0.0302,0.0603,0.0000,0.2663,0.8090
5,5.0000,228.2864,1.5025,0.9146,0.4523,5.2915,0.3920,0.9196,0.2312,0.5377,0.0050,0.0402,0.0201,1.2111,0.0352,0.1156,0.0452,59.2060,3.6281,0.0704,0.3719,0.0302,0.0704,0.0000,0.4422,0.8543
6,6.0000,228.2211,1.0201,1.2764,0.5377,5.2915,0.2513,0.9045,0.3869,0.5377,0.0050,0.0402,0.0201,1.2764,0.0402,0.1407,0.0503,59.2060,4.2563,0.0754,0.3719,0.0302,0.0754,0.0000,0.4472,0.9196
7,7.0000,227.9899,0.7085,1.3819,0.6734,5.2915,0.1809,0.8392,0.5226,0.5377,0.0050,0.0302,0.0302,1.5075,0.0402,0.1910,0.0704,59.2060,4.9347,0.0905,0.3719,0.0302,0.0905,0.0000,0.4623,0.9347
8,8.0000,227.1859,1.2362,1.3568,0.8744,5.2915,0.1407,0.7538,0.6482,0.5377,0.0050,0.0101,0.0503,1.5678,0.0251,0.2312,0.0854,59.2060,5.5528,0.0955,0.3719,0.0302,0.0955,0.0000,0.4673,0.9246
9,9.0000,226.1608,1.5980,1.3920,1.0000,5.2915,0.0754,0.7035,0.7638,0.5729,0.0302,0.0452,0.0553,1.7437,0.0905,0.3065,0.1709,59.2060,6.1608,0.1156,0.3719,0.0352,0.1156,0.0000,0.4925,0.9497
10,10.0000,223.0452,1.0704,0.7035,0.8090,7.8191,0.4724,1.4271,1.2362,0.6533,0.0452,0.1256,0.0804,1.8945,0.0804,0.3015,0.2362,93.6683,6.8744,0.1256,0.6281,0.0452,0.1256,0.0000,0.7186,0.9296
11,11.0000,222.5126,1.1407,0.7136,0.8593,7.8191,0.3618,1.3668,1.4070,0.7387,0.0704,0.1809,0.1156,1.9698,0.1156,0.3367,0.2915,93.6683,7.5477,0.1357,0.6281,0.0553,0.1357,0.0000,0.7387,0.9146
12,12.0000,220.9899,0.8543,0.5126,0.6583,9.0151,0.6080,1.5678,1.8744,0.7387,0.0503,0.1608,0.1558,1.9899,0.1206,0.3116,0.3920,116.1809,8.2211,0.1407,0.7437,0.0553,0.1407,0.0000,0.8492,0.9397
13,13.0000,220.8995,0.5628,0.7186,0.7337,9.0151,0.4020,1.5829,2.0653,0.7387,0.0251,0.1759,0.1658,2.0804,0.1106,0.3015,0.4221,116.1809,8.9347,0.1457,0.7437,0.0553,0.1457,0.0000,0.8543,0.9548
14,14.0000,220.8342,0.4171,0.7186,0.8442,9.0151,0.2714,1.4824,2.2965,0.8040,0.0352,0.1809,0.1859,2.0804,0.0653,0.3166,0.4523,116.1809,9.6985,0.1457,0.7437,0.0603,0.1457,0.0000,0.8593,0.9598
15,15.0000,220.7387,0.7739,0.6583,0.9447,9.0151,0.1960,1.3568,2.4975,0.7739,0.0201,0.1809,0.2312,1.7487,0.0503,0.3166,0.4975,116.1809,10.3116,0.1558,0.7437,0.0653,0.1558,0.0000,0.8442,0.9347
16,16.0000,220.5829,0.9045,0.7538,1.0754,9.0151,0.1608,1.2362,2.6533,0.7638,0.0201,0.1859,0.2362,1.5528,0.0452,0.2764,0.5377,116.1809,10.9849,0.1608,0.7437,0.0754,0.1608,0.0000,0.8342,0.9397
17,17.0000,222.8392,0.6784,0.4975,1.5126,6.8643,0.3467,1.4372,2.6080,0.5678,0.0101,0.1859,0.2412,1.3719,0.0352,0.2663,0.5377,150.2663,11.6583,0.1608,0.8492,0.0804,0.1608,0.0000,0.7236,0.8794
