day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457165	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
1	123457165	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
2	123457165	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
3	123457165	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
4	123457165	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
5	123457165	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
6	123457165	70	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
7	123457165	70	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
8	123457165	66	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	1	[3D]	1	0.001	1
9	123457165	66	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	[3D]	1	0.001	1
10	123457165	66	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	[3D]	1	0.001	1
11	123457165	66	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	[3D]	1	0.001	1
12	123457165	66	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	[3D]	1	0.001	1
13	123457165	65	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	139	5	0	2	0	0	204	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	2	[3D]	1	0.001	1
14	123457165	65	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	139	5	0	2	0	0	203	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
15	123457165	64	1	1	0	4	0	0	2	0	0	0	0	0	0	0	0	194	5	0	2	0	0	203	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
16	123457165	62	3	1	0	4	0	0	2	0	0	0	0	0	0	0	0	194	6	0	2	0	0	203	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
17	123457165	62	2	2	0	4	0	0	2	0	0	0	0	0	0	0	0	194	6	0	2	0	0	203	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
18	123457165	62	2	1	1	4	0	0	2	0	0	0	0	0	0	0	0	194	6	0	2	0	0	203	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
19	123457165	61	3	1	1	4	0	0	2	0	0	0	0	0	0	0	0	194	7	0	2	0	0	203	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	3	[3D]	1	0.001	2
20	123457165	60	3	2	1	4	0	0	2	0	0	0	0	0	0	0	0	194	7	0	2	0	0	203	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	4	[3D]	1	0.001	2
21	123457165	60	1	4	1	4	0	0	2	0	0	0	0	0	0	0	0	194	7	0	2	0	0	203	0	1	0	13	0	0	1	0	0	0	0	0	0	0	0	4	[3D]	1	0.001	2
22	123457165	62	1	1	2	1	1	3	1	0	0	0	0	0	0	0	0	273	7	0	5	0	0	202	0	1	1	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	2
23	123457165	62	1	0	3	1	1	3	1	0	0	0	0	0	0	0	0	273	7	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	1
24	123457165	62	1	0	3	1	1	2	2	0	0	0	0	0	0	0	0	273	7	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	1
25	123457165	62	1	0	3	1	1	2	2	0	0	0	0	0	0	0	0	273	7	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	1
26	123457165	62	1	0	3	1	1	2	2	0	0	0	0	0	0	0	0	273	8	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	1
27	123457165	62	1	0	3	1	1	2	2	0	0	0	0	0	0	0	0	273	8	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	1
28	123457165	62	1	0	3	1	1	0	4	0	0	0	0	0	0	0	0	273	8	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	0
29	123457165	62	1	0	3	1	1	0	4	0	0	0	0	0	0	0	0	328	8	0	5	0	0	202	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	0.001	0
