,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1471,0.8421,0.9960,0.0000,0.0000,0.0000,0.0000,0.0000,0.1467,0.0000,0.0077,0.0000,0.2044,0.0000,0.0108,0.0000,0.0000,0.8108,0.0108,0.0000,0.0077,0.0108,0.0000,0.0160,1.0000
2,2,237.1022,1.4945,1.0889,0.1498,0.0000,0.0000,0.0000,0.0000,0.2969,0.0088,0.0179,0.0000,0.3965,0.0048,0.0244,0.0000,0.0000,1.5475,0.0212,0.0000,0.0160,0.0212,0.0000,0.0333,0.9205
3,3,235.9189,2.0358,1.3342,0.2951,0.0000,0.0000,0.0000,0.0000,0.4212,0.0170,0.0374,0.0047,0.6500,0.0173,0.0509,0.0048,0.0000,2.3054,0.0358,0.0000,0.0236,0.0358,0.0000,0.0543,0.8787
4,4,234.6435,2.5740,1.6788,0.4744,0.0000,0.0000,0.0000,0.0000,0.5412,0.0280,0.0731,0.0141,0.8264,0.0227,0.0693,0.0205,0.0000,3.0237,0.0463,0.0000,0.0322,0.0463,0.0000,0.0727,0.9018
5,5,233.2554,3.0988,2.0951,0.6966,0.0000,0.0000,0.0000,0.0000,0.6730,0.0568,0.1219,0.0259,0.9341,0.0425,0.1011,0.0330,0.0000,3.7286,0.0544,0.0000,0.0428,0.0544,0.0000,0.0904,0.9753
6,6,232.9157,2.1797,2.5491,0.9623,0.0000,0.0000,0.0000,0.0000,0.8323,0.0752,0.1687,0.0595,1.1922,0.0944,0.1830,0.0669,0.0000,4.4275,0.0749,0.0000,0.0555,0.0749,0.0000,0.1222,1.0148
7,7,232.5056,1.5366,2.6736,1.2383,0.0000,0.0000,0.0000,0.0000,1.0334,0.0889,0.2262,0.1068,1.4739,0.1057,0.2925,0.1099,0.0000,5.1435,0.0970,0.0000,0.0713,0.0970,0.0000,0.1586,1.0472
8,8,230.8395,2.5062,2.6997,1.5476,0.0000,0.0000,0.0000,0.0000,1.1729,0.0757,0.2352,0.1544,1.6960,0.0973,0.3526,0.1663,0.0000,5.8396,0.1134,0.0000,0.0802,0.1134,0.0000,0.1831,1.0603
9,9,229.1160,3.1562,2.9582,1.8253,0.0000,0.0000,0.0000,0.0000,1.2512,0.0874,0.2637,0.1997,1.9979,0.1322,0.4509,0.2838,0.0000,6.5984,0.1403,0.0000,0.0880,0.1403,0.0000,0.2168,1.1039
