,trace,day,type
0,0,8,External screening
1,1,11,School screening
2,2,9,School screening
3,3,2,External screening
4,4,9,School screening
5,5,4,School screening
6,6,4,School screening
7,7,9,School screening
8,8,11,School screening
9,9,8,External screening
10,10,4,School screening
11,11,4,School screening
12,12,9,School screening
13,13,9,School screening
14,14,8,External screening
15,15,4,School screening
16,16,4,School screening
17,17,9,School screening
18,18,8,External screening
19,19,7,External screening
20,20,9,External screening
21,21,2,School screening
22,22,9,School screening
23,23,2,School screening
24,24,4,School screening
25,25,9,School screening
26,26,5,External screening
27,27,9,School screening
28,28,4,School screening
29,29,9,School screening
30,30,4,School screening
31,31,8,External screening
32,32,2,School screening
33,33,9,School screening
34,34,4,School screening
35,35,9,School screening
36,36,9,School screening
37,37,9,School screening
38,38,6,External screening
39,39,4,School screening
40,40,9,School screening
41,41,5,External screening
42,42,9,School screening
43,43,9,School screening
44,44,9,School screening
45,45,9,School screening
46,46,2,External screening
47,47,11,School screening
48,48,9,School screening
49,49,9,School screening
50,50,8,External screening
51,51,4,School screening
52,52,4,External screening
53,53,9,School screening
54,54,2,School screening
55,55,9,School screening
56,56,9,School screening
57,57,9,School screening
58,58,9,School screening
59,59,4,School screening
60,60,4,School screening
61,61,9,School screening
62,62,14,External screening
63,63,7,External screening
64,64,11,School screening
65,65,4,School screening
66,66,6,External screening
67,67,11,School screening
68,68,9,School screening
69,69,9,School screening
70,70,9,School screening
71,71,11,School screening
72,72,4,School screening
73,73,6,External screening
74,74,9,School screening
75,75,2,School screening
76,76,9,School screening
77,77,4,School screening
78,78,4,School screening
79,79,4,School screening
80,80,9,School screening
81,81,4,School screening
82,82,4,School screening
83,83,5,External screening
84,84,8,External screening
85,85,9,School screening
86,86,4,School screening
87,87,5,External screening
88,88,7,External screening
89,89,11,School screening
90,90,4,School screening
91,91,2,School screening
92,92,9,School screening
93,93,2,School screening
94,94,4,School screening
95,95,6,External screening
96,96,3,External screening
97,97,9,School screening
98,98,5,External screening
99,99,4,School screening
100,100,9,School screening
101,101,9,School screening
102,102,4,School screening
103,103,9,School screening
104,104,4,School screening
105,105,4,School screening
106,106,4,School screening
107,107,4,School screening
108,108,2,School screening
109,109,4,School screening
110,110,4,School screening
111,111,9,School screening
112,112,3,External screening
113,113,4,School screening
114,114,5,External screening
115,115,6,External screening
116,116,9,School screening
117,117,4,School screening
118,118,4,School screening
119,119,8,External screening
120,120,2,School screening
121,121,9,School screening
122,122,9,School screening
123,123,9,School screening
124,124,4,School screening
125,125,2,School screening
126,126,9,School screening
127,127,11,School screening
128,128,10,External screening
129,129,8,External screening
130,130,4,School screening
131,131,2,School screening
132,132,4,School screening
133,133,9,School screening
134,134,4,School screening
135,135,9,School screening
136,136,4,School screening
137,137,9,School screening
138,138,8,External screening
139,139,9,School screening
140,140,9,School screening
141,141,6,External screening
142,142,8,External screening
143,143,4,School screening
144,144,2,School screening
145,145,9,School screening
146,146,9,School screening
147,147,9,School screening
148,148,4,School screening
149,149,4,External screening
150,150,9,School screening
151,151,7,External screening
152,152,2,School screening
153,153,9,School screening
154,154,4,External screening
155,155,11,School screening
156,156,9,School screening
157,157,4,School screening
158,158,8,External screening
159,159,4,School screening
160,160,7,External screening
161,161,9,School screening
162,162,4,School screening
163,163,4,School screening
164,164,9,School screening
165,165,9,School screening
166,166,8,External screening
167,167,9,School screening
168,168,7,External screening
169,169,9,School screening
170,170,9,School screening
171,171,4,School screening
172,172,2,School screening
173,173,2,School screening
174,174,4,School screening
175,175,2,School screening
176,176,4,School screening
177,177,9,School screening
178,178,5,External screening
179,179,11,School screening
180,180,4,School screening
181,181,2,School screening
182,182,9,School screening
183,183,5,External screening
184,184,7,External screening
185,185,4,School screening
186,186,4,School screening
187,187,2,School screening
188,188,2,School screening
189,189,6,External screening
190,190,9,School screening
191,191,9,School screening
192,192,2,School screening
193,193,9,School screening
194,194,9,School screening
195,195,5,External screening
196,196,9,School screening
197,197,8,External screening
198,198,9,School screening
199,199,4,School screening
