day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457001	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	113	0	0	0	0	[]	0	0
1	123457001	175	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	113	0	0	0	2	[]	0	0
2	123457001	173	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	113	0	0	0	4	[]	0	0
3	123457001	172	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	113	0	0	0	4	[]	0	1
4	123457001	170	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	113	0	0	0	4	[]	0	2
5	123457001	163	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	113	0	0	0	4	[]	0	3
6	123457001	163	5	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	1	146	113	0	0	0	4	[]	0	4
7	123457001	163	4	8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	1	0	1	1	146	113	0	0	0	4	[]	0	4
8	123457001	157	9	7	2	0	0	0	0	0	0	0	1	0	0	1	0	0	8	1	0	1	1	146	113	0	0	0	4	[]	0	4
9	123457001	148	13	11	3	0	0	0	0	0	0	0	1	0	0	1	0	0	8	1	0	1	1	146	113	0	0	0	5	[]	0	4
10	123457001	144	12	14	5	0	0	0	0	0	0	0	1	0	0	1	0	0	10	1	0	1	1	146	113	0	0	0	5	[]	0	5
11	123457001	131	23	14	7	0	0	0	0	0	0	0	1	0	0	1	0	0	10	1	0	1	1	146	113	0	0	0	5	[]	0	5
12	123457001	126	27	14	8	0	0	0	0	0	0	0	1	0	0	1	0	0	11	1	0	1	1	146	113	0	0	0	5	[]	0	5
13	123457001	126	21	20	8	0	0	0	0	0	0	0	1	0	0	0	1	0	11	1	0	1	1	146	113	0	0	0	5	[]	0	5
14	123457001	126	11	25	13	0	0	0	0	0	0	0	1	0	0	0	1	0	11	1	0	1	1	146	113	0	0	0	5	[]	0	6
15	123457001	116	19	23	16	0	0	0	0	0	0	0	1	0	0	1	1	0	11	2	0	1	2	146	113	0	0	0	5	[]	0	5
16	123457001	113	18	24	19	0	0	0	0	0	0	0	1	0	0	1	1	0	11	2	0	1	2	146	113	0	0	0	5	[]	0	6
17	123457001	105	21	27	21	0	0	0	0	0	0	0	1	0	0	1	1	0	11	2	0	1	2	146	113	0	0	0	5	[]	0	6
18	123457001	94	27	26	25	0	0	0	0	0	0	1	1	0	0	2	1	0	12	3	0	2	3	146	113	0	0	0	5	[]	0	7
19	123457001	88	21	31	31	0	0	0	0	0	0	2	1	0	0	2	1	0	13	3	0	3	3	146	113	0	0	0	5	[]	0	9
20	123457001	88	17	31	36	0	0	0	0	0	0	2	1	0	0	2	0	0	14	3	0	3	3	146	113	0	0	0	5	[]	0	11
21	123457001	88	13	29	43	0	0	0	0	0	0	2	0	0	0	2	0	0	15	3	0	3	3	146	113	0	0	0	5	[]	0	11
22	123457001	77	21	25	50	0	0	0	0	0	0	2	0	0	0	2	0	0	15	3	0	3	3	146	113	0	0	0	5	[]	0	10
23	123457001	67	26	25	55	0	0	0	0	0	0	2	0	0	0	1	1	0	15	3	0	3	3	146	113	0	0	0	5	[]	0	10
24	123457001	59	30	23	61	0	0	0	0	0	0	1	1	0	0	0	2	0	17	3	0	3	3	146	113	0	0	0	5	[]	0	8
25	123457001	50	32	26	65	0	0	0	0	0	0	1	1	0	0	0	2	0	17	3	0	3	3	146	113	0	0	0	5	[]	0	7
26	123457001	48	29	27	69	0	0	0	0	0	0	1	1	0	0	0	2	0	19	3	0	3	3	146	113	0	0	0	5	[]	0	8
27	123457001	48	15	37	73	0	0	0	0	0	0	0	2	0	0	0	2	0	19	3	0	3	3	146	113	0	0	0	5	[]	0	9
28	123457001	48	13	35	77	0	0	0	0	0	0	0	2	0	0	0	2	0	19	3	0	3	3	146	113	0	0	0	5	[]	0	9
29	123457001	41	18	35	80	0	0	0	0	0	0	0	2	0	0	0	1	0	20	3	0	3	3	146	113	0	0	0	5	[]	0	9
30	123457001	36	18	37	83	0	0	0	0	0	0	0	2	0	0	0	1	0	20	3	0	3	3	146	113	0	0	0	5	[]	0	10
31	123457001	33	16	40	85	0	0	0	0	0	0	0	2	0	0	0	1	0	21	3	0	3	3	146	113	0	0	0	5	[]	0	10
32	123457001	27	16	42	91	0	0	0	0	0	0	0	1	0	0	0	0	0	24	3	0	3	3	146	113	0	0	0	5	[]	0	10
33	123457001	25	12	44	96	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	3	3	146	113	0	0	0	5	[]	0	10
34	123457001	25	8	43	100	0	0	0	0	0	0	0	0	0	0	1	0	0	24	4	0	3	4	146	113	0	0	0	5	[]	0	9
35	123457001	25	5	38	108	0	0	0	0	0	0	0	0	0	0	1	0	0	24	4	0	3	4	146	113	0	0	0	5	[]	0	9
36	123457001	22	6	35	113	0	0	0	0	0	0	0	0	0	0	1	0	0	25	4	0	3	4	146	113	0	0	0	5	[]	0	9
37	123457001	20	8	35	113	0	0	0	0	0	0	0	0	0	0	1	0	0	26	4	0	3	4	146	113	0	0	0	5	[]	0	9
38	123457001	17	10	32	117	0	0	0	0	0	0	0	0	0	0	1	0	0	26	4	0	3	4	146	113	0	0	0	5	[]	0	9
39	123457001	15	10	31	119	0	0	0	0	0	0	0	0	0	0	1	1	0	27	5	0	3	5	146	113	0	0	0	5	[]	0	9
40	123457001	14	6	35	120	0	0	0	0	0	0	0	0	0	0	1	1	0	27	5	0	3	5	146	113	0	0	0	5	[]	0	9
41	123457001	14	6	34	121	0	0	0	0	0	0	0	0	0	0	0	2	0	29	5	0	3	5	146	113	0	0	0	5	[]	0	8
