,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.7575,0.7575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,78.4391,1.1225,0.3529,0.0962,82.2542,0.3142,0.5505,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.0958
3,3,72.1688,1.8964,0.6965,0.1506,82.2542,0.1966,0.6363,0.0923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.1552
4,4,65.7782,3.1120,1.2549,0.2105,82.2542,0.1488,0.6529,0.1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.1899
5,5,59.8460,4.6222,2.3702,0.3121,82.2542,0.1091,0.6693,0.2655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.2367
6,6,59.8460,2.7236,3.7789,0.5497,82.2542,0.0746,0.6053,0.3478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.2933
7,7,59.8460,1.6722,4.4101,0.9213,82.2542,0.0564,0.5530,0.4425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.3381
8,8,54.0158,3.9227,4.4702,1.3627,82.2542,0.0382,0.5315,0.4842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.2490,0.3506
9,9,79.9393,1.2378,0.4366,0.6350,65.8090,1.6705,4.9051,1.5710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.9008,0.0000,0.0000,1.1796,0.0000,0.0000,0.2343,0.4247
