,day,final_infected,type_pretty
60,60,274,0%
121,60,281,0%
182,60,277,0%
243,60,277,0%
304,60,280,0%
365,60,265,0%
426,60,281,0%
487,60,277,0%
548,60,273,0%
609,60,276,0%
670,60,275,0%
731,60,278,0%
792,60,278,0%
853,60,276,0%
914,60,277,0%
975,60,280,0%
1036,60,280,0%
1097,60,276,0%
1158,60,277,0%
1219,60,274,0%
1280,60,276,0%
1341,60,275,0%
1402,60,278,0%
1463,60,275,0%
1524,60,273,0%
1585,60,277,0%
1646,60,277,0%
1707,60,278,0%
1768,60,278,0%
1829,60,278,0%
1890,60,280,0%
1951,60,275,0%
2012,60,284,0%
2073,60,274,0%
2134,60,278,0%
2195,60,280,0%
2256,60,281,0%
2317,60,276,0%
2378,60,279,0%
2439,60,278,0%
2500,60,279,0%
2561,60,281,0%
2622,60,278,0%
2683,60,278,0%
2744,60,279,0%
2805,60,284,0%
2866,60,281,0%
2927,60,279,0%
2988,60,275,0%
3049,60,255,0%
3110,60,280,0%
3171,60,278,0%
3232,60,274,0%
3293,60,276,0%
3354,60,281,0%
3415,60,276,0%
3476,60,281,0%
3537,60,276,0%
3598,60,273,0%
3659,60,283,0%
3720,60,266,0%
3781,60,278,0%
3842,60,270,0%
3903,60,279,0%
3964,60,277,0%
4025,60,273,0%
4086,60,281,0%
4147,60,274,0%
4208,60,279,0%
4269,60,280,0%
4330,60,279,0%
4391,60,280,0%
4452,60,281,0%
4513,60,279,0%
4574,60,235,0%
4635,60,282,0%
4696,60,277,0%
4757,60,278,0%
4818,60,277,0%
4879,60,281,0%
4940,60,279,0%
5001,60,281,0%
5062,60,271,0%
5123,60,276,0%
5184,60,280,0%
5245,60,277,0%
5306,60,272,0%
5367,60,279,0%
5428,60,274,0%
5489,60,276,0%
5550,60,280,0%
5611,60,277,0%
5672,60,277,0%
5733,60,275,0%
5794,60,273,0%
5855,60,279,0%
5916,60,278,0%
5977,60,274,0%
6038,60,273,0%
6099,60,273,0%
6160,60,280,0%
6221,60,276,0%
6282,60,275,0%
6343,60,277,0%
6404,60,284,0%
6465,60,279,0%
6526,60,280,0%
6587,60,274,0%
6648,60,281,0%
6709,60,276,0%
6770,60,277,0%
6831,60,282,0%
6892,60,280,0%
6953,60,281,0%
7014,60,281,0%
7075,60,280,0%
7136,60,276,0%
7197,60,276,0%
7258,60,281,0%
7319,60,277,0%
7380,60,279,0%
7441,60,280,0%
7502,60,279,0%
7563,60,276,0%
7624,60,276,0%
7685,60,278,0%
7746,60,275,0%
7807,60,269,0%
7868,60,274,0%
7929,60,275,0%
7990,60,278,0%
8051,60,281,0%
8112,60,280,0%
8173,60,281,0%
8234,60,279,0%
8295,60,280,0%
8356,60,278,0%
8417,60,278,0%
8478,60,278,0%
8539,60,277,0%
8600,60,278,0%
8661,60,284,0%
8722,60,275,0%
8783,60,276,0%
8844,60,275,0%
8905,60,274,0%
8966,60,277,0%
9027,60,275,0%
9088,60,278,0%
9149,60,284,0%
9210,60,283,0%
9271,60,275,0%
9332,60,276,0%
9393,60,277,0%
9454,60,281,0%
9515,60,282,0%
9576,60,282,0%
9637,60,280,0%
9698,60,279,0%
9759,60,279,0%
9820,60,280,0%
9881,60,278,0%
9942,60,274,0%
10003,60,276,0%
10064,60,261,0%
10125,60,276,0%
10186,60,278,0%
10247,60,281,0%
10308,60,273,0%
10369,60,278,0%
10430,60,280,0%
10491,60,278,0%
10552,60,283,0%
10613,60,281,0%
10674,60,274,0%
10735,60,275,0%
10796,60,276,0%
10857,60,272,0%
10918,60,280,0%
10979,60,280,0%
11040,60,282,0%
11101,60,274,0%
11162,60,279,0%
11223,60,277,0%
11284,60,278,0%
11345,60,274,0%
11406,60,278,0%
11467,60,275,0%
11528,60,282,0%
11589,60,272,0%
11650,60,276,0%
11711,60,281,0%
11772,60,282,0%
11833,60,270,0%
11894,60,280,0%
11955,60,281,0%
12016,60,264,0%
12077,60,273,0%
12138,60,277,0%
12199,60,275,0%
12260,60,277,0%
12321,60,278,0%
12382,60,279,0%
12443,60,270,0%
12504,60,276,0%
12565,60,278,0%
12626,60,277,0%
12687,60,277,0%
12748,60,283,0%
12809,60,278,0%
12870,60,279,0%
12931,60,273,0%
12992,60,281,0%
13053,60,278,0%
13114,60,276,0%
13175,60,280,0%
13236,60,278,0%
13297,60,279,0%
13358,60,279,0%
13419,60,275,0%
13480,60,279,0%
13541,60,278,0%
13602,60,284,0%
13663,60,280,0%
13724,60,280,0%
13785,60,281,0%
13846,60,278,0%
13907,60,280,0%
13968,60,281,0%
14029,60,275,0%
14090,60,280,0%
14151,60,275,0%
14212,60,282,0%
14273,60,279,0%
14334,60,281,0%
14395,60,275,0%
14456,60,279,0%
14517,60,277,0%
14578,60,278,0%
14639,60,278,0%
14700,60,279,0%
14761,60,280,0%
14822,60,277,0%
14883,60,280,0%
