,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,252.9080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,36.3549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,241.1506,11.3580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.7731,0.0000,0.0000,0.0000,0.0000,74.0000,36.3549,0.0000,0.0000,0.0000,11.3580,0.0000,0.0000
2,2,206.2400,41.1176,3.0698,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0463,0.0000,61.2633,3.5685,0.0463,0.0118,0.0097,0.0463,74.0000,36.3549,0.0000,0.0000,0.0000,22.2380,0.0000,2.5317
3,3,146.5901,85.1032,12.5453,0.3169,0.7992,0.8310,1.1199,0.0067,0.0000,0.0000,0.1093,-0.0019,0.0000,0.0000,0.4258,0.0014,70.8789,5.3811,0.4352,1.1199,0.1111,0.4352,74.0000,36.2018,0.1093,0.0000,0.0000,31.7113,0.1262,5.8797
4,4,84.0865,115.2708,28.7894,1.8020,2.5934,5.9501,5.7289,0.4218,0.0000,0.0000,0.2930,0.0064,0.0042,0.0080,1.1925,0.0635,90.5031,7.0013,1.2609,5.6027,0.3103,1.2609,74.0000,35.5477,0.6903,0.0000,0.0011,38.5581,0.7686,8.7058
5,5,39.3693,112.7441,44.6116,4.4900,4.4274,16.2577,17.8184,2.2678,-0.0095,-0.0114,0.5998,0.0428,0.0500,0.0669,2.4997,0.2542,124.2521,8.5024,2.6978,16.6564,0.6568,2.6978,74.0000,34.1378,2.0303,-0.0019,0.0099,42.5266,2.2156,10.7012
6,6,36.0721,67.6701,53.2511,8.0641,5.7657,25.4747,35.2253,7.0972,-0.0011,0.0004,0.8438,0.1443,0.0876,0.2188,4.0203,0.6207,162.5393,9.6684,4.4072,31.6734,0.9929,4.4072,74.0000,32.3367,3.7535,-0.0007,0.0342,44.4280,4.0719,11.5446
7,7,32.5493,40.3208,48.9583,11.7050,7.4890,27.8282,51.9587,15.4612,0.0080,0.0212,1.0960,0.2786,0.1795,0.3547,5.1700,1.1611,195.8882,10.6086,5.8185,45.7735,1.3233,5.8185,74.0000,30.7631,5.2650,0.0052,0.0709,46.1004,5.7470,11.7736
8,8,14.4121,17.3686,12.4260,4.9744,16.3767,39.9682,94.4506,35.8816,0.0390,0.0439,1.2194,0.4593,0.2883,0.4420,5.8713,1.9518,306.9502,11.3144,6.8788,85.4691,1.5582,6.8788,74.0000,26.1213,9.8653,0.0096,0.1202,47.6323,10.3439,11.8790
9,9,8.1634,16.9541,14.2908,6.2551,16.6991,29.7125,94.3373,49.1715,0.0409,0.0362,1.1288,0.6133,0.3445,0.3995,5.4534,2.7897,311.3063,11.5148,7.0465,86.6708,1.5955,7.0465,74.0000,25.8859,10.0837,0.0096,0.1485,48.3358,10.5604,11.9550
10,10,5.3664,12.7605,15.1032,7.7147,16.8940,22.4726,92.7555,62.1756,0.0465,0.0397,1.0591,0.7609,0.3768,0.4586,5.1613,3.6012,316.4804,11.6754,7.2341,88.3186,1.6416,7.2341,74.0000,25.5936,10.3463,0.0127,0.1756,48.6816,10.8625,11.9842
11,11,4.2125,8.7024,14.7507,9.0820,16.9471,16.6223,89.4361,75.0497,0.0503,0.0625,1.0599,0.8944,0.3961,0.4776,4.9032,4.3656,320.4545,11.8038,7.4123,90.0384,1.6885,7.4123,74.0000,25.3491,10.5554,0.0213,0.2000,48.9300,11.1375,11.9905
12,12,3.4993,5.7675,13.3763,10.4359,16.9940,11.8953,85.0200,87.3663,0.0503,0.0609,1.0080,1.0605,0.4020,0.4402,4.7464,5.0664,323.8219,11.8937,7.5592,91.6266,1.7281,7.5592,74.0000,25.1108,10.7674,0.0255,0.2225,49.1626,11.3740,11.9872
13,13,4.1749,2.8009,10.3120,12.8074,15.9862,8.8294,81.0304,98.6255,0.0503,0.0422,0.8976,1.1644,0.4020,0.3038,4.1973,5.7250,330.1247,11.9500,7.6190,94.5433,1.7414,7.6190,74.0000,24.8742,11.0051,0.0255,0.2242,49.3918,11.6011,11.7965
14,14,5.7562,2.1266,9.1496,24.1830,14.1022,5.4032,71.0923,102.7572,0.0503,0.0279,0.7828,1.2008,0.3578,0.2058,3.6023,5.8365,331.3288,12.0875,7.6656,95.1384,1.7507,7.6656,74.0000,25.4328,10.4490,0.0282,0.2148,49.6807,10.9579,11.0795
15,15,6.4013,2.5658,7.6919,50.2779,12.2479,3.3902,56.8332,96.0033,0.0428,0.0217,0.6255,1.0536,0.2985,0.1314,2.9049,5.2337,345.4848,12.4348,7.6862,95.9908,1.7649,7.6862,74.0000,26.6957,9.1764,0.0265,0.2023,50.0625,9.5336,9.5830
16,16,6.2089,3.2936,7.5012,85.1906,10.8802,1.8039,41.4539,80.7324,0.0305,0.0122,0.4447,0.8298,0.2564,0.0783,2.0949,4.0518,345.7885,13.0429,7.6993,95.9973,1.7669,7.6993,74.0000,28.4692,7.4015,0.0231,0.1750,50.4227,7.6104,7.9380
