,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0741,Infected,0%
3,3.0,0.23650000000000002,Infected,0%
4,4.0,0.491,Infected,0%
5,5.0,0.8998,Infected,0%
6,6.0,1.5611,Infected,0%
7,7.0,1.9799,Infected,0%
8,8.0,2.2785,Infected,0%
9,9.0,3.1784,Infected,0%
10,10.0,4.8658,Infected,0%
11,11.0,7.1884,Infected,0%
12,12.0,9.9479,Infected,0%
13,13.0,13.280600000000002,Infected,0%
14,14.0,14.9259,Infected,0%
15,15.0,15.4289,Infected,0%
16,16.0,18.1283,Infected,0%
17,17.0,22.2045,Infected,0%
18,18.0,27.204399999999996,Infected,0%
19,19.0,33.030100000000004,Infected,0%
20,20.0,39.3306,Infected,0%
21,21.0,41.7916,Infected,0%
22,22.0,41.6453,Infected,0%
23,23.0,45.040099999999995,Infected,0%
24,24.0,49.97390000000001,Infected,0%
25,25.0,55.6593,Infected,0%
26,26.0,60.8377,Infected,0%
27,27.0,66.1884,Infected,0%
28,28.0,66.8557,Infected,0%
29,29.0,64.7275,Infected,0%
30,30.0,65.503,Infected,0%
31,31.0,66.78150000000001,Infected,0%
32,32.0,67.2584,Infected,0%
33,33.0,68.012,Infected,0%
34,34.0,67.73349999999999,Infected,0%
35,35.0,65.2745,Infected,0%
36,36.0,60.962,Infected,0%
37,37.0,57.953900000000004,Infected,0%
38,38.0,55.3808,Infected,0%
39,39.0,52.735499999999995,Infected,0%
40,40.0,50.3206,Infected,0%
41,41.0,47.2504,Infected,0%
42,42.0,43.803599999999996,Infected,0%
43,43.0,40.004000000000005,Infected,0%
44,44.0,36.8677,Infected,0%
45,45.0,34.1223,Infected,0%
46,46.0,31.3286,Infected,0%
47,47.0,28.7615,Infected,0%
48,48.0,26.493,Infected,0%
49,49.0,23.869799999999998,Infected,0%
50,50.0,21.3767,Infected,0%
51,51.0,19.2404,Infected,0%
52,52.0,17.414900000000003,Infected,0%
53,53.0,15.8016,Infected,0%
54,54.0,14.152299999999999,Infected,0%
55,55.0,12.629299999999999,Infected,0%
56,56.0,11.166400000000001,Infected,0%
57,57.0,9.925899999999999,Infected,0%
58,58.0,8.811499999999999,Infected,0%
59,59.0,7.775600000000001,Infected,0%
60,60.0,6.8297,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0581,Infected,10%
64,3.0,0.2064,Infected,10%
65,4.0,0.4268,Infected,10%
66,5.0,0.7876,Infected,10%
67,6.0,1.3807,Infected,10%
68,7.0,1.7234,Infected,10%
69,8.0,1.9319,Infected,10%
70,9.0,2.8076,Infected,10%
71,10.0,4.052,Infected,10%
72,11.0,5.791699999999999,Infected,10%
73,12.0,8.1242,Infected,10%
74,13.0,10.7555,Infected,10%
75,14.0,12.074100000000001,Infected,10%
76,15.0,12.549,Infected,10%
77,16.0,14.923799999999998,Infected,10%
78,17.0,18.1664,Infected,10%
79,18.0,21.9458,Infected,10%
80,19.0,26.4589,Infected,10%
81,20.0,31.8658,Infected,10%
82,21.0,34.3086,Infected,10%
83,22.0,34.0521,Infected,10%
84,23.0,36.8136,Infected,10%
85,24.0,40.7053,Infected,10%
86,25.0,45.140299999999996,Infected,10%
87,26.0,50.3046,Infected,10%
88,27.0,54.7014,Infected,10%
89,28.0,55.8035,Infected,10%
90,29.0,54.2065,Infected,10%
91,30.0,55.2645,Infected,10%
92,31.0,57.2806,Infected,10%
93,32.0,59.408899999999996,Infected,10%
94,33.0,61.0481,Infected,10%
95,34.0,62.282599999999995,Infected,10%
96,35.0,60.522999999999996,Infected,10%
97,36.0,57.0681,Infected,10%
98,37.0,55.086299999999994,Infected,10%
99,38.0,53.2425,Infected,10%
100,39.0,51.853699999999996,Infected,10%
101,40.0,50.2525,Infected,10%
102,41.0,48.37069999999999,Infected,10%
103,42.0,45.3928,Infected,10%
104,43.0,41.92380000000001,Infected,10%
105,44.0,39.0922,Infected,10%
106,45.0,36.5631,Infected,10%
107,46.0,34.1022,Infected,10%
108,47.0,31.691399999999998,Infected,10%
109,48.0,29.3728,Infected,10%
110,49.0,26.6112,Infected,10%
111,50.0,24.1483,Infected,10%
112,51.0,21.903899999999997,Infected,10%
113,52.0,19.679399999999998,Infected,10%
114,53.0,17.887800000000002,Infected,10%
115,54.0,16.1383,Infected,10%
116,55.0,14.613199999999999,Infected,10%
117,56.0,13.049999999999999,Infected,10%
118,57.0,11.573100000000002,Infected,10%
119,58.0,10.224499999999999,Infected,10%
120,59.0,9.118199999999998,Infected,10%
121,60.0,8.0621,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0521,Infected,40%
125,3.0,0.14830000000000002,Infected,40%
126,4.0,0.3206,Infected,40%
127,5.0,0.5591,Infected,40%
128,6.0,0.9579,Infected,40%
129,7.0,1.1823000000000001,Infected,40%
130,8.0,1.3667,Infected,40%
131,9.0,1.8076,Infected,40%
132,10.0,2.5070999999999994,Infected,40%
133,11.0,3.5551,Infected,40%
134,12.0,4.8056,Infected,40%
135,13.0,6.2225,Infected,40%
136,14.0,6.9238,Infected,40%
137,15.0,7.2685,Infected,40%
138,16.0,8.3807,Infected,40%
139,17.0,9.972,Infected,40%
140,18.0,12.0722,Infected,40%
141,19.0,14.4208,Infected,40%
142,20.0,17.2685,Infected,40%
143,21.0,18.463,Infected,40%
144,22.0,18.416800000000002,Infected,40%
145,23.0,19.8837,Infected,40%
