,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,216.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,211.5841,4.0651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7367,0.0000,0.0000,0.0000,0.0000,74.0000,74.0000,0.0000,0.0000,0.0000,4.0651,0.0000,0.0000
2,2,199.1456,14.2983,0.9826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,3.5243,0.0278,0.0000,0.0038,0.0278,74.0000,74.0000,0.0000,0.0000,0.0000,8.2509,0.0000,0.9980
3,3,174.5279,33.3745,4.6945,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0388,0.0000,0.0000,0.0000,0.1476,-0.0019,0.0000,5.2321,0.1495,0.0000,0.0388,0.1495,74.0000,74.0000,0.0000,0.0000,0.0000,12.2085,0.0000,2.7655
4,4,140.5641,56.5536,13.0701,0.6603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1312,0.0014,0.0000,0.0000,0.5502,0.0096,0.0000,6.8936,0.5728,0.0000,0.1401,0.5728,74.0000,74.0000,0.0000,0.0000,0.0000,15.6781,0.0000,4.7186
5,5,105.2084,74.9859,26.5010,2.3777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2916,0.0232,0.0000,0.0000,1.3041,0.0553,0.0000,8.6322,1.3799,0.0000,0.3290,1.3799,74.0000,74.0000,0.0000,0.0000,0.0000,18.4775,0.0000,6.7000
6,6,103.1297,55.8784,42.5528,5.8581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5495,0.0613,0.0000,0.0000,2.5082,0.2314,0.0000,10.3813,2.7761,0.0000,0.6322,2.7761,74.0000,74.0000,0.0000,0.0000,0.0000,20.5635,0.0000,8.3980
7,7,101.0803,42.0729,50.8347,11.4557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8916,0.1420,0.0000,0.0000,3.7192,0.5611,0.0000,12.1039,4.3307,0.0000,1.0609,4.3307,74.0000,74.0000,0.0000,0.0000,0.0000,22.6405,0.0000,9.3738
8,8,53.6783,77.2455,54.1338,18.1205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1212,0.2661,0.0000,0.0000,4.8070,1.0576,0.0000,13.7333,5.9282,0.0000,1.4229,5.9282,74.0000,74.0000,0.0000,0.0000,0.0000,24.7311,0.0000,10.0422
9,9,27.2589,81.7806,66.1325,25.5318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4470,0.4346,0.0000,0.0000,6.2492,1.7293,0.0000,15.4272,8.0556,0.0000,1.9268,8.0556,74.0000,74.0000,0.0000,0.0000,0.0000,25.8198,0.0000,10.7625
10,10,13.7954,72.1793,77.8874,34.4204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7436,0.6330,0.0000,0.0000,7.7127,2.5850,0.0000,17.0978,10.3905,0.0000,2.4280,10.3905,74.0000,74.0000,0.0000,0.0000,0.0000,26.3969,0.0000,11.3578
11,11,6.8171,58.6498,85.4736,44.5647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2321,0.8335,0.0000,0.0000,9.2676,3.5686,0.0000,18.8534,12.9394,0.0000,3.1213,12.9394,74.0000,74.0000,0.0000,0.0000,0.0000,26.7155,0.0000,11.6780
12,12,2.8837,45.9543,87.3800,56.3685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5772,1.1299,0.0000,0.0000,10.7096,4.7610,0.0000,20.4728,15.6434,0.0000,3.7855,15.6434,74.0000,74.0000,0.0000,0.0000,0.0000,26.8677,0.0000,11.8568
13,13,2.8291,33.0410,85.4073,68.3820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9361,1.4209,0.0000,0.0000,11.9443,6.0079,0.0000,22.0970,18.2848,0.0000,4.4864,18.2848,74.0000,74.0000,0.0000,0.0000,0.0000,26.9305,0.0000,11.9279
14,14,2.7591,23.7152,80.3127,80.5225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1552,1.7186,0.0000,0.0000,12.6261,7.2796,0.0000,23.6876,20.6990,0.0000,5.1270,20.6990,74.0000,74.0000,0.0000,0.0000,0.0000,27.0119,0.0000,11.9477
15,15,0.6970,19.1174,73.8033,92.1043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2634,2.0292,0.0000,0.0000,12.9542,8.3513,0.0000,25.3045,22.9454,0.0000,5.7513,22.9454,74.0000,74.0000,0.0000,0.0000,0.0000,27.0698,0.0000,11.9552
16,16,0.1811,14.2206,66.7574,103.9199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3009,2.2113,0.0000,0.0000,12.8938,9.0376,0.0000,26.9061,25.0082,0.0000,6.2914,25.0082,74.0000,74.0000,0.0000,0.0000,0.0000,27.0839,0.0000,11.9477
