,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,232.2786,0.4640,0.6740,0.0000,3.3982,0.0000,0.1789,0.0000,-0.0896,0.0000,-0.0047,0.0000,0.0754,0.0000,0.0040,0.0000,59.7333,0.6400,0.0040,0.1789,-0.0047,0.0040,0.0000,0.2066,1.0000
2,2,231.4426,0.8041,0.7111,0.0554,3.3982,0.0000,0.1606,0.0011,-0.0685,0.0000,-0.0067,0.0000,0.1923,0.0000,0.0031,-0.0032,59.7333,1.2775,0.0102,0.1789,-0.0037,0.0102,0.0000,0.2206,0.8388
3,3,230.4956,1.1636,0.8041,0.1526,3.3982,0.0000,0.1200,0.0322,0.0136,-0.0047,-0.0023,0.0000,0.2537,-0.0086,0.0038,-0.0031,59.7333,2.0320,0.0137,0.1789,0.0008,0.0137,0.0000,0.2348,0.7414
4,4,229.6156,1.5228,1.0206,0.2654,3.3982,0.0000,0.0936,0.0560,0.0136,-0.0047,-0.0070,-0.0037,0.3082,-0.0033,-0.0042,0.0069,59.7333,2.6331,0.0171,0.1789,0.0008,0.0171,0.0000,0.2395,0.6936
5,5,228.6853,1.7429,1.2889,0.4035,3.3982,0.0000,0.0761,0.0729,0.0136,-0.0047,-0.0070,-0.0037,0.4276,-0.0064,0.0060,0.0075,59.7333,3.3233,0.0244,0.1789,0.0008,0.0244,0.0000,0.2490,0.7046
6,6,228.3614,1.1234,1.4864,0.5479,3.3982,0.0000,0.0678,0.0812,0.1288,-0.0034,0.0104,0.0005,0.5581,-0.0008,0.0446,0.0228,59.7333,4.0153,0.0361,0.1789,0.0099,0.0361,0.0000,0.2776,0.7430
7,7,228.2198,0.7550,1.6035,0.7247,3.3982,0.0000,0.0636,0.0855,0.1288,-0.0030,0.0034,0.0114,0.6682,0.0087,0.0633,0.0365,59.7333,4.6702,0.0439,0.1789,0.0099,0.0439,0.0000,0.2872,0.7699
8,8,222.2668,0.5398,0.4583,0.4455,8.2612,0.2226,0.9966,0.5724,0.1760,-0.0030,0.0037,0.0233,0.7881,-0.0008,0.0826,0.0470,117.6448,5.3994,0.0519,0.6105,0.0133,0.0519,0.0000,0.6482,0.7379
9,9,221.7773,0.7552,0.5191,0.5038,8.2612,0.1673,0.9433,0.6915,0.1760,-0.0003,0.0040,0.0228,0.8032,0.0053,0.0852,0.0894,117.6448,6.0315,0.0559,0.6105,0.0133,0.0559,0.0000,0.6535,0.7520
10,10,221.0983,0.9238,0.5964,0.5995,8.2612,0.1144,0.8572,0.8389,0.1760,-0.0035,0.0086,0.0237,0.9110,0.0206,0.0855,0.1298,117.6448,6.7272,0.0641,0.6105,0.0133,0.0641,0.0000,0.6629,0.7282
11,11,220.4786,0.9890,0.6873,0.6605,8.2612,0.0728,0.7873,0.9406,0.2421,-0.0002,0.0180,0.0439,0.9766,0.0116,0.0847,0.1474,117.6448,7.3873,0.0683,0.6105,0.0203,0.0683,0.0000,0.6789,0.7145
