,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,62.7479,0.5733,0.1873,0.0000,62.4027,0.0000,0.1729,0.0000,1.7858,0.0000,0.0049,0.0000,8.4875,0.0000,0.0235,0.0000,0.7052,0.6694,0.0235,0.1729,0.0049,0.0235,0.0000,0.1873,0.0000
2,2,60.1144,1.1691,0.5001,0.0867,62.4027,0.0000,0.1621,0.0193,3.3620,0.0000,0.0245,0.0000,11.6690,0.0000,0.0383,0.0096,0.7052,1.2562,0.0328,0.1729,0.0098,0.0328,0.0000,0.1941,0.1091
3,3,56.9629,2.4672,0.9567,0.1834,62.4027,0.0000,0.1375,0.0570,6.1943,0.0046,0.0728,0.0000,12.9620,0.0194,0.0236,0.0292,0.7052,1.9897,0.0373,0.1729,0.0191,0.0373,0.0000,0.2001,0.1736
4,4,52.6927,4.2204,1.8119,0.2754,62.4027,0.0000,0.1172,0.0817,6.1943,0.0046,0.0536,0.0098,13.8256,0.0097,0.1072,0.0428,0.7052,2.6740,0.0419,0.1729,0.0191,0.0419,0.0000,0.2021,0.2216
5,5,50.3892,5.6628,3.1143,0.4359,62.4027,0.0000,0.1028,0.0971,6.1943,0.0046,0.0536,0.0098,15.9101,0.0183,0.1836,0.0573,0.7052,3.3613,0.0492,0.1729,0.0191,0.0492,0.0000,0.2050,0.2884
6,6,53.2668,2.9037,4.4506,0.6020,62.4027,0.0000,0.0952,0.1046,7.5410,0.1782,0.4202,0.0628,17.0763,0.1637,0.6176,0.1467,0.7052,3.9259,0.0621,0.1729,0.0329,0.0621,0.0000,0.2152,0.3501
7,7,53.8744,1.5835,5.6221,1.0488,62.4027,0.0000,0.0914,0.1082,7.5410,0.0963,0.3929,0.1237,18.6070,0.0696,0.9454,0.2478,0.7052,4.7950,0.0704,0.1729,0.0329,0.0704,0.0000,0.2182,0.4212
8,8,92.6154,1.9051,1.5080,0.7966,82.7683,0.4997,4.5304,1.2698,8.3052,0.0964,0.3938,0.2705,20.5737,0.1081,1.0437,0.3596,7.1832,5.6370,0.0784,0.6003,0.0375,0.0784,0.0000,0.2959,0.4947
9,9,88.8127,3.5182,1.6572,1.0174,82.7683,0.3144,4.0148,1.7512,8.3052,0.0479,0.4370,0.3139,20.5762,0.1297,1.1586,0.5710,7.1832,6.1950,0.0824,0.6003,0.0375,0.0824,0.0000,0.2936,0.5173
10,10,89.6405,5.1811,2.5779,1.4009,82.7683,0.1893,3.4788,2.3390,8.3052,0.0291,0.4406,0.3472,21.7506,0.1562,1.0398,0.8242,7.1832,7.0469,0.0903,0.6003,0.0375,0.0903,0.0000,0.2987,0.4822
11,11,95.0970,5.5109,3.6834,1.7566,82.7683,0.1364,3.4897,2.7772,9.3447,0.0781,0.9516,0.4341,23.9205,0.1428,1.0583,1.0570,7.1832,7.9936,0.0980,0.6003,0.0455,0.0980,0.0000,0.2991,0.5738
12,12,99.4369,6.8265,5.3921,2.4428,82.7683,0.0871,2.8218,3.5389,9.3447,0.0183,1.0616,0.4950,24.3295,0.1386,0.9840,1.4456,7.1832,8.7536,0.1018,0.6003,0.0455,0.1018,0.0000,0.3064,0.6593
13,13,108.5996,3.6905,6.8908,3.5757,82.7683,0.0620,2.3813,4.0777,9.8580,0.0183,1.1447,0.5582,26.9654,0.1133,0.8858,1.8644,7.1832,9.6697,0.1127,0.6003,0.0499,0.1127,0.0000,0.3345,0.7235
14,14,110.2431,1.7096,7.8364,4.1987,82.7683,0.0415,1.9148,4.7257,9.9453,0.0097,1.1571,1.0401,27.6192,0.2373,1.4187,2.3931,7.1832,10.0007,0.1298,0.6003,0.0542,0.1298,0.0000,0.3455,0.7628
15,15,268.2897,0.8064,1.1140,1.2265,103.5420,0.6338,6.7686,8.9318,8.9150,0.0000,1.0498,1.4191,21.3358,0.2288,1.7362,3.2182,13.0823,10.4528,0.1410,1.2349,0.0586,0.1410,0.0000,0.6958,0.7806
16,16,280.2256,1.1210,1.7839,1.4358,103.5420,0.2440,5.8252,11.2841,7.4326,0.0000,0.8552,1.6732,19.7087,0.1962,1.6463,3.5052,13.0823,10.8309,0.1443,1.2349,0.0586,0.1443,0.0000,0.7214,0.7895
17,17,293.7666,1.3431,1.8279,1.9742,103.5420,0.1579,5.4511,12.3105,7.2204,0.0098,0.6565,2.0455,18.5616,0.0747,1.7443,3.8832,13.0823,11.8993,0.1443,1.2349,0.0671,0.1443,0.0000,0.7538,0.7878
18,18,300.0372,1.6179,0.9506,2.3002,103.5420,0.1158,4.2552,14.4968,8.5421,0.0294,0.5040,2.3586,18.2307,0.1504,1.6974,4.5685,13.0823,12.7891,0.1507,1.2349,0.0713,0.1507,0.0000,0.7580,0.8628
19,19,302.3025,1.9949,1.3143,2.6773,103.5420,0.0856,3.4177,16.7905,8.5421,0.0294,0.4343,2.5402,16.2942,0.1360,1.2717,5.0853,13.0823,13.6883,0.1507,1.2349,0.0713,0.1507,0.0000,0.7520,0.8504
20,20,317.3748,0.9707,1.9548,5.2529,103.5420,0.0504,2.8191,18.6548,10.6043,0.0197,0.4800,1.8135,17.9109,0.0922,1.1624,4.9832,13.0823,14.3767,0.1599,1.2349,0.0853,0.1599,0.0000,0.7973,0.8001
21,21,318.5287,0.5512,1.8930,5.9953,103.5420,0.0269,2.0540,20.5820,10.6043,0.0049,0.3768,1.9579,16.4294,0.0876,1.0311,5.1159,13.0823,15.3059,0.1599,1.2349,0.0853,0.1599,0.0000,0.8026,0.7487
22,22,260.9018,0.4197,0.4549,14.4598,54.5565,0.1166,3.2491,14.6291,9.8474,0.0049,0.2718,1.9313,14.4350,0.0535,0.7460,5.5344,23.1417,16.7739,0.1599,1.3302,0.0853,0.1599,0.0000,0.6006,0.6414
23,23,263.0254,0.6309,0.6860,15.7881,54.5565,0.0577,2.4708,16.4876,9.8474,0.0000,0.2435,2.0191,14.4244,0.0195,0.4869,5.6511,23.1417,17.5003,0.1599,1.3302,0.0853,0.1599,0.0000,0.6003,0.6106
24,24,262.3025,0.7824,0.6664,16.0158,54.5565,0.0386,2.1216,18.0264,9.8474,0.0000,0.2395,2.0993,13.1482,0.0195,0.3338,5.9157,23.1417,17.8682,0.1599,1.3302,0.0853,0.1599,0.0000,0.5896,0.6167
25,25,254.0887,0.9472,1.0913,16.6464,54.5565,0.0340,1.5513,19.5645,8.7910,0.0000,0.1264,1.6203,10.0714,0.0195,0.2598,5.8005,23.1417,19.0118,0.1599,1.3302,0.0853,0.1599,0.0000,0.5476,0.7247
26,26,258.9137,1.2666,1.3925,17.0436,54.5565,0.0292,1.2397,20.9453,8.7910,0.0000,0.0731,1.8475,9.5614,0.0195,0.2084,5.7390,23.1417,20.2864,0.1599,1.3302,0.0853,0.1599,0.0000,0.5469,0.6718
27,27,248.5328,0.7447,1.6052,18.5966,54.5565,0.0292,1.1717,21.6574,8.2519,0.0000,0.0487,1.5516,6.3787,0.0049,0.1871,5.6365,23.1417,21.1167,0.1599,1.3302,0.0853,0.1599,0.0000,0.5339,0.6570
28,28,245.5933,0.4279,1.6645,21.8671,54.5565,0.0292,0.9049,22.4062,8.1485,0.0000,0.0487,0.4552,6.3118,0.0049,0.1502,3.5385,23.1417,21.2432,0.1599,1.3302,0.0853,0.1599,0.0000,0.5011,0.7002
29,29,174.0416,0.0959,0.5439,41.9427,25.4907,0.1441,1.5018,6.3513,6.3696,0.0000,0.0532,0.1544,5.2032,0.0049,0.0829,1.9501,28.3742,21.2340,0.1599,1.4214,0.0894,0.1599,0.0000,0.2481,0.4027
30,30,174.7344,0.1836,0.4880,41.8600,25.4907,0.1015,1.1730,7.0284,6.3696,0.0000,0.0485,0.1786,3.9858,0.0246,0.1713,2.2608,28.3742,22.0411,0.1629,1.4214,0.0894,0.1629,0.0000,0.2580,0.3800
31,31,171.8166,0.1742,0.8912,42.3888,25.4907,0.0429,1.1642,7.4160,3.7703,0.0000,0.0098,0.1848,3.9858,0.0049,0.1713,2.4633,28.3742,22.5558,0.1629,1.4214,0.0894,0.1629,0.0000,0.2515,0.3505
32,32,179.3113,0.2256,0.5346,44.1099,25.4907,0.0283,1.1301,7.7701,4.5190,0.0049,0.4093,0.5388,3.3839,0.0049,0.0791,1.3095,28.3742,24.1609,0.1629,1.4214,0.1073,0.1629,0.0000,0.2387,0.4050
33,33,183.2687,0.2632,0.7514,44.1567,25.4907,0.0190,0.8467,8.8089,4.5190,0.0000,0.4049,0.6856,3.3839,0.0000,0.1236,1.3095,28.3742,25.1831,0.1629,1.4214,0.1073,0.1629,0.0000,0.2387,0.3326
34,34,170.7335,0.1483,0.7454,44.9384,25.4907,0.0095,0.7288,8.9513,3.1241,0.0000,0.3164,0.7709,0.1780,0.0000,0.0791,0.4945,28.3742,25.0149,0.1629,1.4214,0.1073,0.1629,0.0000,0.2249,0.3855
35,35,170.7335,0.0718,0.6924,45.0581,25.4907,0.0046,0.6849,9.5928,3.1241,0.0000,0.1780,1.0076,0.1780,0.0000,0.0198,0.7121,28.3742,26.2685,0.1629,1.4214,0.1073,0.1629,0.0000,0.2249,0.3479
