,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.499,Infected,0%
3,3.0,4.4889,Infected,0%
4,4.0,9.829600000000001,Infected,0%
5,5.0,17.883700000000005,Infected,0%
6,6.0,28.988,Infected,0%
7,7.0,35.7255,Infected,0%
8,8.0,39.745400000000004,Infected,0%
9,9.0,45.2064,Infected,0%
10,10.0,51.392700000000005,Infected,0%
11,11.0,57.861599999999996,Infected,0%
12,12.0,64.27650000000001,Infected,0%
13,13.0,69.3747,Infected,0%
14,14.0,69.8237,Infected,0%
15,15.0,67.93990000000001,Infected,0%
16,16.0,65.0,Infected,0%
17,17.0,60.938,Infected,0%
18,18.0,57.034099999999995,Infected,0%
19,19.0,52.5712,Infected,0%
20,20.0,47.77949999999999,Infected,0%
21,21.0,43.0441,Infected,0%
22,22.0,32.565200000000004,Infected,0%
23,23.0,29.835700000000003,Infected,0%
24,24.0,27.5732,Infected,0%
25,25.0,25.7215,Infected,0%
26,26.0,24.480999999999998,Infected,0%
27,27.0,23.360699999999998,Infected,0%
28,28.0,22.3707,Infected,0%
29,29.0,15.8156,Infected,0%
30,30.0,16.9018,Infected,0%
31,31.0,18.0721,Infected,0%
32,32.0,19.565,Infected,0%
33,33.0,21.060200000000002,Infected,0%
34,34.0,22.559,Infected,0%
35,35.0,23.156399999999998,Infected,0%
36,36.0,22.3828,Infected,0%
37,37.0,22.2365,Infected,0%
38,38.0,22.078100000000003,Infected,0%
39,39.0,21.8537,Infected,0%
40,40.0,21.857599999999998,Infected,0%
41,41.0,21.5471,Infected,0%
42,42.0,20.719399999999997,Infected,0%
43,43.0,18.3646,Infected,0%
44,44.0,17.5231,Infected,0%
45,45.0,16.8477,Infected,0%
46,46.0,16.1904,Infected,0%
47,47.0,15.609200000000001,Infected,0%
48,48.0,14.903799999999999,Infected,0%
49,49.0,14.256499999999999,Infected,0%
50,50.0,11.8476,Infected,0%
51,51.0,11.476999999999999,Infected,0%
52,52.0,11.2425,Infected,0%
53,53.0,11.1021,Infected,0%
54,54.0,11.017999999999999,Infected,0%
55,55.0,10.8717,Infected,0%
56,56.0,10.5912,Infected,0%
57,57.0,9.2425,Infected,0%
58,58.0,9.0722,Infected,0%
59,59.0,8.9138,Infected,0%
60,60.0,8.811499999999999,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,1.3888,Infected,10%
64,3.0,4.088199999999999,Infected,10%
65,4.0,8.629299999999999,Infected,10%
66,5.0,15.5912,Infected,10%
67,6.0,24.7454,Infected,10%
68,7.0,30.821700000000003,Infected,10%
69,8.0,34.509,Infected,10%
70,9.0,39.28659999999999,Infected,10%
71,10.0,45.1121,Infected,10%
72,11.0,51.745400000000004,Infected,10%
73,12.0,58.30460000000001,Infected,10%
74,13.0,64.18430000000001,Infected,10%
75,14.0,65.7334,Infected,10%
76,15.0,64.557,Infected,10%
77,16.0,62.124300000000005,Infected,10%
78,17.0,58.8977,Infected,10%
79,18.0,55.4629,Infected,10%
80,19.0,51.7634,Infected,10%
81,20.0,48.2084,Infected,10%
82,21.0,43.865700000000004,Infected,10%
83,22.0,34.6393,Infected,10%
84,23.0,31.7274,Infected,10%
85,24.0,29.1223,Infected,10%
86,25.0,27.044099999999997,Infected,10%
87,26.0,25.376899999999996,Infected,10%
88,27.0,23.755500000000005,Infected,10%
89,28.0,22.553000000000004,Infected,10%
90,29.0,15.779499999999999,Infected,10%
91,30.0,16.270600000000005,Infected,10%
92,31.0,17.262500000000003,Infected,10%
93,32.0,18.372699999999995,Infected,10%
94,33.0,19.8737,Infected,10%
95,34.0,21.424900000000004,Infected,10%
96,35.0,21.8196,Infected,10%
97,36.0,20.757500000000004,Infected,10%
98,37.0,20.7355,Infected,10%
99,38.0,20.6613,Infected,10%
100,39.0,20.6573,Infected,10%
101,40.0,20.8476,Infected,10%
102,41.0,20.8256,Infected,10%
103,42.0,20.4709,Infected,10%
104,43.0,18.6832,Infected,10%
105,44.0,18.040100000000002,Infected,10%
106,45.0,17.404800000000005,Infected,10%
107,46.0,16.851699999999997,Infected,10%
108,47.0,16.1182,Infected,10%
109,48.0,15.472999999999999,Infected,10%
110,49.0,14.689400000000001,Infected,10%
111,50.0,12.2787,Infected,10%
112,51.0,11.915899999999999,Infected,10%
113,52.0,11.6193,Infected,10%
114,53.0,11.398799999999998,Infected,10%
115,54.0,11.1543,Infected,10%
116,55.0,10.877599999999997,Infected,10%
117,56.0,10.4188,Infected,10%
118,57.0,9.2185,Infected,10%
119,58.0,8.990099999999998,Infected,10%
120,59.0,8.7917,Infected,10%
121,60.0,8.885699999999998,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,1.1522999999999999,Infected,40%
125,3.0,3.0660999999999987,Infected,40%
126,4.0,6.216399999999998,Infected,40%
127,5.0,10.6192,Infected,40%
128,6.0,16.1903,Infected,40%
129,7.0,19.9259,Infected,40%
130,8.0,22.3128,Infected,40%
131,9.0,26.0941,Infected,40%
132,10.0,30.713299999999997,Infected,40%
133,11.0,36.1063,Infected,40%
134,12.0,41.677299999999995,Infected,40%
135,13.0,47.478899999999996,Infected,40%
136,14.0,50.02600000000001,Infected,40%
137,15.0,50.1584,Infected,40%
138,16.0,49.58930000000001,Infected,40%
139,17.0,48.382799999999996,Infected,40%
140,18.0,47.18429999999999,Infected,40%
141,19.0,45.799600000000005,Infected,40%
