,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,229.0647,11.4936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.9010,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,0.0000,11.4936,0.0000,0.0000
2,2,197.4542,41.5901,3.2160,0.0000,0.0000,0.0000,0.0627,0.0000,0.0000,0.0000,0.0448,0.0000,0.0000,0.0000,0.1274,0.0000,63.0661,3.7827,0.1274,0.0627,0.0448,0.1274,50.0000,50.0000,0.0000,0.0000,0.0000,22.1325,0.0000,2.9760
3,3,144.4975,82.1339,12.5673,0.4437,1.5138,1.3220,1.5506,0.0213,0.0000,0.0000,0.1587,0.0059,0.0000,0.0000,0.5885,0.0158,73.9335,5.5888,0.5967,1.5506,0.1609,0.5967,50.0000,50.0000,0.0000,0.0000,0.0000,31.2739,0.1988,6.3377
4,4,88.6891,107.0411,27.7058,1.8969,3.6933,7.7008,7.2573,0.5716,0.0000,0.0000,0.3744,0.0322,0.0906,0.0707,1.4574,0.0944,95.2139,7.2901,1.5097,7.0738,0.3965,1.5097,50.0000,50.0000,0.0000,0.0000,0.0000,37.7167,0.9421,8.9972
5,5,47.4003,102.8657,40.4319,4.2772,6.1072,19.1305,20.3848,2.8414,0.0237,0.0414,0.7764,0.0907,0.2586,0.3195,2.8069,0.3085,129.3170,8.9219,2.9241,19.2000,0.8380,2.9241,50.0000,50.0000,0.0000,0.0000,0.0000,41.7160,2.4827,10.6837
6,6,43.8714,60.7664,47.0770,7.0914,7.5372,29.0123,38.1026,8.0247,0.0319,0.1421,1.2136,0.2027,0.3179,0.5308,4.3218,0.6968,166.3044,10.2206,4.4837,34.1652,1.2991,4.4837,50.0000,50.0000,0.0000,0.0000,0.0000,43.7788,4.3090,11.5442
7,7,38.7163,34.6180,41.0362,9.4380,10.5525,30.8490,56.7486,16.8017,0.0801,0.1518,1.4798,0.3805,0.5202,0.6393,5.6003,1.3094,201.5098,11.3036,5.9497,49.4161,1.6750,5.9497,50.0000,50.0000,0.0000,0.0000,0.0000,45.7445,6.0433,11.8590
8,8,17.6892,14.6623,2.7783,1.4054,22.0101,41.5891,97.5206,37.3936,0.1698,0.2197,1.7458,0.6267,0.6286,0.5534,6.0963,2.0881,308.5794,12.0604,6.9736,87.6012,1.9686,6.9736,50.0000,50.0000,0.0000,0.0000,0.0000,47.5336,10.2733,11.9318
9,9,9.9600,16.0267,5.0854,1.4784,22.4919,30.8649,97.4833,50.7225,0.1742,0.2021,1.6321,0.8656,0.8688,0.5780,5.7270,2.9409,313.0867,12.3096,7.1501,88.5889,2.0092,7.1501,50.0000,50.0000,0.0000,0.0000,0.0000,48.3186,10.4638,11.9785
