,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.6683,0.7588,0.9698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0955,0.0000,0.0050,0.0000,0.4774,0.0000,0.0251,0.0000,0.0000,0.7538,0.0251,0.0000,0.0050,0.0251,0.0000,0.0302,1.0000
2,2.0000,233.7487,1.1457,0.8744,0.1106,2.7337,0.0754,0.2010,0.0050,0.2814,0.0000,0.0201,0.0000,0.7538,0.0000,0.0402,0.0101,35.8342,1.4121,0.0402,0.1508,0.0151,0.0402,0.0000,0.2060,0.8945
3,3.0000,232.6131,1.5678,1.0452,0.2513,2.7337,0.0503,0.1859,0.0452,0.4523,0.0201,0.0251,0.0050,0.9347,0.0101,0.0402,0.0201,35.8342,2.2563,0.0503,0.1508,0.0251,0.0503,0.0000,0.2261,0.8191
4,4.0000,229.6231,1.5528,0.9347,0.3518,4.9095,0.2714,0.5427,0.1055,0.4523,0.0050,0.0302,0.0151,1.0503,0.0302,0.0854,0.0402,59.3618,2.8593,0.0603,0.2915,0.0251,0.0603,0.0000,0.3769,0.7940
5,5.0000,228.7889,1.7789,1.2010,0.4925,4.9095,0.1859,0.5729,0.1608,0.4523,0.0050,0.0251,0.0201,1.2111,0.0352,0.1156,0.0452,59.3618,3.5377,0.0704,0.2915,0.0251,0.0704,0.0000,0.3869,0.8392
6,6.0000,228.5879,1.1658,1.5226,0.5829,4.9095,0.1156,0.5477,0.2563,0.5528,0.0352,0.0754,0.0402,1.3116,0.0653,0.1658,0.0653,59.3618,4.1457,0.0804,0.2915,0.0352,0.0804,0.0000,0.4070,0.8995
7,7.0000,228.4523,0.8141,1.6432,0.7487,4.9095,0.0704,0.5025,0.3467,0.5528,0.0251,0.0754,0.0503,1.4472,0.0503,0.2261,0.0854,59.3618,4.7839,0.0905,0.2915,0.0352,0.0905,0.0000,0.4171,0.9196
8,8.0000,227.2764,1.5226,1.5930,0.9648,4.9095,0.0553,0.4121,0.4523,0.5528,0.0201,0.0553,0.0754,1.6683,0.0402,0.2814,0.1206,59.3618,5.4322,0.1055,0.2915,0.0352,0.1055,0.0000,0.4322,0.8894
9,9.0000,223.5377,0.9849,0.7487,0.6583,8.0050,0.4573,1.3166,0.9749,0.5879,0.0402,0.0905,0.0854,1.8442,0.1055,0.3568,0.2060,93.9899,6.0101,0.1256,0.5829,0.0402,0.1256,0.0000,0.7035,0.9296
