,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.5983,0.6828,0.9683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0287,0.0000,-0.0015,0.0000,0.0000,0.5892,-0.0015,0.0000,0.0000,-0.0015,0.0000,-0.0015,1.0000
2,2,235.2067,1.0610,0.8777,0.0765,0.6431,-0.0005,0.0448,-0.0047,-0.0898,0.0000,-0.0047,0.0000,-0.0287,0.0000,-0.0047,-0.0034,11.9607,1.3081,-0.0015,0.0353,-0.0047,-0.0015,0.0000,0.0512,0.8682
3,3,234.3231,1.4477,1.0139,0.2143,0.6431,-0.0017,0.0481,-0.0047,-0.0898,0.0000,-0.0047,0.0000,0.0184,0.0000,-0.0065,-0.0034,11.9607,1.9900,0.0010,0.0353,-0.0047,0.0010,0.0000,0.0553,0.8146
4,4,232.6948,1.9125,1.2524,0.3524,0.9236,0.0001,0.0599,0.0029,-0.0898,0.0000,-0.0047,0.0000,0.1214,-0.0037,-0.0008,-0.0034,14.6623,2.6940,0.0068,0.0512,-0.0047,0.0068,0.0000,0.0803,0.8288
5,5,231.3525,2.4334,1.5234,0.5107,0.9236,0.0001,0.0571,0.0063,-0.0898,0.0000,-0.0047,0.0000,0.2162,-0.0126,0.0093,-0.0003,14.6623,3.4127,0.0133,0.0512,-0.0047,0.0133,0.0000,0.0888,0.8125
6,6,231.1677,1.7297,1.9779,0.7013,0.9236,-0.0031,0.0500,0.0145,-0.0295,-0.0065,-0.0090,-0.0047,0.2162,-0.0052,-0.0032,0.0073,14.6623,4.0247,0.0133,0.0512,-0.0016,0.0133,0.0000,0.0975,0.8741
7,7,230.7748,1.1797,2.0939,0.9565,0.9236,-0.0047,0.0442,0.0262,-0.0020,-0.0090,-0.0205,-0.0069,0.4374,0.0094,0.0229,0.0260,14.6623,4.6435,0.0278,0.0512,0.0009,0.0278,0.0000,0.1176,0.9345
8,8,228.8009,1.8578,2.0336,1.2643,0.9236,-0.0047,0.0370,0.0319,0.0845,-0.0037,-0.0002,-0.0029,0.7324,0.0199,0.1023,0.0479,14.6623,5.3731,0.0491,0.0512,0.0067,0.0491,0.0000,0.1521,0.9024
9,9,225.4771,1.8289,1.5174,1.1705,2.6448,0.1690,0.4962,0.2471,0.1320,-0.0037,0.0139,0.0042,0.9733,0.0345,0.1750,0.1040,26.4195,6.0781,0.0699,0.1876,0.0100,0.0699,0.0000,0.3276,0.9338
10,10,224.1907,1.9878,1.6928,1.2857,2.6448,0.1151,0.4751,0.3123,0.1988,0.0015,0.0348,0.0229,1.1786,0.0683,0.2588,0.1832,26.4195,6.6463,0.0915,0.1876,0.0168,0.0915,0.0000,0.3621,0.9726
11,11,222.5749,2.1209,1.7560,1.4166,3.0142,0.1306,0.6481,0.4842,0.2216,-0.0066,0.0469,0.0499,1.2247,0.0644,0.2475,0.2375,29.1527,7.2997,0.0958,0.2251,0.0203,0.0958,0.0000,0.4128,1.0169
12,12,221.2590,2.2586,1.9315,1.5634,3.0142,0.0982,0.5795,0.5908,0.2657,0.0201,0.1074,0.1184,1.4443,0.0801,0.2800,0.3012,29.1527,7.9552,0.1137,0.2251,0.0320,0.1137,0.0000,0.4473,1.0541
13,13,220.8670,1.4666,2.2140,1.7429,3.0142,0.0660,0.5116,0.6849,0.3558,0.0273,0.1180,0.1575,1.6500,0.1105,0.3677,0.4135,29.1527,8.6142,0.1360,0.2251,0.0397,0.1360,0.0000,0.4805,1.1421
14,14,220.6071,0.9697,2.1401,2.0100,3.0142,0.0364,0.4796,0.7441,0.4116,0.0310,0.1158,0.1677,1.7775,0.1037,0.4778,0.5618,29.1527,9.2840,0.1570,0.2251,0.0437,0.1570,0.0000,0.5087,1.1792
15,15,219.5591,1.4858,2.1505,2.2128,3.0142,0.0317,0.4179,0.8268,0.4651,0.0249,0.1173,0.1968,1.6475,0.0842,0.5250,0.6763,29.1527,9.9916,0.1708,0.2251,0.0477,0.1708,0.0000,0.5138,1.1600
16,16,218.0164,1.4483,1.5558,1.8515,3.2157,0.1735,0.8937,1.3262,0.4761,0.0235,0.1593,0.2589,1.7337,0.0773,0.5883,0.8730,40.6079,10.7968,0.1881,0.3620,0.0575,0.1881,0.0000,0.6106,1.1904
17,17,216.8652,1.6637,1.6178,2.0618,3.2157,0.1060,0.8165,1.4726,0.4761,0.0140,0.1415,0.2889,1.8866,0.0784,0.6255,1.0322,40.6079,11.4271,0.2100,0.3620,0.0575,0.2100,0.0000,0.6285,1.1963
18,18,215.9069,1.6817,1.6831,2.2275,3.0342,0.0948,0.8227,1.6680,0.5185,0.0103,0.1395,0.3258,1.9710,0.1025,0.6399,1.1757,43.7586,12.1558,0.2336,0.3821,0.0617,0.2336,0.0000,0.6446,1.2176
19,19,214.8572,1.8444,1.7862,2.3367,3.0342,0.0778,0.7500,1.7621,0.5236,0.0039,0.1370,0.3952,1.9292,0.1065,0.7270,1.3511,43.7586,12.7707,0.2561,0.3821,0.0659,0.2561,0.0000,0.6609,1.2359
20,20,214.9201,1.3423,1.9725,2.6179,3.0342,0.0500,0.6985,1.8490,0.4651,-0.0068,0.1505,0.3960,1.9741,0.0694,0.6408,1.4923,43.7586,13.4669,0.2597,0.3821,0.0701,0.2597,0.0000,0.6601,1.2276
21,21,215.1594,0.9825,1.9942,2.9379,3.0342,0.0358,0.6058,1.9579,0.4340,-0.0029,0.1374,0.3674,1.7831,0.0593,0.6530,1.5886,43.7586,14.2349,0.2729,0.3821,0.0701,0.2729,0.0000,0.6487,1.2040
