,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.4500,0.6666,0.9609,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0898,0.0000,-0.0047,0.0000,-0.0244,0.0000,-0.0013,0.0000,0.0000,0.4794,-0.0013,0.0000,-0.0047,-0.0013,0.0000,0.0011,1.0000
2,2,236.4258,1.1286,1.0219,0.0637,0.0000,0.0000,0.0000,0.0000,-0.0650,-0.0045,-0.0064,0.0000,0.0213,0.0000,-0.0037,-0.0040,0.0000,1.2361,0.0011,0.0000,-0.0036,0.0011,0.0000,0.0070,0.8874
3,3,235.4211,1.6824,1.1893,0.2018,0.0000,0.0000,0.0000,0.0000,-0.0650,0.0000,-0.0102,0.0000,0.0213,0.0000,-0.0017,-0.0032,0.0000,1.9106,0.0011,0.0000,-0.0036,0.0011,0.0000,0.0070,0.8542
4,4,233.9658,2.1036,1.4291,0.3577,0.0000,0.0000,0.0000,0.0000,-0.0290,-0.0094,-0.0067,-0.0047,0.1716,-0.0035,-0.0025,-0.0002,0.0000,2.6432,0.0102,0.0000,-0.0016,0.0102,0.0000,0.0205,0.8034
5,5,220.1691,0.1640,0.0000,0.1410,12.0501,1.2841,1.7412,0.3262,0.0122,-0.0073,-0.0006,-0.0016,0.2735,-0.0121,0.0075,0.0058,238.0214,3.2534,0.0170,1.7412,0.0009,0.0170,0.0000,0.8573,0.8404
6,6,220.1691,0.1130,0.0244,0.1410,12.0501,0.8353,1.9585,0.5388,0.0122,-0.0066,-0.0006,-0.0035,0.2735,-0.0104,0.0116,0.0116,238.0214,3.9120,0.0170,1.7412,0.0009,0.0170,0.0000,0.8573,0.8680
7,7,220.1691,0.0939,0.0402,0.1478,12.0501,0.6038,1.9870,0.7485,0.0122,-0.0066,-0.0020,-0.0070,0.2735,-0.0066,0.0116,0.0157,238.0214,4.6412,0.0170,1.7412,0.0009,0.0170,0.0000,0.8573,0.8630
8,8,220.0913,0.1221,0.0484,0.1666,12.0501,0.3908,1.9453,0.9986,0.0122,-0.0066,-0.0002,-0.0060,0.2735,-0.0034,0.0099,0.0236,238.0214,5.3468,0.0170,1.7412,0.0009,0.0170,0.0000,0.8573,0.8589
9,9,219.9113,0.1516,0.0593,0.1819,12.0501,0.2768,1.8095,1.2595,0.0586,-0.0016,-0.0004,-0.0005,0.2735,-0.0046,0.0098,0.0259,238.0214,6.0173,0.0170,1.7412,0.0037,0.0170,0.0000,0.8631,0.8744
10,10,219.7546,0.1882,0.0994,0.1959,12.0501,0.1892,1.6194,1.5380,0.0586,-0.0016,0.0008,-0.0016,0.2735,-0.0046,0.0019,0.0285,238.0214,6.6545,0.0170,1.7412,0.0037,0.0170,0.0000,0.8631,0.8715
11,11,219.5209,0.2010,0.1267,0.2202,12.0501,0.1182,1.4525,1.7868,0.1093,-0.0065,-0.0003,0.0027,0.2735,0.0000,-0.0004,0.0332,238.0214,7.1974,0.0170,1.7412,0.0067,0.0170,0.0000,0.8671,0.8261
