,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.8492,0.8643,0.9849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2864,0.0000,0.0151,0.0000,0.0000,0.7236,0.0151,0.0000,0.0000,0.0151,0.0000,0.0151,1.0000
2,2.0000,236.8995,1.3719,1.1156,0.1106,0.0000,0.0000,0.0000,0.0000,0.0905,0.0050,0.0050,0.0000,0.3769,0.0050,0.0201,0.0000,0.0000,1.4724,0.0201,0.0000,0.0050,0.0201,0.0000,0.0251,0.9347
3,3.0000,235.7688,1.9095,1.2513,0.2663,0.0000,0.0000,0.0000,0.0000,0.1508,0.0251,0.0251,0.0000,0.5678,0.0050,0.0251,0.0050,0.0000,2.2462,0.0302,0.0000,0.0101,0.0302,0.0000,0.0402,0.8643
4,4.0000,234.3668,2.4774,1.6131,0.4372,0.0000,0.0000,0.0000,0.0000,0.1508,0.0151,0.0352,0.0000,0.8191,0.0151,0.0503,0.0201,0.0000,3.0553,0.0452,0.0000,0.0101,0.0452,0.0000,0.0553,0.8894
5,5.0000,224.5377,0.6884,0.3216,0.2814,9.3116,1.3417,1.6432,0.3668,0.2111,0.0402,0.0452,0.0050,1.0603,0.0302,0.0854,0.0302,119.2462,3.7638,0.0603,1.0251,0.0151,0.0603,0.0000,0.7085,0.9246
6,6.0000,224.4523,0.5176,0.4372,0.3216,9.3116,0.9497,1.7990,0.6030,0.2111,0.0352,0.0503,0.0050,1.1457,0.0302,0.0955,0.0352,119.2462,4.4673,0.0653,1.0251,0.0151,0.0653,0.0000,0.7136,0.9296
7,7.0000,224.3015,0.3417,0.5075,0.3769,9.3116,0.6985,1.8392,0.8141,0.2111,0.0101,0.0704,0.0101,1.2965,0.0201,0.1256,0.0653,119.2462,5.1809,0.0754,1.0251,0.0151,0.0754,0.0000,0.7236,0.9799
8,8.0000,223.7085,0.6633,0.5126,0.4422,9.3116,0.5477,1.7588,1.0452,0.2111,0.0101,0.0653,0.0151,1.4724,0.0201,0.1407,0.0754,119.2462,5.8492,0.0854,1.0251,0.0151,0.0854,0.0000,0.7337,0.9899
9,9.0000,223.2060,0.9296,0.5477,0.5427,9.3116,0.3668,1.7085,1.2764,0.2663,0.0251,0.0804,0.0302,1.4724,0.0101,0.1457,0.0804,119.2462,6.5126,0.0854,1.0251,0.0201,0.0854,0.0000,0.7387,0.9749
10,10.0000,222.6482,1.0302,0.7337,0.6131,9.3116,0.2864,1.5176,1.5477,0.3317,0.0251,0.0955,0.0503,1.5276,0.0201,0.1457,0.1156,119.2462,7.2362,0.0905,1.0251,0.0251,0.0905,0.0000,0.7487,1.0000
11,11.0000,222.0653,1.2312,0.9598,0.6683,9.3116,0.2211,1.4221,1.7085,0.3317,0.0201,0.1005,0.0503,1.5779,0.0302,0.1307,0.1709,119.2462,7.8543,0.0955,1.0251,0.0251,0.0955,0.0000,0.7538,1.0251
12,12.0000,218.6683,0.3367,0.1256,0.2663,12.4623,0.6884,2.3216,2.4171,0.5025,0.0653,0.1508,0.0854,1.5779,0.0302,0.1206,0.1809,231.5578,8.5628,0.0955,1.5879,0.0402,0.0955,0.0000,1.0302,1.0151
13,13.0000,218.5729,0.2412,0.2111,0.2714,12.4623,0.5075,2.2161,2.7035,0.5025,0.0302,0.1709,0.1005,1.6734,0.0101,0.1307,0.1960,231.5578,9.1206,0.1005,1.5879,0.0402,0.1005,0.0000,1.0352,1.0352
14,14.0000,218.5729,0.1608,0.2714,0.2915,12.4623,0.3367,2.1055,2.9849,0.5025,0.0151,0.1608,0.1256,1.6734,0.0101,0.1156,0.2111,231.5578,9.7538,0.1005,1.5879,0.0402,0.1005,0.0000,1.0352,1.0302
15,15.0000,218.6131,0.3568,0.2814,0.3467,12.4623,0.2613,1.9196,3.2462,0.5025,0.0050,0.1508,0.1457,1.3869,0.0050,0.1005,0.2161,231.5578,10.4472,0.1005,1.5879,0.0402,0.1005,0.0000,1.0201,0.9950
16,16.0000,218.5829,0.4221,0.2915,0.4020,12.4623,0.2060,1.7387,3.4824,0.4121,0.0050,0.1357,0.1508,1.3719,0.0050,0.1055,0.2261,231.5578,11.1558,0.1055,1.5879,0.0402,0.1055,0.0000,1.0151,0.9447
17,17.0000,218.4221,0.5226,0.4020,0.4523,12.4623,0.1508,1.5628,3.7136,0.4322,0.0050,0.1005,0.1658,1.2563,0.0101,0.0955,0.2462,231.5578,11.7387,0.1106,1.5879,0.0452,0.1106,0.0000,1.0101,0.9045
