,day,final_infected,type_pretty
60,60,276,0%
121,60,274,0%
182,60,281,0%
243,60,281,0%
304,60,282,0%
365,60,281,0%
426,60,282,0%
487,60,282,0%
548,60,282,0%
609,60,281,0%
670,60,281,0%
731,60,282,0%
792,60,281,0%
853,60,281,0%
914,60,279,0%
975,60,286,0%
1036,60,272,0%
1097,60,276,0%
1158,60,272,0%
1219,60,278,0%
1280,60,285,0%
1341,60,277,0%
1402,60,277,0%
1463,60,281,0%
1524,60,277,0%
1585,60,278,0%
1646,60,282,0%
1707,60,276,0%
1768,60,278,0%
1829,60,282,0%
1890,60,280,0%
1951,60,281,0%
2012,60,277,0%
2073,60,279,0%
2134,60,278,0%
2195,60,278,0%
2256,60,275,0%
2317,60,275,0%
2378,60,280,0%
2439,60,276,0%
2500,60,280,0%
2561,60,281,0%
2622,60,275,0%
2683,60,283,0%
2744,60,272,0%
2805,60,281,0%
2866,60,286,0%
2927,60,278,0%
2988,60,285,0%
3049,60,281,0%
3110,60,280,0%
3171,60,274,0%
3232,60,283,0%
3293,60,276,0%
3354,60,279,0%
3415,60,275,0%
3476,60,282,0%
3537,60,277,0%
3598,60,280,0%
3659,60,280,0%
3720,60,280,0%
3781,60,278,0%
3842,60,278,0%
3903,60,279,0%
3964,60,280,0%
4025,60,279,0%
4086,60,278,0%
4147,60,275,0%
4208,60,283,0%
4269,60,279,0%
4330,60,274,0%
4391,60,274,0%
4452,60,278,0%
4513,60,276,0%
4574,60,278,0%
4635,60,283,0%
4696,60,281,0%
4757,60,283,0%
4818,60,284,0%
4879,60,281,0%
4940,60,281,0%
5001,60,275,0%
5062,60,283,0%
5123,60,284,0%
5184,60,280,0%
5245,60,277,0%
5306,60,282,0%
5367,60,281,0%
5428,60,276,0%
5489,60,277,0%
5550,60,281,0%
5611,60,282,0%
5672,60,280,0%
5733,60,279,0%
5794,60,280,0%
5855,60,281,0%
5916,60,283,0%
5977,60,279,0%
6038,60,278,0%
6099,60,280,0%
6160,60,278,0%
6221,60,281,0%
6282,60,286,0%
6343,60,274,0%
6404,60,279,0%
6465,60,281,0%
6526,60,282,0%
6587,60,277,0%
6648,60,284,0%
6709,60,282,0%
6770,60,278,0%
6831,60,282,0%
6892,60,284,0%
6953,60,275,0%
7014,60,284,0%
7075,60,279,0%
7136,60,279,0%
7197,60,281,0%
7258,60,280,0%
7319,60,275,0%
7380,60,282,0%
7441,60,280,0%
7502,60,274,0%
7563,60,280,0%
7624,60,273,0%
7685,60,280,0%
7746,60,280,0%
7807,60,281,0%
7868,60,279,0%
7929,60,276,0%
7990,60,273,0%
8051,60,277,0%
8112,60,282,0%
8173,60,283,0%
8234,60,282,0%
8295,60,277,0%
8356,60,278,0%
8417,60,279,0%
8478,60,276,0%
8539,60,280,0%
8600,60,275,0%
8661,60,276,0%
8722,60,279,0%
8783,60,276,0%
8844,60,277,0%
8905,60,272,0%
8966,60,281,0%
9027,60,277,0%
9088,60,275,0%
9149,60,283,0%
9210,60,280,0%
9271,60,274,0%
9332,60,283,0%
9393,60,278,0%
9454,60,280,0%
9515,60,276,0%
9576,60,278,0%
9637,60,268,0%
9698,60,275,0%
9759,60,283,0%
9820,60,279,0%
9881,60,278,0%
9942,60,274,0%
10003,60,275,0%
10064,60,282,0%
10125,60,278,0%
10186,60,277,0%
10247,60,283,0%
10308,60,276,0%
10369,60,281,0%
10430,60,283,0%
10491,60,275,0%
10552,60,274,0%
10613,60,279,0%
10674,60,282,0%
10735,60,277,0%
10796,60,279,0%
10857,60,273,0%
10918,60,282,0%
10979,60,278,0%
11040,60,280,0%
11101,60,282,0%
11162,60,279,0%
11223,60,283,0%
11284,60,269,0%
11345,60,278,0%
11406,60,283,0%
11467,60,281,0%
11528,60,277,0%
11589,60,277,0%
11650,60,283,0%
11711,60,282,0%
11772,60,276,0%
11833,60,283,0%
11894,60,279,0%
11955,60,281,0%
12016,60,278,0%
12077,60,280,0%
12138,60,278,0%
12199,60,282,0%
12260,60,281,0%
12321,60,286,0%
12382,60,281,0%
12443,60,284,0%
12504,60,281,0%
12565,60,280,0%
12626,60,279,0%
12687,60,280,0%
12748,60,283,0%
12809,60,277,0%
12870,60,276,0%
12931,60,280,0%
12992,60,280,0%
13053,60,274,0%
13114,60,277,0%
13175,60,282,0%
13236,60,281,0%
13297,60,281,0%
13358,60,279,0%
13419,60,278,0%
13480,60,279,0%
13541,60,281,0%
13602,60,281,0%
13663,60,274,0%
13724,60,282,0%
13785,60,284,0%
13846,60,276,0%
13907,60,275,0%
13968,60,279,0%
14029,60,276,0%
14090,60,284,0%
14151,60,274,0%
14212,60,277,0%
14273,60,280,0%
14334,60,274,0%
14395,60,275,0%
14456,60,278,0%
14517,60,281,0%
14578,60,283,0%
14639,60,278,0%
14700,60,277,0%
14761,60,276,0%
14822,60,277,0%
14883,60,282,0%
14944,60,275,0%
15005,60,279,0%
15066,60,280,0%
15127,60,284,0%
15188,60,280,0%
15249,60,282,0%
15310,60,275,0%
15371,60,279,0%
15432,60,276,0%
15493,60,281,0%
15554,60,282,0%
15615,60,279,0%
15676,60,285,0%
15737,60,279,0%
15798,60,285,0%
