,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.0235,0.0235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,0.8063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235,0.0000,0.0000
2,2,0.1311,0.0813,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,1.5741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0683,0.0000,0.0141
3,3,0.1994,0.0871,0.0518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,2.2172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0917,0.0000,0.0373
4,4,0.4181,0.1770,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,2.9257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1147,0.0000,0.0556
5,5,0.7654,0.3430,0.0909,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,3.4901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1288,0.0000,0.0628
6,6,0.7765,0.1728,0.2048,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,4.3474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1456,0.0000,0.0797
7,7,0.7845,0.1357,0.2735,0.0566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.5340,4.7243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1581,0.0000,0.1042
8,8,10.0742,0.3661,0.2435,0.0606,6.4279,0.0000,0.0328,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.2700,5.6805,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1769,0.0187,0.1033
9,9,11.7540,0.7711,0.3179,0.1119,6.4279,0.0000,0.0280,0.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.2700,6.4827,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1853,0.0187,0.1254
10,10,23.4727,0.8435,0.5118,0.1160,10.2326,0.0789,0.0815,0.0285,0.0000,0.0000,0.0000,0.0000,2.0441,0.1180,0.0947,0.0047,33.4279,7.4719,0.0096,0.0327,0.0000,0.0096,0.0000,0.0000,0.0000,0.0000,0.2400,0.0511,0.1575
11,11,25.9983,1.0402,0.5652,0.1083,10.2326,0.0789,0.0774,0.0328,0.3142,0.1227,0.0786,0.0442,2.0441,0.0425,0.1745,0.0096,33.4279,8.3491,0.0096,0.0327,0.0049,0.0096,0.0000,0.0000,0.0000,0.0000,0.2448,0.0556,0.2073
12,12,28.7037,1.4082,1.2365,0.1391,10.2326,0.0444,0.0774,0.0474,0.3142,0.0786,0.1227,0.0442,2.0441,0.0425,0.1227,0.0237,33.4279,9.4305,0.0096,0.0327,0.0049,0.0096,0.0000,0.0000,0.0000,0.0000,0.2771,0.0556,0.2194
13,13,28.6521,0.5696,2.0358,0.2998,10.2326,0.0049,0.1117,0.0520,0.3142,0.0442,0.0786,0.1227,2.0441,0.0189,0.0802,0.0802,33.4279,10.8593,0.0096,0.0327,0.0049,0.0096,0.0000,0.0000,0.0000,0.0000,0.2833,0.0556,0.2710
