,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0661,Infected,0%
3,3.0,0.2204,Infected,0%
4,4.0,0.5531,Infected,0%
5,5.0,1.0541,Infected,0%
6,6.0,1.7615,Infected,0%
7,7.0,2.1683999999999997,Infected,0%
8,8.0,2.4228,Infected,0%
9,9.0,3.3206,Infected,0%
10,10.0,4.881799999999999,Infected,0%
11,11.0,6.8477,Infected,0%
12,12.0,9.4449,Infected,0%
13,13.0,12.583100000000002,Infected,0%
14,14.0,14.052099999999998,Infected,0%
15,15.0,14.4309,Infected,0%
16,16.0,16.531,Infected,0%
17,17.0,19.4509,Infected,0%
18,18.0,23.0001,Infected,0%
19,19.0,27.1382,Infected,0%
20,20.0,31.541,Infected,0%
21,21.0,32.8678,Infected,0%
22,22.0,32.8978,Infected,0%
23,23.0,34.80360000000001,Infected,0%
24,24.0,37.5051,Infected,0%
25,25.0,40.649300000000004,Infected,0%
26,26.0,44.022,Infected,0%
27,27.0,46.5672,Infected,0%
28,28.0,46.86970000000001,Infected,0%
29,29.0,45.012,Infected,0%
30,30.0,45.4308,Infected,0%
31,31.0,46.158199999999994,Infected,0%
32,32.0,46.8016,Infected,0%
33,33.0,47.192400000000006,Infected,0%
34,34.0,47.4629,Infected,0%
35,35.0,45.8898,Infected,0%
36,36.0,43.090199999999996,Infected,0%
37,37.0,41.491,Infected,0%
38,38.0,39.911699999999996,Infected,0%
39,39.0,38.6452,Infected,0%
40,40.0,37.3267,Infected,0%
41,41.0,36.0861,Infected,0%
42,42.0,33.849700000000006,Infected,0%
43,43.0,31.0882,Infected,0%
44,44.0,29.0561,Infected,0%
45,45.0,27.3507,Infected,0%
46,46.0,25.891900000000003,Infected,0%
47,47.0,24.539099999999998,Infected,0%
48,48.0,23.2967,Infected,0%
49,49.0,21.4529,Infected,0%
50,50.0,19.651299999999996,Infected,0%
51,51.0,18.242499999999996,Infected,0%
52,52.0,16.8457,Infected,0%
53,53.0,15.6995,Infected,0%
54,54.0,14.6773,Infected,0%
55,55.0,13.6893,Infected,0%
56,56.0,12.733500000000001,Infected,0%
57,57.0,11.587200000000001,Infected,0%
58,58.0,10.659299999999998,Infected,0%
59,59.0,9.8056,Infected,0%
60,60.0,9.0963,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0862,Infected,10%
64,3.0,0.2164,Infected,10%
65,4.0,0.4669,Infected,10%
66,5.0,0.8537,Infected,10%
67,6.0,1.485,Infected,10%
68,7.0,1.8477000000000001,Infected,10%
69,8.0,2.1161999999999996,Infected,10%
70,9.0,2.8556999999999997,Infected,10%
71,10.0,4.022,Infected,10%
72,11.0,5.6552999999999995,Infected,10%
73,12.0,7.513,Infected,10%
74,13.0,9.527,Infected,10%
75,14.0,10.6332,Infected,10%
76,15.0,10.8718,Infected,10%
77,16.0,12.5551,Infected,10%
78,17.0,14.701400000000001,Infected,10%
79,18.0,17.2705,Infected,10%
80,19.0,20.196399999999997,Infected,10%
81,20.0,23.4047,Infected,10%
82,21.0,24.5492,Infected,10%
83,22.0,24.430899999999998,Infected,10%
84,23.0,25.7074,Infected,10%
85,24.0,27.8336,Infected,10%
86,25.0,30.3448,Infected,10%
87,26.0,33.110200000000006,Infected,10%
88,27.0,35.6473,Infected,10%
89,28.0,35.8958,Infected,10%
90,29.0,34.543,Infected,10%
91,30.0,35.0341,Infected,10%
92,31.0,36.084300000000006,Infected,10%
93,32.0,37.2366,Infected,10%
94,33.0,38.022,Infected,10%
95,34.0,39.1683,Infected,10%
96,35.0,38.477000000000004,Infected,10%
97,36.0,36.4489,Infected,10%
98,37.0,35.240500000000004,Infected,10%
99,38.0,34.4629,Infected,10%
100,39.0,34.022000000000006,Infected,10%
101,40.0,33.499,Infected,10%
102,41.0,32.8317,Infected,10%
103,42.0,31.529100000000003,Infected,10%
104,43.0,29.298499999999997,Infected,10%
105,44.0,27.9418,Infected,10%
106,45.0,26.9459,Infected,10%
107,46.0,25.895899999999997,Infected,10%
108,47.0,25.044000000000004,Infected,10%
109,48.0,24.1263,Infected,10%
110,49.0,22.699499999999997,Infected,10%
111,50.0,20.9599,Infected,10%
112,51.0,19.687400000000004,Infected,10%
113,52.0,18.5191,Infected,10%
114,53.0,17.6834,Infected,10%
115,54.0,16.6012,Infected,10%
116,55.0,15.849699999999999,Infected,10%
117,56.0,14.781500000000001,Infected,10%
118,57.0,13.5491,Infected,10%
119,58.0,12.4729,Infected,10%
120,59.0,11.6793,Infected,10%
121,60.0,11.014,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0501,Infected,40%
125,3.0,0.1463,Infected,40%
126,4.0,0.2765,Infected,40%
127,5.0,0.47690000000000005,Infected,40%
128,6.0,0.7435,Infected,40%
129,7.0,0.9058,Infected,40%
130,8.0,1.0461,Infected,40%
131,9.0,1.4128,Infected,40%
132,10.0,1.8878000000000001,Infected,40%
133,11.0,2.5029999999999997,Infected,40%
134,12.0,3.1382999999999996,Infected,40%
135,13.0,3.8798,Infected,40%
136,14.0,4.3006,Infected,40%
137,15.0,4.3867,Infected,40%
138,16.0,4.9199,Infected,40%
139,17.0,5.5191,Infected,40%
140,18.0,6.2966,Infected,40%
141,19.0,7.2485,Infected,40%
142,20.0,8.290600000000001,Infected,40%
143,21.0,8.595299999999998,Infected,40%
144,22.0,8.460899999999999,Infected,40%
