,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,18.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,28.0998,11.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8335,0.0000,0.0000,0.0000,0.0000,0.0000,18.0567,0.0000,0.0000,0.0000,11.0472,0.0000,0.0000
2,2,215.6986,164.8292,2.8820,0.0000,0.0000,0.0000,0.0231,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0702,0.0000,33.2698,3.4318,0.0702,0.0231,0.0213,0.0702,0.0000,18.0567,0.0000,0.0000,0.0000,19.8443,0.0000,1.8334
3,3,604.2194,402.5531,29.0001,0.3905,5.0746,5.0742,3.6740,0.0096,0.0000,0.0000,0.1013,0.0039,0.0000,0.0000,0.4271,0.0077,199.1964,5.0760,0.4353,3.6740,0.1044,0.4353,0.0000,18.0901,0.1270,0.0000,0.0000,25.8993,0.1041,2.9217
4,4,755.3800,465.7509,93.2520,2.1871,16.5716,57.0221,36.6619,0.6333,0.0000,0.0000,0.2962,0.0195,0.1683,0.1426,1.1137,0.0691,543.3121,6.9184,1.2237,34.7660,0.3076,1.2237,0.0000,17.6955,0.9828,0.0000,0.0020,28.8569,0.8067,2.4632
5,5,595.0200,404.3555,175.8854,6.7845,26.2667,115.1103,110.7294,4.4674,0.2356,0.0078,0.5210,0.0543,1.1250,0.6039,2.2328,0.2487,899.0932,8.6178,2.0761,92.3365,0.5573,2.0761,0.0000,18.7697,2.5162,0.0000,0.0275,31.0089,1.7977,1.4905
6,6,547.1921,238.1211,223.7660,16.5873,33.5014,138.1203,193.3865,16.5134,0.6177,0.1575,0.9824,0.1464,1.8633,0.9062,3.5426,0.6101,1139.9536,9.9268,3.0097,151.2359,0.8270,3.0097,0.0000,18.9779,4.5029,0.0040,0.0469,34.4689,2.6483,0.6834
7,7,496.1402,130.2626,251.3471,27.7235,44.4200,102.5603,288.7551,39.8751,0.9547,0.3255,1.3571,0.2773,3.4443,1.4087,5.3548,1.0661,1355.5799,10.7244,3.5549,222.9636,1.1823,3.5549,0.0000,19.3201,5.9831,0.0236,0.1221,40.0468,3.2767,0.2953
8,8,216.0337,273.2257,212.9468,39.2985,61.5265,68.7824,313.9857,72.0529,1.2159,0.2074,1.6344,0.7547,4.9553,1.4154,7.4074,1.9457,1439.7614,11.1775,3.7497,251.9861,1.3701,3.7497,0.0000,18.4146,6.8038,0.0254,0.1569,47.4438,3.4175,0.1512
9,9,124.1669,224.7787,181.5280,48.1522,73.2852,54.6115,268.5493,106.5132,1.2909,0.2438,1.7865,0.9132,6.6989,1.7470,8.3010,2.7734,1319.6964,12.1326,3.5818,238.2326,1.5275,3.5818,0.0000,18.0246,6.6684,0.0348,0.2274,51.8443,2.8201,0.0663
