day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456810	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456810	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
2	123456810	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	50	1	[]	0	0
3	123456810	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	50	3	[]	0	0
4	123456810	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	0	0	0	50	3	[]	0	0
5	123456810	234	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	0	0	50	6	[]	0	0
6	123456810	230	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	0	0	0	50	10	[]	0	2
7	123456810	228	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	0	0	0	50	12	[]	0	5
8	123456810	219	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	0	0	0	50	15	[]	0	6
9	123456810	196	16	5	3	14	3	2	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	19	[3B]	1	6
10	123456810	187	17	13	3	14	2	3	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	22	[3B]	1	9
11	123456810	176	25	15	4	14	2	3	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	22	[3B]	1	9
12	123456810	165	34	15	6	14	2	3	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	24	[3B]	1	9
13	123456810	164	31	18	7	14	2	3	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	25	[3B]	1	9
14	123456810	162	22	27	9	14	1	4	1	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	27	[3B]	1	10
15	123456810	126	32	29	13	14	1	3	2	14	1	3	2	0	0	0	0	120	7	0	2	1	0	0	0	0	50	30	[3B 2B]	2	10
16	123456810	55	10	12	3	80	17	28	15	14	0	4	2	0	0	0	0	170	7	0	11	1	0	0	0	0	50	32	[3B 2B 1B 1C 2A 2C 3A 3C]	8	10
17	123456810	49	5	4	2	80	10	34	16	14	0	2	4	4	5	7	4	170	7	1	11	1	1	0	0	0	50	32	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	11
18	123456810	46	8	4	2	80	7	33	20	14	0	2	4	4	4	8	4	170	7	1	11	1	1	0	0	0	50	32	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	11
19	123456810	45	9	2	4	80	5	33	22	14	0	1	5	4	3	6	7	170	7	1	11	1	1	0	0	0	50	33	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	10
20	123456810	44	7	5	4	80	4	26	30	14	0	1	5	4	2	6	8	170	8	1	11	1	1	0	0	0	50	34	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	12
21	123456810	43	8	5	4	80	3	23	34	14	0	1	5	4	1	7	8	170	8	1	11	1	1	0	0	0	50	35	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	12
22	123456810	38	12	5	5	80	2	18	40	14	0	1	5	4	0	7	9	170	8	1	11	1	1	0	0	0	50	36	[3B 2B 1B 1C 2A 2C 3A 3C 3D]	9	12
23	123456810	27	3	3	7	87	8	22	43	14	0	1	5	4	0	6	10	190	8	1	13	1	1	0	0	0	50	39	[2B 1B 1C 2A 2C 3A 3C 3D 1A 2D]	10	11
