day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457231	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	65	0	0	0	0	[]	0	0
1	123457231	216	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	146	65	0	0	0	9	[]	0	0
2	123457231	190	32	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	146	65	0	0	0	15	[]	0	2
3	123457231	155	47	6	0	3	7	6	0	0	0	0	0	0	0	1	0	19	4	1	6	0	1	146	62	3	0	0	22	[2D]	1	4
4	123457231	103	73	15	0	11	7	13	0	0	0	0	0	0	0	2	1	57	8	3	10	0	3	146	58	7	0	0	28	[2D 1B]	2	8
5	123457231	60	98	29	4	11	7	11	2	0	0	0	0	0	0	1	2	57	10	3	10	0	3	146	58	7	0	0	34	[2D 1B]	2	10
6	123457231	60	60	47	9	11	14	16	4	0	0	0	0	0	0	2	2	76	13	4	15	0	4	146	53	12	0	0	34	[2D 1B 1C]	3	11
7	123457231	53	38	51	16	13	15	26	8	0	0	0	0	0	0	3	2	95	13	5	22	0	5	146	51	14	0	0	39	[2D 1B 1C 3B]	4	12
8	123457231	18	50	46	25	26	12	31	11	0	0	0	0	0	0	4	2	114	15	6	26	0	6	146	50	15	0	0	41	[2D 1B 1C 3B 3D]	5	12
9	123457231	9	39	40	34	26	17	36	18	0	0	0	0	0	0	3	3	133	15	6	32	0	6	146	48	17	0	0	41	[2D 1B 1C 3B 3D 1A]	6	12
10	123457231	7	18	19	25	27	25	51	43	0	0	2	0	0	0	4	4	209	18	8	50	2	8	146	37	28	0	0	42	[2D 1B 1C 3B 3D 1A 2A 3A 2C]	9	12
11	123457231	4	16	22	27	27	21	50	48	0	0	1	1	0	0	4	4	209	18	8	50	2	8	146	37	28	0	0	42	[2D 1B 1C 3B 3D 1A 2A 3A 2C]	9	12
12	123457231	4	12	24	29	27	17	50	52	0	0	1	1	0	0	4	4	209	19	8	50	2	8	146	37	28	0	0	42	[2D 1B 1C 3B 3D 1A 2A 3A 2C]	9	12
13	123457231	7	6	21	35	24	12	50	60	0	0	1	1	0	0	3	5	228	19	9	56	2	9	146	37	28	0	0	42	[1B 1C 3B 3D 1A 2A 3A 2C 1D]	9	11
14	123457231	15	2	7	45	16	9	49	60	0	0	1	1	0	2	9	9	247	19	11	59	2	11	146	37	24	0	4	42	[1C 3B 3D 1A 2A 3A 2C 1D 3C]	9	10
