day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456897	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456897	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	0
2	123456897	235	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	1
3	123456897	218	2	0	0	17	0	3	0	0	0	0	0	0	0	0	0	240	0	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	[3C]	1	1
4	123456897	218	2	0	0	17	0	2	1	0	0	0	0	0	0	0	0	240	1	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	[3C]	1	1
5	123456897	217	3	0	0	17	0	2	1	0	0	0	0	0	0	0	0	240	1	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C]	1	1
6	123456897	217	2	1	0	17	0	2	1	0	0	0	0	0	0	0	0	240	2	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C]	1	2
7	123456897	217	1	2	0	17	0	2	1	0	0	0	0	0	0	0	0	240	2	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C]	1	3
8	123456897	217	1	2	0	17	0	2	1	0	0	0	0	0	0	0	0	240	2	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C]	1	3
9	123456897	215	2	3	0	17	0	2	1	0	0	0	0	0	0	0	0	240	2	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C]	1	4
10	123456897	160	0	0	0	72	2	5	1	0	0	0	0	0	0	0	0	460	2	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	4
11	123456897	160	0	0	0	72	1	6	1	0	0	0	0	0	0	0	0	460	3	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	4
12	123456897	160	0	0	0	72	0	7	1	0	0	0	0	0	0	0	0	460	4	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	4
13	123456897	160	0	0	0	72	0	6	2	0	0	0	0	0	0	0	0	460	5	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	4
14	123456897	160	0	0	0	72	0	5	3	0	0	0	0	0	0	0	0	460	6	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	4
15	123456897	160	0	0	0	72	0	3	5	0	0	0	0	0	0	0	0	460	7	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	2
16	123456897	160	0	0	0	72	0	3	5	0	0	0	0	0	0	0	0	460	8	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[3C 2A 2C 3D]	4	2
17	123456897	177	0	0	3	55	0	1	4	0	0	0	0	0	0	0	0	640	8	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[2A 2C 3D]	3	1
18	123456897	177	0	0	3	55	0	1	4	0	0	0	0	0	0	0	0	640	8	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[2A 2C 3D]	3	1
19	123456897	177	0	0	3	55	0	1	4	0	0	0	0	0	0	0	0	640	9	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[2A 2C 3D]	3	1
20	123456897	177	0	0	3	55	0	1	4	0	0	0	0	0	0	0	0	640	9	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[2A 2C 3D]	3	1
21	123456897	176	1	0	3	55	0	1	4	0	0	0	0	0	0	0	0	640	11	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	[2A 2C 3D]	3	1
22	123456897	176	0	1	3	55	0	1	4	0	0	0	0	0	0	0	0	640	13	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	[2A 2C 3D]	3	2
23	123456897	175	1	1	3	55	0	1	4	0	0	0	0	0	0	0	0	640	13	0	6	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	[2A 2C 3D]	3	2
24	123456897	211	1	0	8	18	0	1	1	0	0	0	0	0	0	0	0	880	14	0	7	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	[3A]	1	1
25	123456897	211	1	0	8	18	0	1	1	0	0	0	0	0	0	0	0	880	15	0	7	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	[3A]	1	1
26	123456897	211	1	0	8	18	0	0	2	0	0	0	0	0	0	0	0	880	16	0	7	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	[3A]	1	0
27	123456897	211	1	0	8	18	0	0	2	0	0	0	0	0	0	0	0	880	17	0	7	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	[3A]	1	0
