day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123456959	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123456959	212	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0.02	0
2	123456959	204	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	[]	0	0.02	2
3	123456959	197	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	[]	0	0.02	3
4	123456959	191	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	[]	0	0.02	5
5	123456959	177	27	11	1	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	[]	0	0.02	7
6	123456959	176	21	16	3	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	[]	0	0.02	9
7	123456959	171	21	20	4	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	[]	0	0.02	9
8	123456959	94	18	9	4	66	4	17	3	0	0	0	0	0	0	1	0	210	5	1	15	0	1	62	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	24	[2A 1A 1D 3A 3B]	5	0.02	10
9	123456959	78	32	11	4	66	3	17	4	0	0	0	0	0	0	1	0	210	6	1	15	0	1	62	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	25	[2A 1A 1D 3A 3B]	5	0.02	10
10	123456959	61	39	18	7	66	2	17	5	0	0	0	0	0	0	1	0	210	6	1	15	0	1	62	1	0	1	10	0	0	0	0	0	0	0	0	0	0	0	29	[2A 1A 1D 3A 3B]	5	0.02	11
11	123456959	46	42	27	10	66	1	16	7	0	0	0	0	0	0	1	0	210	6	1	15	0	1	61	2	0	1	10	0	0	0	0	0	0	0	0	0	0	0	30	[2A 1A 1D 3A 3B]	5	0.02	11
12	123456959	27	22	17	5	81	16	26	18	0	0	3	0	0	0	0	1	267	9	1	28	3	1	55	2	0	1	16	0	0	0	0	0	0	0	0	0	0	0	31	[2A 1A 1D 3A 3B 3D 1B 2D]	8	0.02	11
13	123456959	25	11	12	6	83	19	34	22	0	0	3	0	0	0	0	1	286	9	1	34	3	1	53	2	0	1	18	0	0	0	0	0	0	0	0	0	0	0	31	[2A 1A 1D 3A 3B 3D 1B 2D 2C]	9	0.02	11
14	123456959	24	8	15	7	83	12	35	28	0	0	3	0	0	0	0	1	286	9	1	34	3	1	53	2	0	1	18	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C]	9	0.02	11
15	123456959	14	5	9	8	90	13	38	35	0	0	2	1	0	0	0	1	320	9	1	41	3	1	50	1	2	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
16	123456959	11	8	8	9	90	9	34	43	0	0	2	1	0	0	0	1	320	9	1	41	3	1	50	1	2	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
17	123456959	10	7	10	9	90	6	33	47	0	0	1	2	0	0	0	1	320	9	1	41	3	1	49	1	3	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
18	123456959	10	7	9	10	90	5	29	52	0	0	1	2	0	0	0	1	320	9	1	41	3	1	49	0	4	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
19	123456959	7	7	10	12	90	5	25	56	0	0	0	3	0	0	0	1	320	10	1	41	3	1	49	0	4	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
20	123456959	7	5	12	12	90	4	22	60	0	0	0	3	0	0	0	1	320	10	1	41	3	1	49	0	4	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	11
21	123456959	7	1	12	16	90	3	18	65	0	0	0	3	0	0	0	1	320	10	1	41	3	1	49	0	4	1	20	0	0	0	0	0	0	0	0	0	0	0	32	[2A 1A 1D 3A 3B 3D 1B 2D 2C 1C]	10	0.02	9
22	123456959	64	2	0	24	31	3	22	67	0	0	0	3	0	0	0	0	374	10	1	50	3	1	57	0	2	1	12	0	2	0	0	0	0	0	0	0	0	0	34	[3D 1B 2D 2C 1C 2B 3C]	7	0.02	7
23	123456959	64	2	0	24	31	3	18	71	0	0	0	3	0	0	0	0	374	10	1	50	3	1	57	0	2	1	12	0	2	0	0	0	0	0	0	0	0	0	34	[3D 1B 2D 2C 1C 2B 3C]	7	0.02	7
24	123456959	58	7	1	24	31	1	20	71	0	0	0	3	0	0	0	0	374	11	1	50	3	1	55	2	0	3	12	0	2	0	0	0	0	0	0	0	0	0	40	[3D 1B 2D 2C 1C 2B 3C]	7	0.02	8
25	123456959	54	8	4	24	31	0	19	73	0	0	0	3	0	0	0	0	374	11	1	50	3	1	55	2	0	3	12	0	2	0	0	0	0	0	0	0	0	0	40	[3D 1B 2D 2C 1C 2B 3C]	7	0.02	10
26	123456959	66	9	6	63	16	0	13	43	0	0	0	0	0	0	0	0	374	11	1	50	3	1	61	1	1	3	6	0	2	0	0	0	0	0	0	0	0	0	42	[2C 1C 2B 3C]	4	0.02	8
27	123456959	67	6	10	79	14	0	11	29	0	0	0	0	0	0	0	0	374	11	1	50	3	1	63	1	1	3	4	0	2	0	0	0	0	0	0	0	0	0	43	[1C 2B 3C]	3	0.02	7
28	123456959	66	6	10	80	14	0	10	30	0	0	0	0	0	0	0	0	374	11	1	50	3	1	63	1	1	3	4	0	2	0	0	0	0	0	0	0	0	0	44	[1C 2B 3C]	3	0.02	6
29	123456959	56	13	5	88	15	1	9	29	0	0	0	0	0	0	0	0	443	11	1	53	3	1	63	1	1	3	4	0	2	0	0	0	0	0	0	0	0	0	46	[2B 3C 3A]	3	0.02	5
30	123456959	48	18	8	88	15	1	7	31	0	0	0	0	0	0	0	0	443	13	1	53	3	1	63	1	0	4	4	0	2	0	0	0	0	0	0	0	0	0	49	[2B 3C 3A]	3	0.02	7
31	123456959	42	16	14	90	15	1	7	31	0	0	0	0	0	0	0	0	443	13	1	53	3	1	61	3	0	4	4	0	2	0	0	0	0	0	0	0	0	0	52	[2B 3C 3A]	3	0.02	7
32	123456959	35	18	16	93	15	0	7	32	0	0	0	0	0	0	0	0	443	14	1	53	3	1	61	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	53	[2B 3C 3A]	3	0.02	7
33	123456959	25	23	19	95	15	0	6	33	0	0	0	0	0	0	0	0	443	16	1	53	3	1	61	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	55	[2B 3C 3A]	3	0.02	7
34	123456959	24	21	18	99	15	0	6	33	0	0	0	0	0	0	0	0	443	17	1	53	3	1	61	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	56	[2B 3C 3A]	3	0.02	8
35	123456959	24	18	18	102	15	0	6	33	0	0	0	0	0	0	0	0	443	17	1	53	3	1	61	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	56	[2B 3C 3A]	3	0.02	8
36	123456959	24	9	6	104	13	8	12	40	0	0	0	0	0	0	0	0	574	18	1	64	3	1	59	1	1	5	6	0	1	1	0	0	0	0	0	0	0	0	57	[3A 1A 1C 3B]	4	0.02	7
37	123456959	20	10	9	104	13	5	13	42	0	0	0	0	0	0	0	0	574	18	1	64	3	1	58	1	2	5	6	0	1	1	0	0	0	0	0	0	0	0	57	[3A 1A 1C 3B]	4	0.02	8
38	123456959	18	8	13	104	13	5	10	45	0	0	0	0	0	0	0	0	574	18	1	64	3	1	57	2	1	6	6	0	1	1	0	0	0	0	0	0	0	0	57	[3A 1A 1C 3B]	4	0.02	7
39	123456959	18	6	14	104	13	4	9	47	0	0	1	0	0	0	0	0	593	20	1	64	4	1	53	5	2	6	6	0	1	1	0	0	0	0	0	0	0	0	59	[3A 1A 1C 3B]	4	0.02	7
40	123456959	16	8	13	105	13	3	10	47	0	0	1	0	0	0	0	0	593	20	1	64	4	1	52	3	5	6	6	0	1	1	0	0	0	0	0	0	0	0	60	[3A 1A 1C 3B]	4	0.02	7
41	123456959	15	7	11	109	13	2	10	48	0	0	1	0	0	0	0	0	612	20	1	64	4	1	52	2	6	6	6	0	1	1	0	0	0	0	0	0	0	0	61	[3A 1A 1C 3B]	4	0.02	7
42	123456959	15	5	10	112	13	2	10	48	0	0	1	0	0	0	0	0	612	21	1	64	4	1	52	2	5	7	6	0	1	1	0	0	0	0	0	0	0	0	61	[3A 1A 1C 3B]	4	0.02	7
43	123456959	22	3	3	114	6	3	11	53	0	0	1	0	0	0	0	0	675	22	1	70	4	1	52	2	4	8	6	0	1	1	0	0	0	0	0	0	0	0	61	[1A 1C 3B 1B]	4	0.02	7
44	123456959	21	4	3	114	6	2	11	54	0	0	1	0	0	0	0	0	694	22	1	70	4	1	52	1	5	8	6	0	1	1	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	7
45	123456959	21	1	3	117	6	1	10	56	0	0	1	0	0	0	0	0	694	22	1	70	4	1	52	1	5	8	6	0	1	1	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	7
46	123456959	20	2	3	117	6	1	9	57	0	0	0	1	0	0	0	0	694	22	1	70	4	1	52	0	5	9	6	0	1	1	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	6
47	123456959	20	2	3	117	6	1	8	58	0	0	0	1	0	0	0	0	694	22	1	70	4	1	51	1	5	9	6	0	0	2	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	6
48	123456959	20	1	3	118	6	1	7	59	0	0	0	1	0	0	0	0	694	22	1	70	4	1	51	1	4	10	6	0	0	2	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	6
49	123456959	20	1	2	119	6	0	7	60	0	0	0	1	0	0	0	0	694	22	1	70	4	1	51	1	4	10	6	0	0	2	0	0	0	0	0	0	0	0	62	[1A 1C 3B 1B]	4	0.02	6
50	123456959	24	0	1	154	2	1	5	28	0	0	0	1	0	0	0	0	749	23	1	72	4	1	54	1	3	12	3	0	1	0	0	0	0	0	0	0	0	0	62	[1B 2D]	2	0.02	3
51	123456959	24	0	1	154	2	1	5	28	0	0	0	1	0	0	0	0	749	23	1	72	4	1	54	0	4	12	3	0	1	0	0	0	0	0	0	0	0	0	62	[1B 2D]	2	0.02	3
52	123456959	23	1	1	154	2	1	5	28	0	0	0	1	0	0	0	0	749	23	1	72	4	1	54	0	3	13	3	0	1	0	0	0	0	0	0	0	0	0	63	[1B 2D]	2	0.02	3
53	123456959	22	2	1	155	2	1	4	29	0	0	0	0	0	0	0	0	749	25	1	72	4	1	53	1	2	14	3	0	1	0	0	0	0	0	0	0	0	0	65	[1B 2D]	2	0.02	3
54	123456959	21	3	1	155	2	1	3	30	0	0	0	0	0	0	0	0	749	25	1	72	4	1	52	2	2	14	3	0	1	0	0	0	0	0	0	0	0	0	67	[1B 2D]	2	0.02	3
