day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457272	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123457272	212	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0.02	0
2	123457272	208	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	[]	0	0.02	2
3	123457272	203	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	[]	0	0.02	1
4	123457272	185	25	5	1	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	[]	0	0.02	4
5	123457272	167	34	14	1	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	[]	0	0.02	6
6	123457272	162	29	22	3	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	[]	0	0.02	8
7	123457272	158	25	30	3	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	[]	0	0.02	8
8	123457272	70	15	3	2	79	8	35	4	0	0	0	0	0	0	0	0	177	7	0	17	0	0	59	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	32	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	10
9	123457272	67	16	2	5	79	5	36	6	0	0	0	0	0	0	0	0	177	8	0	17	0	0	58	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	33	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	8
10	123457272	62	17	6	5	79	3	31	13	0	0	0	0	0	0	0	0	177	9	0	17	0	0	57	1	2	0	14	0	0	0	0	0	0	0	0	0	0	0	33	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	11
11	123457272	52	25	7	6	79	2	29	16	0	0	0	0	0	0	0	0	177	9	0	17	0	0	57	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	35	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	10
12	123457272	43	28	13	6	79	2	28	17	0	0	0	0	0	0	0	0	177	10	0	17	0	0	56	1	2	1	14	0	0	0	0	0	0	0	0	0	0	0	35	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	11
13	123457272	43	16	23	8	79	1	20	26	0	0	0	0	0	0	0	0	177	10	0	17	0	0	55	2	2	1	14	0	0	0	0	0	0	0	0	0	0	0	36	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	10
14	123457272	43	12	26	9	79	1	17	29	0	0	0	0	0	0	0	0	177	10	0	17	0	0	55	0	4	1	14	0	0	0	0	0	0	0	0	0	0	0	36	[1A 1B 2A 2B 2D 3A 3D]	7	0.02	11
15	123457272	22	7	5	2	95	7	41	37	0	0	0	0	0	0	0	0	221	11	0	29	0	0	50	0	3	1	19	0	0	1	0	0	0	0	0	0	0	0	38	[1A 1B 2A 2B 2D 3A 3D 1D 2C 3B]	10	0.02	11
16	123457272	17	11	6	2	95	6	38	41	0	0	0	0	0	0	0	0	221	11	0	29	0	0	49	1	3	1	19	0	0	1	0	0	0	0	0	0	0	0	38	[1A 1B 2A 2B 2D 3A 3D 1D 2C 3B]	10	0.02	10
