,trace,day,type
0,0,8,External screening
1,1,23,School screening
2,2,18,School screening
3,3,23,School screening
4,4,30,School screening
5,5,16,External screening
6,6,12,External screening
7,7,18,School screening
8,8,23,School screening
9,9,16,School screening
10,10,11,School screening
11,11,18,School screening
12,12,9,School screening
13,13,24,External screening
14,14,10,External screening
15,15,16,School screening
16,16,11,School screening
17,17,13,External screening
18,18,30,School screening
19,19,18,External screening
20,20,16,School screening
21,21,11,School screening
22,22,9,School screening
23,23,8,External screening
24,24,16,School screening
25,25,16,School screening
26,26,17,External screening
27,27,18,External screening
28,28,9,External screening
29,29,30,School screening
30,30,11,External screening
31,31,16,School screening
32,32,16,External screening
33,33,9,School screening
34,34,9,External screening
35,35,18,School screening
36,36,11,School screening
37,37,22,External screening
38,38,16,School screening
39,39,9,School screening
40,40,16,School screening
41,41,23,School screening
42,42,18,School screening
43,43,15,External screening
44,44,16,School screening
45,45,18,School screening
46,46,4,School screening
47,47,20,External screening
48,48,32,External screening
49,49,16,School screening
50,50,15,External screening
51,51,9,School screening
52,52,16,School screening
53,53,25,External screening
54,54,11,School screening
55,55,13,External screening
56,56,16,School screening
57,57,11,School screening
58,58,9,School screening
59,59,16,External screening
60,60,11,External screening
61,61,18,School screening
62,62,8,External screening
63,63,9,External screening
64,64,18,School screening
65,65,9,School screening
66,66,16,School screening
67,67,14,External screening
68,68,30,School screening
69,69,11,School screening
70,70,35,External screening
71,71,16,External screening
72,72,25,School screening
73,73,11,School screening
74,74,0,-
75,75,16,School screening
76,76,25,School screening
77,77,11,School screening
78,78,11,School screening
79,79,19,External screening
80,80,18,School screening
81,81,26,External screening
82,82,18,School screening
83,83,25,School screening
84,84,11,School screening
85,85,16,External screening
86,86,13,External screening
87,87,16,School screening
88,88,23,School screening
89,89,20,External screening
90,90,8,External screening
91,91,16,School screening
92,92,0,-
93,93,0,-
94,94,12,External screening
95,95,11,External screening
96,96,12,External screening
97,97,25,School screening
98,98,16,School screening
99,99,10,External screening
100,100,18,School screening
101,101,4,School screening
102,102,4,School screening
103,103,11,School screening
104,104,26,External screening
105,105,23,School screening
106,106,8,External screening
107,107,16,School screening
108,108,18,School screening
109,109,26,External screening
110,110,22,External screening
111,111,11,External screening
112,112,18,School screening
113,113,23,School screening
114,114,29,External screening
115,115,9,School screening
116,116,25,School screening
117,117,9,School screening
118,118,16,School screening
119,119,17,External screening
120,120,14,External screening
121,121,9,School screening
122,122,9,School screening
123,123,19,External screening
124,124,15,External screening
125,125,17,External screening
126,126,23,School screening
127,127,16,External screening
128,128,11,School screening
129,129,16,School screening
130,130,23,School screening
131,131,23,School screening
132,132,32,School screening
133,133,32,School screening
134,134,15,External screening
135,135,14,External screening
136,136,9,School screening
137,137,6,External screening
138,138,11,School screening
139,139,16,School screening
140,140,16,School screening
141,141,11,School screening
142,142,11,School screening
143,143,12,External screening
144,144,11,School screening
145,145,25,School screening
146,146,9,School screening
147,147,23,School screening
148,148,15,External screening
149,149,9,School screening
150,150,9,School screening
151,151,27,External screening
152,152,18,School screening
153,153,9,External screening
154,154,0,-
155,155,30,School screening
156,156,7,External screening
157,157,25,School screening
158,158,9,School screening
159,159,18,School screening
160,160,30,School screening
161,161,18,School screening
162,162,19,External screening
163,163,13,External screening
164,164,9,School screening
165,165,23,School screening
166,166,18,School screening
167,167,25,School screening
168,168,18,School screening
169,169,11,School screening
170,170,16,School screening
171,171,25,External screening
172,172,14,External screening
173,173,11,School screening
174,174,32,School screening
175,175,24,External screening
176,176,4,School screening
177,177,19,External screening
178,178,11,External screening
179,179,19,External screening
180,180,11,External screening
181,181,9,School screening
182,182,9,School screening
183,183,9,School screening
184,184,21,External screening
185,185,23,School screening
186,186,6,External screening
187,187,18,School screening
188,188,0,-
189,189,11,School screening
190,190,16,School screening
191,191,22,External screening
192,192,6,External screening
193,193,9,School screening
194,194,23,School screening
195,195,25,School screening
196,196,30,School screening
197,197,23,External screening
198,198,16,School screening
199,199,0,-
