,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,236.6387,0.6872,0.9142,0.0000,1.0319,0.0000,0.0543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.5645,0.0000,0.0000,0.0543,0.0000,0.0000,0.0000,0.0543,1.0000
2,2,235.9093,1.1940,0.9696,0.1048,1.0319,0.0000,0.0454,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.5645,0.0000,0.0000,0.0543,0.0000,0.0000,0.0000,0.0543,0.8802
3,3,234.1373,1.5607,1.0920,0.2103,1.8618,0.0365,0.1210,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.4956,0.0000,0.0000,0.1029,0.0000,0.0000,0.0000,0.1029,0.8600
4,4,233.0637,2.1325,1.4122,0.3413,1.8618,0.0268,0.1154,0.0268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.4956,0.0000,0.0000,0.1029,0.0000,0.0000,0.0000,0.1029,0.8542
5,5,231.8682,2.6487,1.8326,0.5366,1.8618,0.0174,0.1110,0.0391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.4956,0.0000,0.0000,0.1029,0.0000,0.0000,0.0000,0.1029,0.8684
6,6,231.8682,1.8812,2.3504,0.7782,1.8618,0.0118,0.0937,0.0637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.4956,0.0000,0.0000,0.1029,0.0000,0.0000,0.0000,0.1029,0.9149
7,7,231.8682,1.3072,2.5868,1.1145,1.8618,0.0103,0.0777,0.0817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.4956,0.0000,0.0000,0.1029,0.0000,0.0000,0.0000,0.1029,0.9407
8,8,228.2982,1.7125,1.7726,1.1556,4.1446,0.2209,0.8179,0.3871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.6900,0.0000,0.0000,0.2942,0.0000,0.0000,0.0000,0.2833,0.9509
9,9,227.0907,2.3359,2.0589,1.3829,4.1446,0.1534,0.7753,0.4969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.6900,0.0000,0.0000,0.2942,0.0000,0.0000,0.0000,0.2833,0.9647
10,10,224.7700,2.2791,1.8068,1.3659,5.4274,0.4017,1.3174,0.8736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3771,0.0000,0.0000,0.4195,0.0000,0.0000,0.0000,0.4083,1.0031
11,11,223.7714,2.5652,2.1740,1.6369,5.4274,0.2825,1.2739,1.0404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3771,0.0000,0.0000,0.4195,0.0000,0.0000,0.0000,0.4083,1.0329
12,12,222.6583,2.8478,2.6287,1.9122,5.4274,0.2058,1.1793,1.2124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3771,0.0000,0.0000,0.4195,0.0000,0.0000,0.0000,0.4083,1.0830
13,13,222.6583,2.0153,3.1020,2.2723,5.4274,0.1536,1.0907,1.3578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3771,0.0000,0.0000,0.4195,0.0000,0.0000,0.0000,0.4083,1.1585
14,14,222.6583,1.4236,3.2643,2.7001,5.4274,0.1037,0.9965,1.5034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3771,0.0000,0.0000,0.4195,0.0000,0.0000,0.0000,0.4083,1.2095
15,15,220.9073,1.5166,1.8934,2.1762,6.1046,0.3612,2.2048,2.6179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.9273,0.0000,0.0000,0.6802,0.0000,0.0000,0.0000,0.5733,1.1959
16,16,220.0331,1.8513,2.0535,2.4593,6.1046,0.2449,2.0094,2.9320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.9273,0.0000,0.0000,0.6802,0.0000,0.0000,0.0000,0.5733,1.2171
17,17,218.9632,1.7368,1.6167,2.2772,6.3144,0.4074,2.4500,3.7182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.3676,0.0000,0.0000,0.8158,0.0000,0.0000,0.0000,0.6535,1.1909
18,18,218.1403,1.9761,1.8632,2.5207,6.3144,0.2883,2.2261,4.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.3676,0.0000,0.0000,0.8158,0.0000,0.0000,0.0000,0.6535,1.2170
19,19,217.1841,2.2709,2.1689,2.7581,6.3144,0.2121,2.0028,4.3668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.3676,0.0000,0.0000,0.8158,0.0000,0.0000,0.0000,0.6535,1.2572
20,20,217.1841,1.6416,2.4914,3.0648,6.3144,0.1583,1.7717,4.6554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.3676,0.0000,0.0000,0.8158,0.0000,0.0000,0.0000,0.6535,1.3002
21,21,217.1841,1.1830,2.6071,3.4132,6.3144,0.1040,1.5730,4.9130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.3676,0.0000,0.0000,0.8158,0.0000,0.0000,0.0000,0.6535,1.3081
22,22,217.0538,1.3199,1.7827,4.2814,5.4918,0.2631,2.0531,4.7416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.4679,0.0000,0.0000,1.0009,0.0000,0.0000,0.0000,0.6354,1.1940
