,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.8108,0.8108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,45.6667,1.4896,0.4301,0.1145,47.2459,0.1101,0.3774,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1602,0.0000,0.0000,0.0000,0.1445,0.1152
3,3,42.8572,2.6621,0.9347,0.1925,47.2459,0.0746,0.3750,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1602,0.0000,0.0000,0.0000,0.1445,0.1652
4,4,60.8974,3.6944,1.6042,0.2773,64.3913,0.6182,1.1855,0.1449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5779,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.2193,0.2137
5,5,57.3544,5.5138,2.8213,0.4155,64.3913,0.3568,1.2750,0.2778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5779,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.2193,0.2532
6,6,57.3544,3.2474,4.6840,0.6420,64.3913,0.2144,1.3118,0.3958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5779,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.2193,0.3041
7,7,57.3544,1.9519,5.7158,1.0077,64.3913,0.1331,1.2090,0.5718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5779,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.2193,0.3353
8,8,54.2879,4.7398,6.0413,1.6135,64.3913,0.0745,1.0698,0.7748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5779,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.2193,0.3662
9,9,81.2378,4.0671,3.1515,1.4294,69.3634,1.5957,5.6643,1.9386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9828,0.0000,0.0000,0.4566,0.0000,0.0000,0.0000,0.2892,0.4145
10,10,79.5408,6.0650,4.4000,1.8380,69.3634,0.9938,5.7506,2.6280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9828,0.0000,0.0000,0.4566,0.0000,0.0000,0.0000,0.2892,0.4691
11,11,101.3051,5.1056,3.0837,1.7568,75.1992,1.7559,7.9092,3.8314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2966,0.0000,0.0000,0.5247,0.0000,0.0000,0.0000,0.3288,0.5679
12,12,101.7302,5.9926,4.7178,2.3144,75.1992,1.0251,7.5901,5.0851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2966,0.0000,0.0000,0.5247,0.0000,0.0000,0.0000,0.3288,0.5868
13,13,101.7302,3.5189,6.3097,3.1893,75.1992,0.6397,6.7416,6.5090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2966,0.0000,0.0000,0.5247,0.0000,0.0000,0.0000,0.3288,0.6824
14,14,101.7302,1.9205,7.5995,4.1567,75.1992,0.4092,6.0244,7.9328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2966,0.0000,0.0000,0.5247,0.0000,0.0000,0.0000,0.3288,0.7288
15,15,105.7500,4.4141,7.5319,5.5891,75.1992,0.2655,5.0950,9.5618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2966,0.0000,0.0000,0.5247,0.0000,0.0000,0.0000,0.3288,0.7532
16,16,204.5192,2.9656,3.1457,4.1437,96.4159,1.1790,8.5214,13.4305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0345,0.0000,0.0000,0.6936,0.0000,0.0000,0.0000,0.5190,0.8303
17,17,210.8053,3.8411,4.3510,4.8540,96.4159,0.6965,7.8168,15.6239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0345,0.0000,0.0000,0.6936,0.0000,0.0000,0.0000,0.5190,0.8753
18,18,258.8719,2.7371,2.0789,5.1692,101.9529,1.2468,9.8531,19.9880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8242,0.0000,0.0000,0.7416,0.0000,0.0000,0.0000,0.6361,0.9835
19,19,268.8021,3.5292,2.9148,5.6330,101.9529,0.6901,9.0715,22.7124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8242,0.0000,0.0000,0.7416,0.0000,0.0000,0.0000,0.6361,1.0284
20,20,268.8021,1.9199,3.7078,6.6014,101.9529,0.4375,7.8199,25.6533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8242,0.0000,0.0000,0.7416,0.0000,0.0000,0.0000,0.6361,1.0520
21,21,268.8021,1.1764,4.0537,7.4025,101.9529,0.3180,6.6117,28.4987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8242,0.0000,0.0000,0.7416,0.0000,0.0000,0.0000,0.6361,1.0506
22,22,281.4845,2.7389,3.9541,8.3520,101.9529,0.1929,5.3124,31.8003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8242,0.0000,0.0000,0.7416,0.0000,0.0000,0.0000,0.6361,1.0528
23,23,276.4488,1.7498,1.4840,20.4440,79.0512,0.6512,7.7661,30.9288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.9575,0.0000,0.0000,0.9589,0.0000,0.0000,0.0000,0.6276,0.9432
24,24,285.1166,2.3779,2.0248,20.8178,79.0512,0.3980,7.0499,33.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.9575,0.0000,0.0000,0.9589,0.0000,0.0000,0.0000,0.6276,1.0380
25,25,285.1188,2.2472,1.5457,28.1709,68.7725,0.5523,6.7835,30.5383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8846,0.0000,0.0000,1.0428,0.0000,0.0000,0.0000,0.5840,0.9245
26,26,294.1145,2.7032,2.1324,28.6097,68.7725,0.2985,5.7079,34.1285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8846,0.0000,0.0000,1.0428,0.0000,0.0000,0.0000,0.5840,0.9478
27,27,294.1145,1.5183,3.0786,28.9609,68.7725,0.1607,5.0273,37.1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8846,0.0000,0.0000,1.0428,0.0000,0.0000,0.0000,0.5840,0.9599
28,28,294.1145,0.8468,3.5274,29.5429,68.7725,0.1000,4.0406,40.4824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8846,0.0000,0.0000,1.0428,0.0000,0.0000,0.0000,0.5840,0.9625
29,29,309.1935,2.2567,3.8448,30.4352,68.7725,0.0574,3.3372,43.3220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8846,0.0000,0.0000,1.0428,0.0000,0.0000,0.0000,0.5840,0.9726
30,30,284.8385,1.4655,1.3062,42.4145,47.5770,0.4117,5.0453,30.8226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3149,0.0000,0.0000,1.2946,0.0000,0.0000,0.0000,0.4670,0.7762
31,31,293.8907,1.8887,1.7785,42.9066,47.5770,0.2422,4.5366,33.1846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3149,0.0000,0.0000,1.2946,0.0000,0.0000,0.0000,0.4670,0.7985
