,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.2410,0.8706,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
2,2,234.7131,1.2258,0.8995,0.1541,3.6432,0.1006,0.2953,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.2090,0.0000,0.0000,0.0000,0.2017,0.9259
3,3,233.8862,1.7378,1.1360,0.2704,3.6432,0.0740,0.2822,0.0584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.2090,0.0000,0.0000,0.0000,0.2017,0.9041
4,4,230.9331,1.7498,1.1055,0.3790,6.0459,0.3250,0.6491,0.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6908,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3564,0.8785
5,5,230.0730,2.1445,1.4735,0.5214,6.0459,0.2302,0.6466,0.2609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6908,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3564,0.9141
6,6,230.0730,1.5331,1.8969,0.7153,6.0459,0.1638,0.6356,0.3373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6908,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3564,0.9451
7,7,230.0730,1.1026,2.1131,0.9311,6.0459,0.1167,0.5957,0.4232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6908,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3564,0.9618
8,8,228.9372,1.9878,2.1473,1.2039,6.0459,0.0780,0.5446,0.5110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6908,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3564,0.9594
9,9,225.1222,1.4223,1.1371,0.8739,9.4441,0.7119,1.8112,1.1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.7854,0.0000,0.0000,0.7376,0.0000,0.0000,0.0000,0.6489,0.9748
