,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.2591,0.8487,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
2,2,236.7429,1.4036,1.0384,0.1626,1.2016,0.0311,0.0873,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0.0658,0.0000,0.0000,0.0658,0.9155
3,3,235.9022,1.8770,1.3206,0.2992,1.2016,0.0218,0.0851,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0.0658,0.0000,0.0000,0.0658,0.8877
4,4,234.4337,2.4702,1.6495,0.4826,1.6170,0.0586,0.1346,0.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4705,0.0000,0.0000,0.0913,0.0000,0.0000,0.0913,0.9080
5,5,233.1836,3.0663,2.1548,0.7075,1.6170,0.0405,0.1390,0.0499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4705,0.0000,0.0000,0.0913,0.0000,0.0000,0.0913,0.9393
6,6,233.1836,2.2196,2.7221,0.9938,1.6170,0.0318,0.1415,0.0573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4705,0.0000,0.0000,0.0913,0.0000,0.0000,0.0913,1.0121
7,7,233.1836,1.6035,2.9574,1.3766,1.6170,0.0239,0.1283,0.0762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4705,0.0000,0.0000,0.0913,0.0000,0.0000,0.0913,1.0518
8,8,231.6359,2.8048,3.0232,1.7503,1.6170,0.0167,0.1175,0.0933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4705,0.0000,0.0000,0.0913,0.0000,0.0000,0.0913,1.0464
9,9,228.7168,3.0523,2.6965,1.8174,3.4136,0.4280,0.9362,0.4786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3937,0.0000,0.0000,0.2584,0.0000,0.0000,0.2584,1.1227
10,10,227.3171,3.7048,3.1955,2.1655,3.4136,0.3218,0.9085,0.6144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3937,0.0000,0.0000,0.2584,0.0000,0.0000,0.2584,1.1782
11,11,225.6865,3.8602,3.4945,2.4737,3.8337,0.4046,1.1918,0.8817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.2520,0.0000,0.0000,0.3101,0.0000,0.0000,0.3101,1.2496
12,12,224.3449,4.2440,4.0798,2.9575,3.8337,0.2918,1.1564,1.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.2520,0.0000,0.0000,0.3101,0.0000,0.0000,0.3101,1.3460
13,13,224.3449,3.0682,4.7098,3.5025,3.8337,0.2182,1.0710,1.1866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.2520,0.0000,0.0000,0.3101,0.0000,0.0000,0.3101,1.4282
14,14,224.3449,2.2093,4.9662,4.1065,3.8337,0.1449,1.0125,1.3165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.2520,0.0000,0.0000,0.3101,0.0000,0.0000,0.3101,1.4824
15,15,222.7516,3.3392,4.8986,4.7724,3.8337,0.1039,0.9039,1.4659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.2520,0.0000,0.0000,0.3101,0.0000,0.0000,0.3101,1.5050
16,16,220.9031,3.1300,3.6354,4.2552,4.7621,0.6050,2.3648,2.8135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0197,0.0000,0.0000,0.5708,0.0000,0.0000,0.5186,1.5512
17,17,219.6443,3.6437,4.0284,4.7338,4.7621,0.4467,2.2074,3.1272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0197,0.0000,0.0000,0.5708,0.0000,0.0000,0.5186,1.6346
18,18,218.3623,3.9038,4.1414,5.0562,4.8166,0.4678,2.4017,3.6465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.7316,0.0000,0.0000,0.6328,0.0000,0.0000,0.5578,1.7149
19,19,217.0104,4.3291,4.6747,5.6048,4.8166,0.3563,2.2175,3.9382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.7316,0.0000,0.0000,0.6328,0.0000,0.0000,0.5578,1.7785
20,20,217.0104,3.1227,5.2458,6.2389,4.8166,0.2630,1.9972,4.2479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.7316,0.0000,0.0000,0.6328,0.0000,0.0000,0.5578,1.8812
21,21,217.0104,2.2427,5.4453,6.9150,4.8166,0.1944,1.7802,4.5294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.7316,0.0000,0.0000,0.6328,0.0000,0.0000,0.5578,1.9442
22,22,215.4927,3.3455,5.2844,7.6670,4.8166,0.1430,1.5768,4.7776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.7316,0.0000,0.0000,0.6328,0.0000,0.0000,0.5578,1.9500
23,23,214.4149,3.3139,4.1866,8.3313,4.8503,0.5490,2.5735,5.2125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.3707,0.0000,0.0000,0.8806,0.0000,0.0000,0.6491,1.8533
24,24,213.1878,3.7966,4.4885,8.9183,4.8503,0.3931,2.3496,5.5850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.3707,0.0000,0.0000,0.8806,0.0000,0.0000,0.6491,1.9092
25,25,211.8502,3.9806,4.4704,9.4995,4.9520,0.4821,2.5618,6.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0929,0.0000,0.0000,0.9702,0.0000,0.0000,0.6901,1.9207
26,26,210.6331,4.2066,5.0412,10.0653,4.9520,0.3562,2.3301,6.3533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0929,0.0000,0.0000,0.9702,0.0000,0.0000,0.6901,1.9876
27,27,210.6331,3.0443,5.5629,10.6963,4.9520,0.2425,2.1196,6.6731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0929,0.0000,0.0000,0.9702,0.0000,0.0000,0.6901,2.0550
28,28,210.6331,2.1536,5.7294,11.4082,4.9520,0.1782,1.8957,6.9568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0929,0.0000,0.0000,0.9702,0.0000,0.0000,0.6901,2.0812
29,29,209.1251,3.2532,5.5362,12.1960,4.9520,0.1176,1.7185,7.1898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0929,0.0000,0.0000,0.9702,0.0000,0.0000,0.6901,2.0917
30,30,208.0881,3.2529,4.2626,14.3128,4.8330,0.5821,2.7112,6.2756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.7221,0.0000,0.0000,1.2504,0.0000,0.0000,0.7103,1.9433
31,31,206.9851,3.5349,4.7038,14.8329,4.8330,0.4089,2.5325,6.6221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.7221,0.0000,0.0000,1.2504,0.0000,0.0000,0.7103,1.9844
32,32,205.8300,3.7023,4.7443,15.7740,4.8743,0.4359,2.6219,6.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.9925,0.0000,0.0000,1.3207,0.0000,0.0000,0.7206,1.9991
33,33,204.6246,4.0461,5.1702,16.3731,4.8743,0.3382,2.3757,7.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.9925,0.0000,0.0000,1.3207,0.0000,0.0000,0.7206,2.0406
34,34,204.6246,2.9067,5.6675,17.0053,4.8743,0.2415,2.1567,7.3159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.9925,0.0000,0.0000,1.3207,0.0000,0.0000,0.7206,2.0977
35,35,204.6246,2.0817,5.7651,17.7193,4.8743,0.1747,1.8940,7.6380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.9925,0.0000,0.0000,1.3207,0.0000,0.0000,0.7206,2.1108
