,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1294,0.7590,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
2,2,233.8754,1.0745,0.8182,0.1122,2.7912,0.0595,0.2192,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.1594,0.0000,0.0000,0.1546,0.8839
3,3,233.0747,1.5355,1.0162,0.2161,2.7912,0.0401,0.2063,0.0317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.1594,0.0000,0.0000,0.1546,0.8537
4,4,229.9658,1.5115,0.9485,0.3137,5.0512,0.2275,0.5141,0.1165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5965,0.0000,0.0000,0.3120,0.0000,0.0000,0.2983,0.8212
5,5,229.1342,1.8535,1.2653,0.4415,5.0512,0.1562,0.5066,0.1956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5965,0.0000,0.0000,0.3120,0.0000,0.0000,0.2983,0.8517
6,6,229.1342,1.3097,1.6286,0.6160,5.0512,0.1064,0.4936,0.2593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5965,0.0000,0.0000,0.3120,0.0000,0.0000,0.2983,0.8767
7,7,229.1342,0.9294,1.8168,0.8066,5.0512,0.0715,0.4594,0.3295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5965,0.0000,0.0000,0.3120,0.0000,0.0000,0.2983,0.8900
8,8,228.0238,1.7179,1.8427,1.0464,5.0512,0.0441,0.4164,0.4019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5965,0.0000,0.0000,0.3120,0.0000,0.0000,0.2983,0.8844
9,9,224.0049,1.1723,0.9170,0.7257,8.4117,0.5553,1.5162,1.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.5380,0.0000,0.0000,0.6538,0.0000,0.0000,0.5823,0.8950
