day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456796	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	218	0	0	0	0	[]	0	0
1	123456796	69	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	218	218	0	0	0	3	[]	0	0
2	123456796	67	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	218	218	0	0	0	5	[]	0	1
3	123456796	63	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	218	218	0	0	0	6	[]	0	3
4	123456796	60	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	218	218	0	0	0	8	[]	0	3
5	123456796	58	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	218	218	0	0	0	8	[]	0	3
6	123456796	56	7	7	2	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	218	218	0	0	0	10	[]	0	4
7	123456796	52	9	7	4	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	218	218	0	0	0	14	[]	0	4
8	123456796	44	10	1	5	4	3	5	0	0	0	0	0	0	0	0	0	158	9	0	5	0	0	218	190	28	0	0	18	[2C 3A]	2	3
9	123456796	42	9	4	5	4	3	3	2	0	0	0	0	0	0	0	0	158	10	0	5	0	0	218	190	28	0	0	20	[2C 3A]	2	5
10	123456796	38	10	6	6	4	1	5	2	0	0	0	0	0	0	0	0	158	11	0	5	0	0	218	190	28	0	0	21	[2C 3A]	2	8
11	123456796	30	14	10	6	4	1	5	2	0	0	0	0	0	0	0	0	158	11	0	5	0	0	218	190	28	0	0	22	[2C 3A]	2	10
12	123456796	25	15	13	7	4	1	5	2	0	0	0	0	0	0	0	0	158	12	0	5	0	0	218	190	28	0	0	25	[2C 3A]	2	10
13	123456796	25	8	17	10	4	1	5	2	0	0	0	0	0	0	0	0	158	13	0	5	0	0	218	190	28	0	0	25	[2C 3A]	2	9
14	123456796	23	7	17	13	4	0	4	4	0	0	0	0	0	0	0	0	158	13	0	5	0	0	218	190	28	0	0	27	[2C 3A]	2	9
15	123456796	13	10	12	13	10	0	8	6	0	0	0	0	0	0	0	0	246	13	0	10	0	0	218	162	56	0	0	29	[2C 3A 2A 3B]	4	8
16	123456796	11	7	16	14	10	0	7	7	0	0	0	0	0	0	0	0	246	13	0	10	0	0	218	162	56	0	0	29	[2C 3A 2A 3B]	4	10
17	123456796	7	9	16	16	10	0	7	7	0	0	0	0	0	0	0	0	246	13	0	10	0	0	218	162	56	0	0	30	[2C 3A 2A 3B]	4	10
18	123456796	7	8	15	18	10	0	5	9	0	0	0	0	0	0	0	0	246	14	0	10	0	0	218	162	56	0	0	30	[2C 3A 2A 3B]	4	10
19	123456796	6	5	16	21	10	0	5	9	0	0	0	0	0	0	0	0	246	14	0	10	0	0	218	162	56	0	0	31	[2C 3A 2A 3B]	4	10
20	123456796	4	7	14	23	10	0	5	9	0	0	0	0	0	0	0	0	246	14	0	10	0	0	218	162	56	0	0	33	[2C 3A 2A 3B]	4	9
21	123456796	4	5	16	23	10	0	5	9	0	0	0	0	0	0	0	0	246	14	0	10	0	0	218	162	56	0	0	33	[2C 3A 2A 3B]	4	10
22	123456796	7	2	8	25	7	0	12	11	0	0	0	0	0	0	0	0	353	15	0	20	0	0	218	148	70	0	0	33	[2A 3B 1B 1D 2D]	5	9
23	123456796	6	2	8	26	7	0	11	12	0	0	0	0	0	0	0	0	353	16	0	20	0	0	218	148	70	0	0	34	[2A 3B 1B 1D 2D]	5	10
24	123456796	6	2	8	26	7	0	11	12	0	0	0	0	0	0	0	0	353	16	0	20	0	0	218	148	70	0	0	34	[2A 3B 1B 1D 2D]	5	10
25	123456796	5	1	8	28	7	0	11	12	0	0	0	0	0	0	0	0	353	17	0	20	0	0	218	148	70	0	0	34	[2A 3B 1B 1D 2D]	5	11
26	123456796	5	1	8	28	7	0	10	13	0	0	0	0	0	0	0	0	353	18	0	20	0	0	218	148	70	0	0	34	[2A 3B 1B 1D 2D]	5	11
27	123456796	4	2	8	28	7	0	9	14	0	0	0	0	0	0	0	0	353	18	0	20	0	0	218	148	70	0	0	35	[2A 3B 1B 1D 2D]	5	10
28	123456796	4	1	8	29	7	0	7	16	0	0	0	0	0	0	0	0	353	18	0	20	0	0	218	148	70	0	0	35	[2A 3B 1B 1D 2D]	5	8
29	123456796	10	1	4	33	1	0	11	12	0	0	0	0	0	0	0	0	417	21	0	24	0	0	218	162	56	0	0	35	[1B 1D 2D 3D]	4	8
30	123456796	10	1	4	33	1	0	10	13	0	0	0	0	0	0	0	0	417	21	0	24	0	0	218	162	56	0	0	35	[1B 1D 2D 3D]	4	8
31	123456796	10	1	4	33	1	0	8	15	0	0	0	0	0	0	0	0	417	22	0	24	0	0	218	162	56	0	0	35	[1B 1D 2D 3D]	4	8
32	123456796	9	2	4	33	1	0	5	18	0	0	0	0	0	0	0	0	417	23	0	24	0	0	218	162	56	0	0	36	[1B 1D 2D 3D]	4	8
33	123456796	8	3	4	33	1	0	5	18	0	0	0	0	0	0	0	0	417	23	0	24	0	0	218	162	56	0	0	36	[1B 1D 2D 3D]	4	8
34	123456796	6	5	4	33	1	0	4	19	0	0	0	0	0	0	0	0	417	23	0	24	0	0	218	162	56	0	0	38	[1B 1D 2D 3D]	4	8
35	123456796	6	4	5	33	1	0	4	19	0	0	0	0	0	0	0	0	417	23	0	24	0	0	218	162	56	0	0	38	[1B 1D 2D 3D]	4	9
36	123456796	6	2	8	50	0	0	1	5	0	0	0	0	0	0	0	0	472	24	0	24	0	0	218	204	14	0	0	39	[3D]	1	6
37	123456796	5	3	8	50	0	0	0	6	0	0	0	0	0	0	0	0	472	24	0	24	0	0	218	204	14	0	0	40	[3D]	1	5
38	123456796	5	3	7	51	0	0	0	6	0	0	0	0	0	0	0	0	472	24	0	24	0	0	218	204	14	0	0	40	[3D]	1	5
39	123456796	5	2	8	51	0	0	0	6	0	0	0	0	0	0	0	0	472	24	0	24	0	0	218	204	14	0	0	40	[3D]	1	5
40	123456796	3	4	8	51	0	0	0	6	0	0	0	0	0	0	0	0	472	24	0	24	0	0	218	204	14	0	0	41	[3D]	1	5
41	123456796	2	3	9	52	0	0	0	6	0	0	0	0	0	0	0	0	472	25	0	24	0	0	218	204	14	0	0	42	[3D]	1	6
42	123456796	2	3	7	54	0	0	0	6	0	0	0	0	0	0	0	0	472	25	0	24	0	0	218	204	14	0	0	42	[3D]	1	5
43	123456796	2	2	6	62	0	0	0	0	0	0	0	0	0	0	0	0	532	26	0	24	0	0	218	218	0	0	0	42	[]	0	4
44	123456796	1	2	6	63	0	0	0	0	0	0	0	0	0	0	0	0	532	27	0	24	0	0	218	218	0	0	0	42	[]	0	5
45	123456796	1	2	4	65	0	0	0	0	0	0	0	0	0	0	0	0	532	27	0	24	0	0	218	218	0	0	0	42	[]	0	3
46	123456796	1	2	3	66	0	0	0	0	0	0	0	0	0	0	0	0	532	27	0	24	0	0	218	218	0	0	0	42	[]	0	2
47	123456796	1	1	4	66	0	0	0	0	0	0	0	0	0	0	0	0	532	28	0	24	0	0	218	218	0	0	0	42	[]	0	2
48	123456796	1	1	4	66	0	0	0	0	0	0	0	0	0	0	0	0	532	29	0	24	0	0	218	218	0	0	0	42	[]	0	2
49	123456796	1	0	4	67	0	0	0	0	0	0	0	0	0	0	0	0	532	29	0	24	0	0	218	218	0	0	0	42	[]	0	3
50	123456796	1	0	4	67	0	0	0	0	0	0	0	0	0	0	0	0	592	29	0	24	0	0	218	218	0	0	0	42	[]	0	3
51	123456796	1	0	4	67	0	0	0	0	0	0	0	0	0	0	0	0	592	31	0	24	0	0	218	218	0	0	0	42	[]	0	3
52	123456796	1	0	4	67	0	0	0	0	0	0	0	0	0	0	0	0	592	31	0	24	0	0	218	218	0	0	0	42	[]	0	3
