,day,final_infected,type_pretty
60,60,262,0%
121,60,261,0%
182,60,263,0%
243,60,258,0%
304,60,260,0%
365,60,261,0%
426,60,266,0%
487,60,258,0%
548,60,258,0%
609,60,255,0%
670,60,265,0%
731,60,256,0%
792,60,271,0%
853,60,254,0%
914,60,262,0%
975,60,264,0%
1036,60,266,0%
1097,60,262,0%
1158,60,258,0%
1219,60,262,0%
1280,60,269,0%
1341,60,257,0%
1402,60,260,0%
1463,60,260,0%
1524,60,258,0%
1585,60,264,0%
1646,60,261,0%
1707,60,263,0%
1768,60,272,0%
1829,60,263,0%
1890,60,268,0%
1951,60,269,0%
2012,60,260,0%
2073,60,261,0%
2134,60,261,0%
2195,60,262,0%
2256,60,260,0%
2317,60,261,0%
2378,60,264,0%
2439,60,262,0%
2500,60,260,0%
2561,60,262,0%
2622,60,257,0%
2683,60,266,0%
2744,60,264,0%
2805,60,260,0%
2866,60,265,0%
2927,60,262,0%
2988,60,259,0%
3049,60,257,0%
3110,60,264,0%
3171,60,259,0%
3232,60,265,0%
3293,60,258,0%
3354,60,253,0%
3415,60,258,0%
3476,60,260,0%
3537,60,254,0%
3598,60,257,0%
3659,60,264,0%
3720,60,258,0%
3781,60,263,0%
3842,60,257,0%
3903,60,257,0%
3964,60,261,0%
4025,60,258,0%
4086,60,260,0%
4147,60,261,0%
4208,60,267,0%
4269,60,261,0%
4330,60,261,0%
4391,60,259,0%
4452,60,266,0%
4513,60,263,0%
4574,60,263,0%
4635,60,262,0%
4696,60,259,0%
4757,60,265,0%
4818,60,257,0%
4879,60,262,0%
4940,60,257,0%
5001,60,258,0%
5062,60,264,0%
5123,60,257,0%
5184,60,261,0%
5245,60,268,0%
5306,60,256,0%
5367,60,267,0%
5428,60,263,0%
5489,60,261,0%
5550,60,267,0%
5611,60,263,0%
5672,60,259,0%
5733,60,256,0%
5794,60,261,0%
5855,60,261,0%
5916,60,264,0%
5977,60,258,0%
6038,60,256,0%
6099,60,262,0%
6160,60,264,0%
6221,60,264,0%
6282,60,269,0%
6343,60,264,0%
6404,60,264,0%
6465,60,266,0%
6526,60,255,0%
6587,60,263,0%
6648,60,269,0%
6709,60,257,0%
6770,60,263,0%
6831,60,267,0%
6892,60,267,0%
6953,60,258,0%
7014,60,258,0%
7075,60,259,0%
7136,60,265,0%
7197,60,258,0%
7258,60,261,0%
7319,60,261,0%
7380,60,255,0%
7441,60,264,0%
7502,60,263,0%
7563,60,260,0%
7624,60,254,0%
7685,60,263,0%
7746,60,267,0%
7807,60,260,0%
7868,60,260,0%
7929,60,262,0%
7990,60,265,0%
8051,60,269,0%
8112,60,260,0%
8173,60,269,0%
8234,60,266,0%
8295,60,253,0%
8356,60,266,0%
8417,60,255,0%
8478,60,259,0%
8539,60,260,0%
8600,60,264,0%
8661,60,260,0%
8722,60,259,0%
8783,60,257,0%
8844,60,264,0%
8905,60,264,0%
8966,60,256,0%
9027,60,265,0%
9088,60,262,0%
9149,60,267,0%
9210,60,252,0%
9271,60,263,0%
9332,60,258,0%
9393,60,264,0%
9454,60,259,0%
9515,60,258,0%
9576,60,261,0%
9637,60,265,0%
9698,60,272,0%
9759,60,264,0%
